Program,Activity,Presenting Organization,Project Title,URL,Text,Activity_Detail
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Lighting and Grid Integration ,https://www.energy.gov/eere/buildings/downloads/lighting-and-grid-integration-research,"<p><strong>Weighted Average:</strong> 2.82&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 3&nbsp;</p>
<p><strong>Approach:</strong> 3.00&nbsp;&nbsp;&nbsp;&nbsp;<strong>Impact:</strong> 3.00&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 2.67&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 2.33&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.00&nbsp;</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>The project approach was approved by two reviewers. However, one reviewer suggested&nbsp;including some collaborators from the daylighting community as well, who have a slightly different view. Another reviewer commented that there was&nbsp;not&nbsp;enough&nbsp;discussion on&nbsp;the modeling and&nbsp;simulation approach.</p>
<p>Two reviewers agreed that the project is expected to contribute to program goals,&nbsp;and&nbsp;one reviewer&nbsp;noted&nbsp;that the project will have a high impact. One reviewer highlighted that the goal is to evaluate whether CLS can provide any useful services to the grid and the project seems well-formulated to achieve that goal. However, one reviewer commented that&nbsp;the impact is not well-understood, and it is a fundamental aspect of this research.</p>
<p>Most of the reviewers acknowledged that the project is still in the early stages of development,&nbsp;and has&nbsp;shown reasonable progress for this stage, mostly in fundamental background work.&nbsp;One reviewer praised that the project team has made good progress,&nbsp;however,&nbsp;another&nbsp;reviewer commented that there is much work still left to be completed.</p>
<p>The reviewers were divided on the project's level of coordination and collaboration. One reviewer praised the project for its outstanding collaboration, and another reviewer highlighted that the project advisory group suggestions seem very appropriate.&nbsp;In contrast, one reviewer&nbsp;commented&nbsp;that the listed collaborators and partners are very low and only includes NYSERDA. They suggested including more participation from utilities,&nbsp;regional transmission organizations (RTOs) / independent system operators (ISOs), end users, and other stakeholders.</p>
<p>Looking forward, reviewers were varied on their outlook.&nbsp;One reviewer praised the project&nbsp;for its high expected success, while two reviewers agreed that there is a lot of work still left to be complete. One reviewer commented that&nbsp;the next stage will likely be decisive, as the key will be to formulate the simulation so it captures the dynamic potential of lighting systems. A final reviewer recommendation is to&nbsp;include the daylighting community to help incorporate potential environmental dynamics that might be amenable to grid interaction.&nbsp;</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes the peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",R&D - Solid-State Lighting
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Lighting Systems Challenge ,https://www.energy.gov/eere/buildings/downloads/next-generation-lighting-systems,"<p><strong>Weighted Average:</strong> 3.32&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 3&nbsp;</p>
<p><strong>Approach:</strong> 3.67&nbsp;&nbsp;&nbsp;&nbsp;<strong>Impact:</strong> 3.00&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 3.00&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.33&nbsp;</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>Most reviewers praised the project approach as serving the valuable purpose of getting information to system manufacturers from installers that are typically not available. The ""Observational Research"" with experts in the field observing the installation and operation of the light fixtures being tested?in a lab setting and encouraging manufacturer's participation through a government-run competition is a good approach for market penetration. However, one reviewer warned that the choice of collaborative partners that have something to gain could lead to biased results.</p>
<p>Overall, reviewers expected the project to meet program goals, with the results of this project expected to address a significant barrier in the adoption, installation and maintenance&nbsp;of energy-efficient lighting systems. One reviewer praised the project, stating that both programs, Outdoor and Horticultural, have potential major impacts on program goals, but the Outdoor program major impact&nbsp;appears&nbsp;more well-documented related to limiting sky glow while attaining energy savings. Another reviewer commented that the impact of this project is in the form of educational seminars, presentations offered, articles published, and the NGLS competition.</p>
<p>In general, reviewers agreed that the project has shown good progress to date. The project has identified several improvement opportunities and communicated those to system manufacturers, reaching significant results in a short time. One reviewer highlighted that Outdoor Lighting is more mature than Horticultural Lighting, so the progress on metrics with Outdoor Lighting, as well as validating real-world models with data is impressive, but initial progress on Horticultural Lighting is limited.</p>
<p>Two reviewers approved of the project collaboration with several stakeholders, including major manufacturers,&nbsp;an expert panel of advisors, researchers, two universities, IESNA, lighting designers, and electric subcontractors. However,&nbsp;one&nbsp;reviewer expressed concern about limited collaboration and coordination efforts.&nbsp;For Outdoor Lighting, coordination efforts seem somewhat limited as this appears to be driven in a&nbsp;""top-down""&nbsp;management structure and progress for Horticultural Lighting related to developing collaboration is limited because this is a new program.</p>
<p>Overall, reviewers agreed that&nbsp;the project is on track to achieve its goals with a realistic plan and timeline. One reviewer provided recommendations on how the project team should address the remaining work.&nbsp;For Outdoor Lighting, examination of crash statistics related to improved visual acuity of replacement LED systems should be expanded to several municipalities to add to the weight of evidence. For Horticultural/Agricultural Lighting, much work needs to be done to assess metrics and measurement methods in real field evaluations. This reviewer suggested using lighting in a&nbsp;real-time feedback scenario, not only to grow plants, but to control growth.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will use the feedback provided by the reviewers to inform potential updates to this project as appropriate.</p>",R&D - Solid-State Lighting
Emerging Technologies,R&D - Solid-State Lighting,Sandia National Laboratories,Tunneling-Enabled High-Efficiency High-Power Multi Junction LEDs ,https://www.energy.gov/eere/buildings/downloads/tunneling-enabled-high-efficiency-high-power-multi-junction-leds,"<p><strong>Weighted Average:</strong> 2.97&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 3&nbsp;</p>
<p><strong>Approach:</strong> 3.00&nbsp;&nbsp;&nbsp;&nbsp;<strong>Impact:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 2.67&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.00&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 2.67&nbsp;</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>In general, the reviewers agreed that&nbsp;the project's approach contributed&nbsp;to overcoming barriers, technical challenges, and mitigating project risks. The reviewers&nbsp;applauded&nbsp;the approach&nbsp;as one&nbsp;that is likely to see application in lighting and largely fundamental scientific research on&nbsp;GaN&nbsp;LEDs, which will benefit the broader SSL market. One reviewer highlighted that this project is still in the early stage, but the team&nbsp;is&nbsp;aware of immediate barriers and tactics for overcoming them.</p>
<p>Impacts were praised by one reviewer&nbsp;for&nbsp;the project's excellent impact potential while&nbsp;two reviewers described the project's specific goals and impact. It was noted that&nbsp;research is aimed at increasing the output of&nbsp;GaN&nbsp;LED at higher power densities, not by increasing current, but by increasing voltage.</p>
<p>Reviewers mostly agreed that the project is still in the early stages, but progress has been made, highlighting&nbsp;the team's demonstration of the electrical efficiency of the multilayer approach in diodes and their good progress with actual IV curves. However, one reviewer pointed out that&nbsp;no timeline was included with the project presentation.</p>
<p>The reviewers all approved of the project's collaboration, with one reviewer commenting that the two partners in the team seem well-prepared for the project and are collaborating with&nbsp;Lumileds, a respected LED manufacturer,&nbsp;on commercialization. Two reviewers suggested opportunities for additional collaboration&nbsp;and noted that&nbsp;more industry representation may be beneficial. Also, Ohio&nbsp;State&nbsp;University&nbsp;(OSU)&nbsp;has some new TEM equipment that might be useful for this project.</p>
<p>One reviewer stated that the&nbsp;remaining project work&nbsp;is&nbsp;logically organized, but that will depend on success in overcoming the obstacles that arise as additional layers are added to the assembly. Another&nbsp;reviewer suggested&nbsp;the project team look to scaling of manufacturing and temperature stability. Overall, the reviewers generally agreed that the project approach is a major strength, given that the approach is an interesting technical approach that addresses opportunities for efficiency gain in the fundamental science of SSL technologies that drive the overall LED market.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes the peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",R&D - Solid-State Lighting
Residential Buildings Integration,Building America and Residential Research,Gas Technology Institute,Energy Savings with Acceptable Indoor Air Quality Through Improved Air Flow Control,https://www.energy.gov/eere/buildings/downloads/energy-savings-acceptable-indoor-air-quality-through-improved-air-flow,"<p><strong>Weighted Average:</strong> 2.94&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 6</p>
<p><strong>Approach:</strong> 3.00&nbsp;&nbsp; &nbsp;<strong>Impact:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 2.67&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.00&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 2.50</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>Most of the reviewers approved of the project approach and stated that it establishes a good initial step at addressing the relationship between IAQ, air flows, and the air-sealing/weatherization program and the project's approach is likely to achieve program goals through validation of acceptable airflow rates/quantity/quality. However, one reviewer highlighted that this is too small of a sample size, over too long of a time period. Another reviewer suggested putting some thought into ways to tease out the difference, if any, between the control homes and the treatment homes.</p>
<p>In general, reviewers agreed that if successful, this project will shed light on the most cost-effective way to save energy in most homes: air-sealing. The goal&nbsp;is to show that homes with deeper levels of air-sealing and ventilation can be just as healthy, if not healthier, than homes with less air-sealing and air-sealing with good IAQ is critical to program goals. However, two reviewers disagreed and noted that the sample size is so small that it's hard to see how results could be extrapolated to the larger community and the impact on program goals remains to be firmly established.</p>
<p>Many reviewers agreed that project progress appears to have been somewhat hampered by the unexpected difficulty of finding target homes. Reviewers expressed disappointment that the team has only managed to cover 15 homes in three years. Although it was noted that they appear to have a good deal of data analysis remaining in the short time left in the project, two reviewers stated that the project is on track for completion to deliver expected results.</p>
<p>The reviewers were split on the degree to which the project staff demonstrates strategic collaboration or coordination with relevant stakeholders. Some reviewers praised that the project has excellent stakeholder engagement and collaboration with a variety of industry associations and&nbsp;academic and home performance contracting partners. Other reviewers expressed uncertainty regarding how they are relying on a larger stakeholder community and how results of the research will be disseminated.</p>
<p>Once again, the reviewers were divided on their opinions regarding the remaining planned work to meet the&nbsp;project-specific goals. Some reviewers expressed that the project will meet the project-specific goals and remaining work logically includes a significant amount of data analysis and promulgation of the results. However, other reviewers expressed concern about recruiting and testing out another 17 homes by September 2019. One reviewer suggested an extension to complete the planned number of field evaluations.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,The Levy Partnership,Integrated Design: A High Performance Solution for Affordable Housing,http://energy.gov/eere/buildings/downloads/integrated-design-high-performance-solution-affordable-housing,"<p><strong>Weighted Average:</strong> 3.39 &nbsp;&nbsp;&nbsp;<strong># of Reviewers:</strong> 7</p>
<p><strong>Approach:</strong> 3.14&nbsp;&nbsp;&nbsp; <strong>Impact:</strong> 3.29&nbsp; &nbsp;&nbsp;<strong>Progress:</strong> 3.43&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.71&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.57</p>
<p>&nbsp;</p>
<h4>Brief Summary of Review Comments</h4>
<p>The approach to this project received a wide-ranging collection of comments from reviewers. Many of the reviewers approved of the project approach with one describing the understanding of the issues as ""outstanding and highly focused."" It was noted that manufactured houses often have unnecessarily poor energy performance due to construction details being overlooked by some manufacturers. A reviewer explained that the project's integrated design approach would be a smart strategy to address these issues. However, one reviewer disapproved of the project's approach and stated that ""the study is more of a design nature than offering innovative and new ideas."" It was also mentioned that the presentation ignored practices that are required for proper indoor air quality and ventilation in tight, manufactured houses and, in turn, an accurate estimate of the costs was omitted.</p>
<p>In general, the project impact was well-received among reviewers, recognizing its alignment with both DOE goals and project-specific goals. Reviewers complimented the project's contribution to standardizing energy-efficient design and construction practices within the manufactured housing industry. Since the project demonstrated existing technology as opposed to a new product, a reviewer predicted that market adoption would be more widespread. Several reviewers stressed the importance of informing both the building community and the consumer of the technology benefits. The positive impact on economically disadvantaged populations was also noted in relation to energy and cost savings in the homes. On the other hand, one reviewer was uncertain whether the impacts presented would be realized.</p>
<p>Reviewers approved of the current progress and applauded the team's successful implementation of its approach strategy. Many of the comments included reference to the significant results achieved during the project and the impact that the project would have moving forward. The team's attention to comfort and energy savings was highlighted as well as their stakeholder engagement. In terms of collaboration and coordination, reviewers were overwhelmingly positive with five out of the seven reviewers awarding the project an ""Outstanding."" The wide variety of partners including manufacturers, research laboratories, and other industry stakeholders was celebrated by most reviewers.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective tool for program management and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,Building Science Corporation,Monitoring of Unvented Roofs with Diffusion Vents and Interior Vapor Control in a Cold Climate ,https://www.energy.gov/eere/buildings/downloads/monitoring-unvented-roofs-diffusion-vents-and-interior-vapor-control-cold,"<p><strong>Weighted Average:</strong> 3.58 &nbsp;&nbsp;&nbsp;<strong># of Reviewers:</strong> 6</p>
<p><strong>Approach:</strong> 3.50&nbsp;&nbsp;&nbsp; <strong>Impact:</strong> 3.50&nbsp; &nbsp;&nbsp;<strong>Progress:</strong> 3.83&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.67&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.50</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>Most reviewers were satisfied with the project team's approach to demonstrate that unvented roofs with fibrous insulation are ineffective in cold climates and that unvented roofs with diffusion vents and interior vapor control may address this moisture issue. Two reviewers specifically commended the test hut approach for its excellent experimental design. However, at least one reviewer preferred that data be collected from actual homes that were experiencing the problems that this project seeks to understand and correct. Regarding the project's impact, most reviewers were similarly optimistic that this project would have a significant impact on program goals. These reviewers highlighted the cheaper insulation option and lower costs when compared to foam insulation as reasons for the potential positive impact on the market. One reviewer pointed to the potential to use this cheaper insulation method in retrofit projects. However, another reviewer cautioned that this impact will ultimately be driven by whether builders are willing to add insulation at roofline.</p>
<p>All reviewers commended the project team for its well-planned and thorough progress to date, noting the high-quality tests that had been performed and the actionable results that had been documented. Reviewers called out at least three findings that had already proved significant, including demonstrating that: 1) diffusion vents help control and prevent condensation, 2) fibrous insulation with unvented attics is calamitous, and 3) moisture cycling in blown in cellulose causes a lot of settling.</p>
<p>Almost all reviewers lauded the project team for engaging and collaborating with relevant stakeholders, including major insulation manufacturers and leaders in the insulation industry. Reviewers also praised the project team for sharing the results broadly through annual meetings, conference presentations, and trade associations. However, one reviewer was unclear how the advisory group was composed and advised the project team to include code enforcement officials and subcontractors affected by the results.</p>
<p>Most reviewers also believed that the project has been logically planned such that the remaining work will meet the&nbsp;project-specific goals. Some reviewers pondered whether the project goals have already been met and that whatever minimal testing remained would not reveal drastically different results (e.g., that spray foam is the best solution for this kind of roof). Other reviewers believed that despite the data already collected, important work remained to be completed, including analysis and recommendation. However, reviewers were unanimous in their belief that the project would be completed with the scheduled timeframe.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,Center for Energy & the Environment,Aerosol Sealing in New Construction ,http://www.energy.gov/eere/buildings/downloads/aerosol-sealing-new-construction,"<p><strong>Weighted Average:</strong> 3.46&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 6</p>
<p><strong>Approach:</strong> 3.33&nbsp;&nbsp; &nbsp;<strong>Impact:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 3.67&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.83</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>Overall, reviewers approved of the project approach to demonstrate how to seal a building using an aerosol sprayer with the potential to&nbsp;impact&nbsp;new construction approaches, particularly for larger production builders. Reviewers praised the approach for successfully demonstrating the viability and effectiveness of the technology and that it can be applied at a variety of logical stages in the construction of a home and achieve successful results, as well as establishing a good plan of recruiting home builders to test this new technology. This is a solid opportunity to simplify (e.g., eliminate poly-sheet air barrier at the ceiling) and potentially save construction time with improved performance.</p>
<p>Most of the reviewers agreed that the impact on helping create more airtight homes is clear and there is good potential that the results of this research will lead to the adoption of this technology by leading-edge production builders. The impact will be significant when it is seen that the project produces a tighter, more energy-efficient home with little effort. However, one reviewer highlighted that the impact is not expected to be significant as builders and homeowners will have many questions about the effectiveness and soundness of the approach. Another reviewer expressed uncertainty whether the key contractor (Aeroseal) can control the market (i.e., secure intellectual property) and whether it has the capacity to keep both costs and scheduling competitive with other approaches and capitalize the scale up to meet potential demand.</p>
<p>Reviewers unanimously agreed that the project team has shown great progress. They have made excellent progress in testing two houses in California and two in Minnesota, and they have successfully proven the concept from a technical perspective. The team has maintained excellent control of the schedule, including field work (with multiple cooperating builders), analysis, and outreach, and there has been adoption by a builder. Next, they will finish and have a document that illustrates good practice and recommended procedures for this Aeroseal technology.</p>
<p>All reviewers praised the project for its exemplary collaboration and coordination in the industry. The reviewers provided many examples of this collaboration and coordination, including bringing nonparticipating builders to construction sites to witness implementation of the aerosealing process, giving presentations about the method and product at several national conferences, and getting all testing and blower door measurements for so many homes. One reviewer commented that the primary go-to-market strategy will be driven by the manufacturer and their franchisees leveraging research conducted in this project.</p>
<p>Overall, reviewers recognized the success of the project, while also noting that there is still remaining project work to be done. The team has done a nice job in laying out a well-defined, bounded set of goals to test this cutting-edge technology, and they have gone beyond tasks in some cases for better outreach and more field house testing. Reviewers also noted the remaining work: end of construction testing, generating best practice documents, getting feedback from builders about this method as compared to the conventional approach, preparing installation guidelines, performing energy analysis, and disseminating the results.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,Fraunhofer CSE,Physics-Based Interval Data Models to Automate and Scale Home Energy Performance Evaluations ,https://www.energy.gov/eere/buildings/downloads/physics-based-interval-data-models-automate-and-scale-home-energy,"<p><strong>Weighted Average:</strong> 3.31&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 7</p>
<p><strong>Approach:</strong> 3.14&nbsp;&nbsp; &nbsp;<strong>Impact:</strong> 3.29&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 3.43&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.43&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.43</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>Most of the reviewers approved of the project approach to use smart thermostat data in a smart way to target utility incentive program outreach, circumventing traditional outreach methods in what is hoped to be a more targeted and accurate way. There is a clear challenge and the team has a promising method, that is technically sound, to leverage a technology that is already on its way to scaled deployment in the market (communicating thermostats) to target consumers with meaningful opportunities to improve their homes. However, two reviewers expressed concerns about the approach: success and final steps of the project assume that the targeting will increase energy audit uptakes, but there is no backup plan if this is not found in the market test &ndash; the sparse data used for modeling is worrisome; and this project may not be applicable to all American Society of Heating, Refrigerating and Air-Conditioning Engineers (ASHRAE) climatic zones.</p>
<p>In general, reviewers agreed that the project is expected to contribute to program goals. Assuming the project-specific goals are met, this could ultimately lead&nbsp;to achievement of&nbsp;the program goal of improving&nbsp;existing building energy efficiency. One reviewer commented that a tool that enables program administrators and contractors to get a ""peek under the hood"" without going to the house is invaluable for reducing&nbsp;acquisition costs and project cycle times while increasing close rates, achievement of savings, and overall cost-effectiveness. However, reviewers highlighted that the project doesn't help overcome the challenge of why (besides energy savings) the buildings might want this benefit and this project is only specific to ASHRAE climate zones 4, 5, and 6.</p>
<p>Overall, reviewers agreed that the project is on track and showing excellent progress. The team has made significant progress on the technical aspects of their algorithms, and have obtained preliminary data to check those algorithms. They are providing useful and accurate data to target utility energy-efficiency marketing programs for less cost, and they are well on their way to producing a tool that can be used in the broader market. One reviewer pointed out that there is concern on the validity of the statistical analysis of the R-value predicted versus CT R-value.</p>
<p>Reviewers unanimously agreed that the project has excellent stakeholder engagement, particularly with utilities. The strategic partnership with Eversource and National Grid is one of the key strengths of this project, and with more validation, they could seek other utility partners too. One reviewer highlighted that strategic collaboration and coordination to use private utility data is critical to maintaining confidence in the use of such data and will be essential moving forward.</p>
<p>The reviewers were divided on the degree to which the project has logically planned remaining work to meet the&nbsp;project-specific goals. Three reviewers agreed with the remaining project work, stating that remaining project work is well-planned and thoughtful in tying the project goals to program goals and the team seems on track to successfully complete the project and bring it to market. One reviewer highlighted that the team plans to spend the remainder of its time validating the approach through its partners. However, two reviewers voiced concern regarding the remaining work and noted that there are still several questions that need the attention of the project team prior to finalizing the modified grey-box model and there is no backup plan if the hypothesis of targeting increasing energy audit uptake is not proven.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes the peer review as an effective tool for program management and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,Home Innovation Research Labs,Structural Support of Windows in Walls with Continuous Insulation ,https://www.energy.gov/eere/buildings/downloads/structural-support-windows-walls-continuous-insulation,"<p><strong>Weighted Average:</strong> 3.41&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 7</p>
<p><strong>Approach:</strong> 3.29&nbsp;&nbsp; &nbsp;<strong>Impact:</strong> 3.29&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 3.57&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.57&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.43</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>In general, reviewers agreed that the project approach is targeted, acceptable, and focused, with one reviewer praising the project for its excellent (consensus) experimental design. The project is well-designed to ensure research results translate into market-based practices and the approach to stakeholder engagement is a key element to the project's success and it appears to have been well-executed. However, one reviewer expressed concerns that it seems that continuous insulation (CI) will require custom details at the window interaction because of the many varieties of window-wall interfaces and it is not clear whether the detail at such interface has been the cause of lower than desirable levels of the use of CI.</p>
<p>Most of the reviewers agreed that the project will contribute to program goals, with an immediate and solid impact, because this project is targeted directly at solving a problem that could hinder the widescale deployment of high-R walls if left unresolved. The consensus process and excellent experimental design are likely to lead to a test procedure adequate for code adoption, which is demonstrably required for market acceptance and expansion. However, two reviewers disagreed on the extent of the project impact, stating that leaving out the air barrier connection in the testing protocol is a critical mistake that doesn't further DOE BTO program goals and because the result of the work will be mainly test data from tests for selected window-wall interface details, the impact will be very limited.</p>
<p>Overall, reviewers agreed that the project is progressing as expected and they have done good work on this complicated problem. The project is on track and the team has made strong progress working with multiple stakeholders to identify&nbsp;concerns and test accordingly to address those concerns. One reviewer highlighted that there is still major outstanding work to be completed, such as (a) proposed construction solutions after consensus from industry (this is a major task and contractors may not rely on instruction manuals) and (b) development of standardized testing (another formidable task that takes considerable time).</p>
<p>Most of the reviewers agreed that project staff demonstrated strategic collaboration or coordination with relevant stakeholders, with one reviewer stating that the stakeholder engagement process, including the impacted manufacturers from the beginning of the project, is a key strategy to the project's overall success in achieving real market impact. Another reviewer praised this project for being a model of proper collaboration, bringing together all the stakeholders and spending enough time (one year) just working out the appropriate test methods and test points. However, two reviewers pointed out gaps in the collaboration and coordination, including air barrier continuity testing, the manufactured home industry, and the National Fenestration Rating Council (NFRC).</p>
<p>In general, the reviewers agreed that the remaining work in the project plan is logical and on track, and they are substantially finished with the project. They have a clear path forward and mechanisms for industry to follow up with the development of testing framework. Two reviewers highlighted that important, time-consuming work remains to be done, including phase II testing and evaluation of results and developing a best practices manual (after consensus with industry/contractors).</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will appropriately use the feedback provided by the reviewers to inform potential updates to this project.</p>",Building America and Residential Research
Residential Buildings Integration,Building America and Residential Research,Newport Partners,Development of the Industry's First Smart Range Hood,http://www.energy.gov/eere/buildings/downloads/development-industry-s-first-smart-range-hood,"<p><strong>Weighted Average:</strong> 3.33&nbsp;&nbsp;&nbsp; <strong># of Reviewers:</strong> 6</p>
<p><strong>Approach:</strong> 3.33&nbsp;&nbsp; &nbsp;<strong>Impact:</strong> 2.67&nbsp;&nbsp;&nbsp; <strong>Progress:</strong> 3.67&nbsp;&nbsp;&nbsp; <strong>Collaboration/Coordination:</strong> 3.83&nbsp;&nbsp;&nbsp; <strong>Remaining Work:</strong> 3.17</p>
<p>&nbsp;</p>
<h4>Brief Summary of Reviewer Comments</h4>
<p>In general, reviewers agreed that the project approach is sound. The project, which provides a way to help eliminate contaminants in a home from cooking in order to enable homes to be constructed more tightly for energy savings, has an approach that builds on and exploits the work of other Building America projects to identify and develop low-cost and reliable sensors and range hood&nbsp;capture efficiency. However, reviewers expressed concerns about the complexity of the control scheme and the assumption that the most viable answer is a control strategy that relies on sensing specific pollutant concentrations instead of a simpler control solution.</p>
<p>Reviewers were divided on the degree to which the project is&nbsp;expected to&nbsp;contribute to&nbsp;program goals, with two reviewers agreeing that the project addresses Building America's goals of improving indoor air quality in energy-efficient homes. The other reviewers were skeptical, stating that there is only an indirect link to the overall energy-efficiency goals and the proposed solution is overly complex. Reviewers were critical about a higher failure rate (working when needed and not turning on when not needed) and more energy expenditure from the fan running more.</p>
<p>Overall, reviewers agreed that the project has shown great progress, and next steps will include testing and commercialization. Reviewers mostly agreed that the project is on track, but one reviewer stated that it is difficult to assess the project's progress because most information on the prototype was held as proprietary information. One reviewer critiqued the project that it seems like the project team came into the project with a pre-conceived notion of what the answer would be and it is limiting their creativity in exploring alternative solutions to the control strategy.</p>
<p>The reviewers unanimously approved of the project's collaboration, particularly with Broan, a major range hood manufacturer that will give them an avenue to making their development readily available in the marketplace. Collaboration and coordination are comprehensive and well-designed to achieve project goals working with and through project team members and stakeholders. One reviewer suggested future collaboration with ANSI because of their role as the standard setting body for oven performance.</p>
<p>Most of the reviewers approved of the remaining project work, with many reviewers pointing out that field testing will be the next step, and two reviewers expressing optimism that the field tests will successfully mirror the performance from laboratory findings. The project is on track to commercialization and creating a marketable product. The only critique provided for remaining project work is that the time for customer field studies seems a little short.</p>
<h4>Program Response</h4>
<p>The Building Technologies Office recognizes peer review as an effective program management tool and will leverage the feedback provided by the reviewers to inform potential updates to this project as appropriate.</p>",Building America and Residential Research
