Program,Activity,Presenting Organization,Project Title,URL,Text
Emerging Technologies,R&D - Solid-State Lighting,National Renewable Energy Laboratory,AlInP-based LEDs for Efficient Red and Amber Emission ,https://www.energy.gov/eere/buildings/downloads/allnp-based-leds-efficient-red-and-amber-emission,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Application Specific Lighting ,https://www.energy.gov/eere/buildings/downloads/application-specific-lighting ,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Connected Lighting ,https://www.energy.gov/eere/buildings/downloads/connected-lighting-systems,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Emerging Lighting Science ,https://www.energy.gov/eere/buildings/downloads/emerging-lighting-science,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Lighting and Grid Integration ,https://www.energy.gov/eere/buildings/downloads/lighting-and-grid-integration-research,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Pacific Northwest National Laboratory,Lighting Systems Challenge ,https://www.energy.gov/eere/buildings/downloads/next-generation-lighting-systems,Reviewer comment summaries and project scores coming soon.
Emerging Technologies,R&D - Solid-State Lighting,Sandia National Laboratories,Tunneling-Enabled High-Efficiency High-Power Multi Junction LEDs ,https://www.energy.gov/eere/buildings/downloads/tunneling-enabled-high-efficiency-high-power-multi-junction-leds,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Gas Technology Institute,Energy Savings with Acceptable Indoor Air Quality Through Improved Air Flow Control,https://www.energy.gov/eere/buildings/downloads/energy-savings-acceptable-indoor-air-quality-through-improved-air-flow,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,The Levy Partnership,Integrated Design: A High Performance Solution for Affordable Housing,http://energy.gov/eere/buildings/downloads/integrated-design-high-performance-solution-affordable-housing,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Building Science Corporation,Monitoring of Unvented Roofs with Diffusion Vents and Interior Vapor Control in a Cold Climate ,https://www.energy.gov/eere/buildings/downloads/monitoring-unvented-roofs-diffusion-vents-and-interior-vapor-control-cold,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Center for Energy & the Environment,Aerosol Sealing in New Construction ,http://www.energy.gov/eere/buildings/downloads/aerosol-sealing-new-construction,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Fraunhofer CSE,Physics-Based Interval Data Models to Automate and Scale Home Energy Performance Evaluations ,https://www.energy.gov/eere/buildings/downloads/physics-based-interval-data-models-automate-and-scale-home-energy,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Home Innovation Research Labs,Structural Support of Windows in Walls with Continuous Insulation ,https://www.energy.gov/eere/buildings/downloads/structural-support-windows-walls-continuous-insulation,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Newport Partners,Development of the Industry's First Smart Range Hood,http://www.energy.gov/eere/buildings/downloads/development-industry-s-first-smart-range-hood,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Southface Institute,Performance-Based Indoor Air Quality and Optimized Ventilation,https://www.energy.gov/eere/buildings/downloads/performance-based-iaq-and-optimized-ventilation,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,"Steven Winter Associates, Inc.",Ventilation Integrated Comfort System,https://www.energy.gov/eere/buildings/downloads/ventilation-integrated-comfort-system-vics,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,University of Minnesota,Achieving Affordable Zero Energy Via Zero Energy Ready Homes ,https://www.energy.gov/eere/buildings/downloads/affordable-high-r-panel-wall-system-demonstration,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Building Envelope Materials,Minimally Invasive Retrofit Insulation Of Enclosed Roof Cavities ,https://www.energy.gov/eere/buildings/downloads/validation-study-experimental-insulating-and-air-sealing-technology,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Home Innovation Research Labs,Advanced HVAC Equipment Design Strategies for Optimal Efficiency and Humidity Control ,https://energy.gov/eere/buildings/downloads/advanced-hvac-equipment-design-strategies-optimal-efficiency-and-humidity,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Newport Partners,Development of Laboratory Test Methods for Low-Cost Indoor Air Quality Sensors ,https://www.energy.gov/eere/buildings/downloads/development-laboratory-test-methods-low-cost-indoor-air-quality-sensors,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Rocky Mountain Institute,Integrated Zero Energy Ready Retrofit Solution for Multifamily Renovations ,https://www.energy.gov/eere/buildings/downloads/experimental-envelope-fabrication-process-integrated-zero-energy-ready,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,University of Central Florida,Building America Indoor Air Quality (IAQ) Field Study in Occupied New US Homes: Hot Humid and Mixed Humid Climates ,https://www.energy.gov/eere/buildings/downloads/baseline-indoor-air-quality-iaq-field-study-occupied-new-us-homes-hot-humid,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,University of Central Florida,Integrated HVAC Control Methods for Supplemental High Efficiency Mini-Split Heat Pumps in Existing Homes  ,https://energy.gov/eere/buildings/downloads/integrated-hvac-control-methods-supplemental-high-efficiency-mini-split,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Allegheny Science & Technology,Home Energy Score,https://www.energy.gov/eere/buildings/downloads/home-energy-score,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Lawrence Berkeley National Laboratory,Healthy Efficient Homes Research & Standards Support,http://www.energy.gov/eere/buildings/downloads/healthy-efficient-homes-research-standards,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Lawrence Berkeley National Laboratory,"Integral Hi-R, Dynamic Window and Wall Panel",https://www.energy.gov/eere/buildings/downloads/integral-hi-r-dynamic-window-and-wall-panel ,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Oak Ridge National Laboratory,Max Tech HPWH Field Test,https://www.energy.gov/eere/buildings/downloads/max-tech-hpwh-field-test ,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Pacific Northwest National Laboratory,Baseline IAQ Field Study in Occupied New US Homes,https://www.energy.gov/eere/buildings/downloads/baseline-indoor-air-quality-iaq-field-study-occupied-new-us-homes-cold-and,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Pacific Northwest National Laboratory,Technology Integration,https://www.energy.gov/eere/buildings/downloads/technology-integration-heat-pump-water-heaters ,Reviewer comment summaries and project scores coming soon.
Residential Buildings Integration,Building America and Residential Research,Pacific Northwest National Laboratory,Validation Studies of High-R Windows,https://www.energy.gov/eere/buildings/downloads/validation-studies-high-r-windows,Reviewer comment summaries and project scores coming soon.
