title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Designing a Methane Dehydroaromatization (MDA) Process for Feedstock Flexibility and High-On-Stream Time via Dynamic Kinetic and Thermodynamic Control,Active,,33.58514,-101.88541,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Designing a Methane Dehydroaromatization (MDA) Process for Feedstock Flexibility and High-On-Stream Time via Dynamic Kinetic and Thermodynamic Control,"Texas Tech University          
",1631932,TX,5/1/2021,"The objective is to establish a method to sustainably produce aromatics, hydrogen and small alkene co-products using natural gas feedstocks by designing stable methane dehydroaromatization (MDA) catalysts tailored specifically for use in a sparce oxidative environment in a gradient feed membrane reactor (GFMR).",Sheima Khatib,"The Shepherd Chemical Company, Idaho National Lab",Thermal Catalysts and Reactor Design ,4/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Developing Low-Cost Manufacturing Processes for an Ultra-High Capacity Carbon Capture Material,Active,,37.77354,-122.27849,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Developing Low-Cost Manufacturing Processes for an Ultra-High Capacity Carbon Capture Material,"Mosaic Materials, Inc.        
",2284000,CA,5/1/2021,"Mosaic Materials will develop an improved manufacturing process for an ultra-high capacity sorbent for use in direct air capture systems and demonstrate the reliability of the process by installing, commissioning, and operating a pilot manufacturing line. If a low-cost, low-carbon intensity manufacturing process can be developed, the high-performance of our material can enable ",Graham B. Wenz,"John Parks, The Environmental Genome Initiative",Integrating Carbon Capture and Utilization into Industrial Processes,10/31/2023,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Development and Demonstration of an Industrial Hydrogen-Fired Steel Reheating Furnace,Awarded,,40.424403,-86.91548,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Development and Demonstration of an Industrial Hydrogen-Fired Steel Reheating Furnace,Purdue University Northwest,"$9,961,243 ",IN,10/1/2023,"Purdue University Northwest, along with multiple partners, will pioneer an approach to eliminating energy-related emissions in steel production. This project will work to demonstrate, at industry-scale, a continuous reheating furnace operating at a mix of 60% natural gas and 40% hydrogen with a roadmap to achieve zero-carbon operation. Converting existing furnaces to hydrogen-fired operations can decarbonize energy-related emissions in steel production without the need for extensive infrastructure and capital investments that alternative zero-carbon energy sources might require. The energy, economic, and emissions benefits will be analyzed through computational fluid dynamics (CFD) simulations, laboratory experiments, and life cycle and technoeconomic analysis (LCA and TEA). The project will also establish a pathway and operational scheme for hydrogen utilization in the full furnace, with LCA, TEA, and CFD modeling and visualization of the reheat furnace to ensure production will meet existing quality standards.",Davide Ziviani,"ArcelorMittal North America, ANL, Cleveland-Cliffs, Gerdau, Linde, ORNL, Purdue – Steel Manufacturing Simulation and Visualization Consortium",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Development of High Energy Density Thermomagnetic Processing Technology for Intensification of Industrial Heat-treatment and Increased Material Performance,Active,,29.64487,-82.35437,FY 2019 Multi-Topic FOA,Cross-Sector Technologies RD&D,Development of High Energy Density Thermomagnetic Processing Technology for Intensification of Industrial Heat-treatment and Increased Material Performance,University of FL             ,6737107,FL,10/1/2020,Development of High Energy Density Thermomagnetic Processing Technology for Intensification of Industrial Heat-treatment and Increased Material Performance at the University of Florida.,Michele Myers,Virginia Tech; University of Illinois at Urbana Champaign; Oak Ridge National Laboratory (2.1.0.421); DANTE Solutions,Thermomagnetic Proccessing,2/29/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Direct and Continuous Electrochemical Manufacturing of High-purity Liquid Fuels via CO Reduction in a Solid Electrolyte Reactor,Awarded,,29.718435,-95.423555,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Direct and Continuous Electrochemical Manufacturing of High-purity Liquid Fuels via CO Reduction in a Solid Electrolyte Reactor,Rice University,"$2,965,607 ",TX,10/1/2023,Rice University and its partners aim to advance the viability of zero-carbon electrochemical routes for the production of high-purity fuels by reducing the need for post-reaction purification. This project will develop and scale a porous solid electrolyte (PSE) reactor for continuous electrosynthesis of high-purity acetic acid solutions. The project will demonstrate a PSE reactor prototype that operates at high currents and low energy consumption. Potential impacts include reductions in carbon intensity (88%) and energy intensity (44%) compared to conventional methods of synthesizing high-purity fuels.,Hoatian Wang,"National Renewable Energy Laboratory, Kraton, De Nora, University of Wisconsin-Madison",Topic 1: Decarbonizing Chemicals,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Efficient CO2 and Natural Gas Refinery for Ethylene Production,Active,,33.99836,-81.02803,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Efficient CO2 and Natural Gas Refinery for Ethylene Production,"U South Carolina, Columbia       
",1400000,SC,6/1/2021,The objective is to develop an efficient carbon dioxide-natural gas (CO2-NG) refinery technology for ethylene production using low-cost natural gas and CO2 . The proposed technology is a symmetric metal-supported solid oxide cell (MS-SOC) that integrates the oxidative coupling of methane (OCM) reaction to produce ethylene in the anode and concurrent CO2 splitting reaction to produce carbon monoxide (CO) in the cathode. ,Fanglin â€œFrankâ€ Chen,"Chemtronergy, LLC, Idaho National Laboratory (2.1.11.15), Lawrence Berkeley National Laboratory (2.1.11.16)",Thermal Catalysts and Reactor Design ,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Efficient Drying Processes of High-Quality Wood through Intelligent Desiccant Assisted Heat Pump System Innovations,Awarded,,30.55637,-96.28399,FY 2021 Multi-Topic FOA,Cross-Sector Technologies RD&D,Efficient Drying Processes of High-Quality Wood through Intelligent Desiccant Assisted Heat Pump System Innovations,"Texas A&M Engineering Experiment Station
",2206284,TX,10/1/2022,"Texas A&M Engineering Experiment Station has teamed with the University of Pennsylvania, University of Virginia, Michigan Technological University, Lincoln University, and Lawrence Livermore National Laboratory – in addition to support from multiple industrial entities – to develop an intelligent desiccant-assisted heat pump drying system that will be applied to wood drying. This new system aims to reduce energy consumption in wood drying by at least 25% while also reducing operating costs.",,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Efficient Saturation High-Temperature Heat Pump for Waste Heat Recovery,Awarded,,38.989619,-76.945695,AMO Industrial Efficiency and Decarbonization FOA,,Efficient Saturation High-Temperature Heat Pump for Waste Heat Recovery,"University of Maryland, College Park","$2,565,385 ",MD,10/1/2023,"The University of Maryland and its partners will advance the state of the art of high temperature heat pumps to enable continuous, zero-carbon heat for processes above 200C. To improve current heat pump technology, the team will adopt a novel injection system with isopropanol refrigerant, coupled with a highly efficient heat exchanger system to deliver the heat. The proposed approach of near-saturation cycle processes, with the help of multi-stage compression, aims to achieve 71% of Carnot efficiency at 200C with a temperature lift of 100K.",Reinhard Radermacher,"ORNL, Emerson Climate Technologies Inc",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Efficient Zero-Carbon Ammonia Production ,Awarded,,40.540952,-106.850132,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,Efficient Zero-Carbon Ammonia Production ,"Skyhaven Systems, LLC","$206,500 ",CO,7/10/2023,"This project will develop and demonstrate a new microchannel electrochemical reactor to economically produce ammonia. Ammonia, a high volume energy-and emissions- intensive chemical, accounts for 1.8% of global CO2 emissions. The project will produce an electrochemical reactor that feeds water and nitrogen to a multitude of micro-channel cells to drive the reaction with clean energy. The reactor design will increase the production rate of ammonia by overcoming equilibrium limitations in ammonia synthesis, producing a more energy efficient process.","Kimble, Michael",,Chemicals and Petrochemicals,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Electric-Field De-Wetting for Enhanced Drying,Closed,,41.77748,-72.62194,FY 2019 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Electric-Field De-Wetting for Enhanced Drying,United Technologies Research Center,499929,CT,7/1/2020,"The project goal is to advance an innovative and highly efficient method for moisture removal in which an alternating electric field is applied to a surface in a manner that momentarily detaches droplets from the surface and facilitates their removal. The concept exploits the electrowetting effect of an electric field on the interfacial characteristics of an electrolyte liquid (e.g., water). Key project objectives include requirements definition and concept design relevant to typical drying applications; modeling, simulation, and optimization of key parameters; experimental proof of concept demonstration on representative surface samples; and process scale-up and application benefit assessment.",,,Industrial Drying Processes,1/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Emissions-free bio-ethanol production through an add-on electrochemical CO2-to-Ethanol carbon utilization technology,Active,,40.656391,-74.30483,FY 2022 SBIR/STTR Phase I,Cross-Sector Technologies,Emissions-free bio-ethanol production through an add-on electrochemical CO2-to-Ethanol carbon utilization technology,RenewCO2,"$200,000 ",NJ,6/27/2022,Carbon dioxide emissions utilization is critical for addressing climate change. This technology will convert carbon dioxide into ethanol using renewable electricity. The resulting carbon-negative fuel is a sustainable alternative for transportation that offsets carbon capture costs.,Karin Calvinho,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Energy Services through INtegrated FLexible Operation of Wastewater Systems (ENERGY-INFLOWS),Active,,37.42399,-122.1676,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Energy Services through INtegrated FLexible Operation of Wastewater Systems (ENERGY-INFLOWS),Stanford University                   ,1000000,CA,10/1/2021,"Wastewater treatment is energy and cost intensive. Demand charges on electricity bills often account for a large share of electricity costs, creating strong incentives for shifting load peaks away from time-of-use periods. ENERGY-INFLOWS is a computational platform for integrated management of the energy flexibility upgrades available to wastewater treatment facilities including 1) biogas storage, 2) water storage, and 3) batteries. The tool uses facility-specific metering data and treatment characteristics to identify cost-optimal energy flexibility upgrades. Its runtime controller uses artificial intelligence and facility-specific load models to operationalize a facility’s existing energy flexibility resources in real-time. Overall, the tool provides a scalable platform for facilities to lower electricity costs and earn revenues from the sale of demand response and other services to electricity grids.",,William & Cloy Codiga Resource Recovery Center and Silicon Valley Clean Water,Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Energy-Efficient Selective Removal of Metal Ions from Mining Influenced Waters Using H-Bonded Organic-Inorganic Frameworks,Awarded,,35.2227,-97.4395,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Energy-Efficient Selective Removal of Metal Ions from Mining Influenced Waters Using H-Bonded Organic-Inorganic Frameworks,Rio Tinto Services Inc.,510000,OK,8/10/2022,"This project intends to validate an emerging class of adsorption materials, termed Hydrogen-Bonding-Inorganic Frameworks (HOIFs), as an energy efficient, scalable, and economically attractive alternative to traditional metal extraction routes in acid mine draining.
",Santiago Barrera-Rameriz,,Energy Water Nexus,8/10/2025,,
Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic,Active,,47.28487,-93.43504,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic,Regents of the University of Minnesota ,1441989,MN,9/1/2021,"The project objectives are as follows: 1. Confirm the use of Minnesota and Michigan iron ore as feedstock to gas-based shaft reduction processes. (Budget Period 1) 2. Enhance the efficient production of DRI with more complete metallization compared to current products. (Budget Period 2) 3. Improve the ability of the gas-based DRI process to employ higher operating temperatures, which will enhance overall productivity and energy efficiency. (Budget Period 2) 4. Remove the gangue content of the iron ore materials efficiently through direct connection of the reduced DRI to a nodularizing furnace for removal of gangue constituents to create a granulated pig iron product. (Budget Period 2 and 3) 5. Provide enhanced virgin iron materials to the US steel industry from US mining resources that will allow product quality and burden optimization to be attained in EAF steelmaking. (Budget Period 3)",Brett Spigarelli,N/A,Iron and Steelmaking Processes,4/30/2025,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic Nodules and Pig Iron,Active,,46.84895,-92.20142,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic Nodules and Pig Iron,"Natural Resources Research Inst, University of MN Duluth             ",2112619,MN,8/31/2021,"EAF steelmaking is the predominant steel production method in the USA with over 69.7% of total production capability. Virgin materials for this process are required and DRI and pig iron are the chief sources. This project focuses on modification of the ore materials to enhance both DRI and EAF productivity to improve both manufacturing and energy efficiency. At the EAF, the enhanced feed materials will be fully metallized and gangue free and this will speed productivity and reduce the need for extra energy to melt slag components and complete the metallization. The technology includes prefluxing iron ore pellets to enhance the high temperature properties of the iron feed to gas-based DRI process and then subsequent post treatment of the enhanced DRI in an auxiliary smelting furnace to produce iron nodules or pig iron for direct charging to the EAF.",,"Nucor Steel, ArcelorMittal",Iron and Steelmaking Processes,3/1/2025,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Enzyme/Deep Eutectic Solvent Enhanced Kraft Pulping to Reduce Its Carbon Intensity,Awarded,,42.263841,-85.617047,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Enzyme/Deep Eutectic Solvent Enhanced Kraft Pulping to Reduce Its Carbon Intensity,Western Michigan University,"$2,000,000 ",MI,10/1/2023,"Western Michigan University will lead a team to develop technologies that can reduce the chemical consumption and thermal energy required in conventional methods of converting wood into wood pulp—the kraft process. This technology utilizes enzymes and a deep eutectic solvent (DES) to enhance the kraft pulping process, building on a novel process design in which enzyme and DES are used together for wood delignification, applying the process on fresh woodchips, and in achieving significant delignification rate at low temperature. Creating a low-temperature process for delignification can lead to a significant reduction in fossil fuels and biomass combustion, a significant source of carbon emissions. If successful, this technology has the potential achieve a 50% reduction in carbon intensity, up to 25% reduction in energy consumption, and an increase in wood yield.",Kecheng Li,"Auburn University, North Carolina State University, University of Wisconsin-Madison, Howard University, NREL, NETL, Dow Chemical",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Filament Extension Atomization for High Solids Loading in Energy Efficient Spray Drying Systems,Active,,37.40431,-122.16727,FY 2019 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Filament Extension Atomization for High Solids Loading in Energy Efficient Spray Drying Systems,"Palo Alto Research Center, Inc.",2999817,PA,9/1/2020,"The project objective is to demonstrate the feasibility of using filament extension atomization for spray drying of dairy products; optimizing for both output and spray dried product quality. Specifically, the focus will be on spraying whey products with higher whey concentrations – by increasing the processable concentration of whey a smaller fraction of water would be removed during drying. The optimized system is expected to produce material with 40% less energy use in spray drying through a combination of decreased water content before spraying and tightened particle size distribution to eliminate large particles and reduce over drying; and a 15% energy savings for the overall whey powder production process.",David Johnson,U of Idaho; Darigold; Leprino; TetraPak US,Industrial Drying Processes,8/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Flexible Natural Gas/Hydrogen CHP System,Active,/node/4826755,40.82025,-89.56753,FY 2020 Multi-Topic FOA,Cross-Sector Technologies RD&D,Flexible Natural Gas/Hydrogen CHP System,"Caterpillar Inc.    
",4550000,"IL
",9/1/2021,"Caterpillar Inc will develop and demonstrate a 2.0 MW (electric) flexible natural gas/hydrogen combined heat and power (CHP) system. This flexible fuel genset can run anywhere from 100% hydrogen to 100% natural gas or some combination of the two different fuels. Through this demonstration, the feasibility and strengths of the technology developed will advance technology and progress in this space. We seek to evaluate the greenhouse gas emissions profile, reliability, durability, barriers to adoption, and any other gaps of a fully flexible natural gas/hydrogen CHP system.",Jaswinder Singh,"National Renewable Energy Laboratory, Linde-Praxair, District Energy - St. Paul",combined Heat and Power & District Energy,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Harnessing Microbial Batteries for Efficient, Sustainable Water Treatment and Recycling in Rural Areas",Active,,41.01176,-73.92051,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,"Harnessing Microbial Batteries for Efficient, Sustainable Water Treatment and Recycling in Rural Areas",Columbia University                  ,1867821,NY,10/1/2021,"The proejct objective is to develop and pilot improved and efficient water treatment technologies based upon the oxidation of iron to create media and the modification of contaminant redox state using heterogeneous catalysts. There are three principal objectives intended to (1) create sorption medium, and recover nutrients from the natural water;(2) improved water treatment using the composite photocatalysts to simultaneously oxidize As(III) and reduce U(UI) in contaminated wastewater and groundwater for drinking; and (3) media recycling through reductive dissolution. Research Tasks 1 through 3 (described below) map onto each of these scientific objectives (Task 1 and its subtasks are linked to objective 1 and so forth). These objectives and tasks are applicable to a variety of water contaminants common in rural areas, including, arsenic, uranium, nitrate and phosphate and others. Nitrate removal should be achieved alongside Fe oxidation in the media creation step. Arsenic, phosphate and uranium removal will be achieved by reaction with that media, although As and U removal will benefit from photocatalysts that can convert them to particle reactive forms. In addition to research papers, presentations and reports, we anticipate each objective has a technical goal that is patentable and positioned for product development with local partners. The final objective of this work is the development and completion of a pilot system. That system pilot will be conducted in the field and be the result of modular optimization of each of the prior objectives, modeling of experimental data, and testing of each modular component. Research Tasks 4 (pilot design) describes the modeling work (Task 4.1), system development (4.2) and testing (4.3) of treatment elements. Research Task 5 examines the economic and life cycle assessment of water treatment as technical developments are made under tasks 1-4.",Benjamin Bostick,"Missouri Breaks Industries Research Inc., University of Bristol, and University of Western Australia",Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Harvesting Energy from Wastewater by Converting Sewage Sludge to Renewable Natural Gas,Active,,42.28755,-71.83067,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Harvesting Energy from Wastewater by Converting Sewage Sludge to Renewable Natural Gas,Worcester Polytech          ,2000000,MA,10/1/2021,"Municipal treatment plants treat the overwhelming majority of wastewater in the U.S. Yet, wastewater treatment (WWT) remains energy intensive, consuming more than 30 TW-hr (0.1 quads) of electricity annually, and suffers from co-production of sewage sludge and/or biosolids that typically require landfill disposal. However, the energy content of water entering WWTPs is 5-times greater than the energy consumed in treatment. In addition to energy contained in organic compounds, the entering stream is rich in valuable inorganic components, specifically nitrogen and phosphorous, that are incompletely utilized. The overwhelming majority of the energy content along with much of the incoming nutrient content of wastewater is concentrated in the sludge and biosolid byproducts of WWT. This points to a clear opportunity to recover this energy and nutrient content, while simultaneously reducing the costs associated with landfilling the solid byproducts of WWT. The objective of this proposal is to establish a process for on-site recovery of the energy trapped in sewage sludge by rethinking hydrothermal gasification (HTG). For processing sewage sludge, HTG faces three major limitations: 1) it cannot handle high-solids feeds on its own, which limits thermal efficiency for non-soluble feeds such as sewage sludge, 2) the catalysts required for HTG are highly susceptible to sulfur poisoning and expensive and; 3) HTG does not maximize the value of incoming inorganic components, especially nitrogen and phosphorous. Similarly, the process must be made robust to handle changes in feed composition, since the properties of sewage sludge will vary based on location and over time. And, as a new technology, process simulation methods are required to make realistic economic and environmental projections of its performance at scale. Overcoming these limitations is the goal of this work. The project aims to address these limitations by a combination of innovative front-end processing, supercritical salt precipitation to recover nitrates and phosphates and remove sulfates from the process stream, and inexpensive and/or sulfur tolerant gasification catalysts. At the end of this project, the technology will be sufficiently de-risked for pilot-scale testing (2 dry tons per day of sewage sludge) at Genifuel’s demonstration site, located in Vancouver, CA. Data and models will be shared publicly with the National Alliance for Water Innovation (NAWI).",,"Genifuel, Central Contra Costa Sanitary District, Mainstream Engineering, American Institute of Chemical Engineers/RAPID, Syracuse University, and Pacific Northwest National Laboratory (PNNL)",Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
"High performance, high temperature materials to enable high efficiency power generation",Closed,,35.96985,-84.28638,FY 2019 Lab Call,Cross-Sector Technologies RD&D,"High performance, high temperature materials to enable high efficiency power generation",Oak Ridge National Laboratory (ORNL),2300000,TN,5/1/2019,"This project seeks to evaluate advanced materials and develop lifetime modeling tools to enable a greater than 100°C increase in gas turbine inlet temperature compared to a 2015 baseline and improve the durability and reduce maintenance costs of high temperature components in current CHP systems. The targeted components include heat exchangers, combustion liners, and hot corrosion-resistant coatings for disk applications with high sulfur opportunity fuels.",,,combined Heat and Power & District Energy,4/30/2022,,
High Power Density Magnetocaloric and Elastocaloric Systems,Active,,42.02752,-93.64205,FY 2020 Multi-Topic FOA,Cross-Sector Technologies RD&D,High Power Density Magnetocaloric and Elastocaloric Systems,"Ames Laboratory   
",3000000,IA,7/1/2019,"This project aims to drive down costs of caloric systems by increasing the power density of magnetocaloric and elastocaloric systems. In magnetocaloric systems, being able to produce increased cooling effects in a smaller magnetic field is the key to controlling costs. In elastocaloric systems, reducing the stress field to smaller values, lowers both the size and the cost of actuator(s), and extends the life of the active material. ",,N/A,Direct Thermal Energy Conversion,3/31/2023,,
High Speed Medium Voltage CHP System with Advanced Grid Support,Active,https://www.energy.gov/sites/prod/files/2020/02/f71/1911-Clemson-CHPSystem_compliant.pdf,34.6825,-82.8161,Flexible combined Heat and Power (CHP) FOA,Cross-Sector Technologies RD&D,High Speed Medium Voltage CHP System with Advanced Grid Support,"Clemson Unversity
",1499368,SC,10/1/2018,"The project goal is to develop and test a modular control system architecture to enable flexible CHP systems with advanced grid support functionality. The distributed control system architecture will enable facilities to more effectively utilize innovative power electronics equipment and controls to seamlessly interconnect CHP systems with the power grid. Additionally, the modular nature of the power converter will support voltage and power escalation without major system changes or deployment time reduction, and facilitate lower cost generation into the grid. The high-efficiency SiC-based control system will be designed to integrate with gas turbine generation systems ranging from 1 to 20 MW of power production capacity. The system will comply with the Institute of Electrical and Electronics Engineers (IEEE) P1547 standard for interconnecting distributed resources with  electric power systems, as well as the IEEE P2030.7 standard for the specification of microgrid controllers. At the end of the project, the system is also expected to be ready for UL certification.",,,combined Heat and Power & District Energy,7/31/2023,,
High-efficiency Continuous Electrolysis of Iron Ore for Carbon-Emission-Free Iron Production,Awarded,,40.749441,-111.981537,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,,"Storagenergy Technologies, Inc. ","$200,000 ",UT,7/10/2023,"This project will develop a novel electrolysis process, called Electrolysis of Fe Ore in Acidic Media (EFOAM), to continuously convert Fe ore (Fe oxide) to Fe metal and oxygen at low temperatures (25-90 C). This project has the potential to electrify the iron and steel industry. ","Zhao, Feng",,Iron- and Steel manufacturing,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
High-efficiency solid-state waste heat recovery for iron and steelmaking,Active,,37.42519,-122.01725,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,High-efficiency solid-state waste heat recovery for iron and steelmaking,"Antora Energy          
",1999974,CA,8/1/2021,"Work in Budget Period 1 will focus on developing and producing a large number of high-efficiency TPV cells, designing and modeling a 1 kW TPV module array, and setting up the processes, tools, and protocols to enable a successful in-situ high-temperature test in a TPV test platform. High-efficiency TPV cell development will culminate in the demonstration of a cell fabrication process, and characterization screening criteria, capable of producing large volumes of cells with at least 30% TPV efficiency under a thermal emitter at 1400 Â°C. Work in Budget Period 2 will focus on building and testing a 1 kW TPV module, culminating in a direct TPV measurement of the prototype under a 1400 Â°C thermal emitter, generating 1 kW of electrical power.",Brendan Kayes,"EVRAZ North American, Colorado School of Mines, ArcelorMittal USA, National Renewable Energy Laboratory",Iron and Steelmaking Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Highly-Efficient Multi-Effect Drying Systems Driven by Heat Pumps,Awarded,,38.989619,-76.945695,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Highly-Efficient Multi-Effect Drying Systems Driven by Heat Pumps,University of Maryland ,"$2,743,850 ",MD,10/1/2023,"The University of Maryland will lead efforts to eliminate the use of fossil fuels or biomass waste for energy by developing a multi-effect drying system that creates a closed circuit in which the same energy can be used several times to heat the air for the drying process. This technology could allow the waste to be used as a feedstock for chemical production or a fuel source for other facilities, lowering the amount of primary energy needed and thus raising energy efficiency. The technology is driven by an electric heat pump using low global-warming potential (GWP) refrigerant expected to reduce energy consumption and CO2 emissions by over 70% compared to fuel-burning kilns used in the wood products industry. When using a zero-carbon source of electricity, industrial heat pumps offer a pathway to eliminate fossil fuel combustion for heat across many industrial applications. ",Michael Ohadi,"University of the District Columbia, Nyle Dry Kilns",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
HPC Simulations to Optimize the Storage of Flame-/Carbon-Free Heat and the Delivery of that Heat to Warm Mix and Hot Mix Asphalt Plants,Awarded,,37.50978,-121.63887,HPC Fall 2022,Energy- and Emissions-Intensive Industries,,Vulcan Materials,"$300,000 ",CA,8/1/2023,"Vulcan Materials and Lawrence Livermore National Laboratory will collaborate to electrify heating in asphalt mixing production to reduce carbon intensity, improve production quality, and reduce environmental emissions.
Optimizing the heating process and removing carbon-based fuel combustion as a heat source will result in an annual national energy savings of 26 million gigajoules per year and reduce emitted CO2 by 8 million metric tons per year.","Timothy Reed, James Wilson",Lawrence Livermore National Laboratory,,1/28/2024,,https://www.energy.gov/eere/ammto/high-performance-computing-energy-innovation-fy22-selected-projects
Hydrogen Combustion NOx Control for C200 Engine,Awarded,,34.19609,-118.49237,HPC Fall 2022,Cross-Sector Technologies,,Capstone Green Energy,"$300,000 ",CA,8/1/2023,"Capstone Green Energy will leverage the expertise and HPC capabilities at Argonne National Laboratory to optimize injector design and operation to decarbonize a microturbine firing 100% H2, potentially resulting in CO2 reduction of 3.5M tons a year.",Don Ayers,Argonne National Laboratory,,1/28/2024,,https://www.energy.gov/eere/ammto/high-performance-computing-energy-innovation-fy22-selected-projects
Hydrogen-Electric Smelting Reduction for Green Iron and Steel Production,Awarded,,25.963264,-97.550453,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Hydrogen-Electric Smelting Reduction for Green Iron and Steel Production,"Hertha Metals, Inc.","$1,651,316 ",TX,10/1/2023,"Hertha Metals will lead efforts to develop a low-carbon steel production technology to convert low grades of direct shipping iron ores into high-purity iron and steel products. In this project, electricity rather than fossil fuels is the main source of heat, and hydrogen is used instead of carbon to reduce iron ore into feedstock iron. Innovations are founded on a pyrometallurgical process that harnesses iron ore reduction in the liquid phase, allowing for production of high-purity metallic iron. The Hertha process optimizes key materials that will have a direct impact on furnace throughput and operational costs and reduce costs of hot metal production.",Laureen Meroueh,Idaho National Laboratory,Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
