title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
"Binder Jet Additive Manufacturing of Novel Design, High Temperature, Ceramic Heat Exchangers",Active,,40.31673,-79.7242,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,"Binder Jet Additive Manufacturing of Novel Design, High Temperature, Ceramic Heat Exchangers",The ExOne Company,2409993,OH,9/1/2020,"Budget Period #1 - Concept Refinement & Development will seek to: â€¢ Establish fluid flow, heat transfer, and mechanical stress simulations, as well as establish a baseline Triply Periodic Minimal Surfaces (TPMS) Heat Exchanger. â€¢ Down select material and processing methods for three different ceramic materials based on material characterization testing results. â€¢ Establish Additive Manufacturing and post-process densification methods for material candidates. Budget Period #2 â€“ Subscale Development will seek to: â€¢ Calibrate models to measured material properties and validate models on subscale test elements â€¢ Down select material and processing methods to one ceramic material based on material properties, manufacturing scalability, and subscale component testing. â€¢ Scale up Additive Manufacturing and post-process densification methods for material candidates. Budget Period #3 â€“ Full Scale Development will seek to: â€¢ Specify updated TPMS heat exchanger design with simulated performance meeting targets and deliver final design files for manufacturing. â€¢ Additively Manufacture and Post-Process a prototype TPMS ceramic heat exchanger ",Benjamin Groth,,Materials for Harsh Service Conditions,2/28/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Enabling Advanced Electrode Architecture through Printing Technique,Active,,42.26511,-85.61897,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Enabling Advanced Electrode Architecture through Printing Technique,Western Michigan University                   ,8596965,MI,9/1/2020,"Funding was awarded to Western Michigan University for the research and development of a novel printing process for high volume electrode production with controlled electrode architecture. This technology would be used to enable manufacturing lithium ion batteries (LIBs) with fast charging capability, while maintaining the cost competitiveness and required energy density.
",Dr. Qingliu Wu,Argonne National Laboratory (2.1.0.420); UNC Charlotte; Northeastern University; Nanoramic Laboratories; Safesense Technologies,Battery Energy Storage,11/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
High Throughput Screening of Ultra-Thin Electrocaloric Materials Enabled by Additive Manufacturing,Completed,,41.80704,-72.25167,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,High Throughput Screening of Ultra-Thin Electrocaloric Materials Enabled by Additive Manufacturing,University of Connecticut,500000,CT,10/1/2020,"The project seeks to create next generation electrocaloric (EC) composites, dielectric materials that respond to an applied electric field with giant reversible temperature change to enable cost-effective manufacturing of lightweight, energy efficient and environmentally friendly replacements for vapor compression (VC) cooling technology. This research will inform applications where a premium is placed on small, lightweight, low-noise, more easily controlled cooling technologies.",Jeffrey McCutcheon,UTRC,Advanced Energy Conversion and Storage Materials ,12/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
High Throughput Solvent-free Manufacturing of Battery Electrodes,Active,,42.22341,-83.72917,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,High Throughput Solvent-free Manufacturing of Battery Electrodes,"Navitas Advance Solutions Group, LLC                   ",4034440,MI,6/30/2020,"This project will develop and demonstrate advanced lithium ion battery electrode manufacturing technology. Proposed project activities include the design, development, fabrication of lithium-ion battery electrodes through advanced dry process using twin screw extruder. A twin screw extruder would be set up in Navitas research and development facility in Ann Arbor, Michigan, Design, development, and fabrication of electrodes would occur at this facility. The design, development of various components, such as binders, carbon additives will be performed at project partners’ sites. ",Jian Dong,Cabot; Arkema; Oak Ridge National Laboratory (2.1.0.404); University of Tenn. Knoxville,Battery Energy Storage,12/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
High-Manufacturability 13.8 kV Grid-Interface Power Conditioning Converter with MVAC and MVDC Ports for Flexible Manufacturing Plants,Active,,37.2286,-80.4149,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,High-Manufacturability 13.8 kV Grid-Interface Power Conditioning Converter with MVAC and MVDC Ports for Flexible Manufacturing Plants,Virginia Polytechnic Institute and State University,3999155,VA,9/1/2020,"This project will design and build a power conditioning system (PCS) converter with Silicon Carbide (SiC)-based medium voltage power conversion technology. The PCS converter would have a three-phase operation and would focus on building efficiencies under nominal power conditions, and demonstrate compliance with the Institute of Electrical and Electronics Engineers codes. Modeling and simulations would assess anticipated performance. Cybersecurity would be evaluated to identify vulnerabilities and threats, and to develop mitigation and counter-measures. ",Dr. Rolando Burgos,Siemens Corp.,MV Power Conditioning Systems,6/30/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Innovative design and manufacturing of 2.5D battery with high energy and power density,Completed,,34.07104,-118.44324,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Innovative design and manufacturing of 2.5D battery with high energy and power density,University of California: Los Angeles,200000,CA,6/1/2020,"The primary goal of this project is to develop cathode inks which can be applied to additive manufacturing (AM) methods that lead to low-cost, fast manufacturing processes for a new type of non-planar, 2.5D lithium-ion battery (LIB). The development of cathode inks represents the key technological task in this program as it enables us to evaluate two AM platforms in regard to the twin objectives of achieving high performance batteries and facile manufacturing. The cathode inks to be developed comprise three essential constituents: the electrochemically active material which undergoes redox reactions that store energy (LiFePO4); a conductive additive which increases electronic conductivity of the electrode and enhances charge-transfer reactions (a carbon-based material) and a polymer binder which ensures that the components are in good contact with each other. The research on inks focuses on the proper mixture of these constituents so that the printed electrode possesses the desired electrochemical properties. Thus, a fourth important aspect of the proposed work is the solvent phase of the ingredients that enables the ink to be printed by the additive manufacturing fabrication process. Both direct ink writing (DIW) and templating, the AM platforms in this program, rely on the development of electrochemical inks. These platforms have been shown to be successful methods for depositing electrochemical energy storage materials for traditional Li-ion batteries; they will now be applied to the three-dimensional (3D) array electrode configuration which forms the basis for the 2.5D battery. We are also attracted to these two platforms because of the prospect of achieving high volume, rapid production that requires relatively little capital equipment costs. In this way, the platforms avoid costly manufacturing limitations of micro-fabrication methods used in constructing the first generation 2.5D battery. Since different additive manufacturing techniques require different ink properties, two inks will be developed in parallel, one designed for direct ink writing (DIW) and one designed for templating methods. The principal outcomes of the program are to develop cathode inks, electrode arrays and other basic components of the 2.5D battery, assemble it into the desired battery architecture and determine its performance. This will be accomplished through the three interrelated tasks: (1) cathode ink development; (2) 3D printing of electrode structures; (3) 2.5D battery fabrication and testing. The principal objective for Budget Period 1 is to develop cathode inks which possess electrochemical properties appropriate for LIBs and are compatible with AM processing methods. Work in Budget Period 2 builds off BP1 by using the inks to fabricate 3D cathode arrays and to assemble and evaluate a 2.5D battery that incorporates the 3D cathode array.",Bruce Dunn ,LLNL (2.1.0.406),Battery Energy Storage,8/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Machine Learning Accelerated Process Development for Scalable Manufacturing of Silica-based Glass Encapsulated Phase Change Materials Using Flow Mold Casting,Active,,42.12251,-72.51152,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Machine Learning Accelerated Process Development for Scalable Manufacturing of Silica-based Glass Encapsulated Phase Change Materials Using Flow Mold Casting,Western New England University,498159,MA,6/1/2020,"This project will focus on research and development for the design, fabrication, and laboratory testing of silica-based glass encapsulated phase change materials for thermal energy storage. The project will begin with the development of High Throughput Experimental Methods (HTEM) with data management solutions, Flow Mold Casting (FMC) of silica-based glass coated microwire feedstocks, and the development of a machine learning (ML) algorithm. Next, it will focus on the implementation of the ML accelerated process development method for FMC of phase change materials.",Jingzhou Zhao,University of Dayton,Advanced Energy Conversion and Storage Materials ,5/31/2023,,
Machine Learning Enhanced Development of Functionally Graded Materials Enabled by Directed Energy Deposition,Active,,42.90758,-78.81913,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Machine Learning Enhanced Development of Functionally Graded Materials Enabled by Directed Energy Deposition,"Edison Welding Institute, Inc. (EWI)",3940240,NY,9/1/2020,"Funding was awarded toEdison Welding Institute (EWI) to develop a novel manufacturing process utilizing functionally graded materials (FGMs), or materials with a gradually changing composition and structure, produced through an additive manufacturing technique.
",Dr. Alex Kitt,,Materials for Harsh Service Conditions,2/28/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Machine learning for optimizing the manufacture and operation of intermediate temperature fuel cells,Completed,,30.41183,-91.18591,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Machine learning for optimizing the manufacture and operation of intermediate temperature fuel cells,Louisiana State University ,498163,LA,6/1/2020,"The overall project goal is to develop machine learning and artificial intelligence (ML/AI) methodologies for guiding and accelerating the materials design and processing of new high temperature proton conducing electrode ionomer binders and reinforced membranes that i.) improve intermediate temperature proton exchange membrane fuel cell (IT-PEMFC) efficiency to > 50%, with H2/air power density of 0.5 W cm-2 while also ii.) retaining 80% of the IT-PEMFC's performance (e.g., peak power density) and membrane properties (area-specific resistance (ASR) and H2 crossover) after accelerated stress tests (e.g., holding the cell at open-circuit voltage for 300 hours at 220 Â°C).",Jose Romagnoli,Xergy,Advanced Energy Conversion and Storage Materials ,8/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Machine-Learned Processing Pathways for Solid State Electrolytes,Active,,42.3644,-71.1012,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Machine-Learned Processing Pathways for Solid State Electrolytes,Massachusetts Institute of Technology,2588021,MA,9/1/2020,"This project will accelerate the design, screening, and processing of solid-state electrolytes for lithium-ion batteries. Project activities at various laboratories on the MIT campus would include computational activities for text and data mining, molecule design, design optimization work, and development of ceramic solid-state electrolytes and solid state batteries. Additional work at Pacific Northwest National Laboratory would include the preparation of electrode and electrolyte materials along with coin cells and pouch cells. ",Elsa Olivetti,PNNL (2.1.0.401),Advanced Energy Conversion and Storage Materials ,8/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Manufacturing of Al-Ce/metal-matrix-composites (MMC) Alloys for Harsh Environments,Completed,,42.02752,-93.64205,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Manufacturing of Al-Ce/metal-matrix-composites (MMC) Alloys for Harsh Environments,Ames Laboratory,3940000,IA,10/1/2020,"Recent work through the Critical Materials Institute, an EERE/AMO-funded Innovation Hub, has led to the development of Al-Ce alloys that exhibit an excellent combination of processing flexibility, thermal stability and corrosion resistance. The alloy’s high resistance to degradation in harsh service conditions and its processing flexibility will enable incorporation into a diverse set of harsh environment applications. By leveraging the expertise and capabilities of four National Laboratories and multiple industrial partners, we will demonstrate the synthesis and flexible fabrication of innovative metal-matrix-composites (MMC) using new advanced Al-Ce alloys for key energy technologies where improved tolerance to harsh environments is necessary.",,Oak Ridge National Laboratory (2.1.0.414); INL (2.1.0.415); NETL; Carpenter Tech; Holtec     ,Materials for Harsh Service Conditions,10/1/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Manufacturing of Fabric Electrodes using a High-Throughput Screening Platform for Redox Flow Batteries,Active,,42.64928,-71.34636,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Manufacturing of Fabric Electrodes using a High-Throughput Screening Platform for Redox Flow Batteries,University of Massachusetts Lowell,500000,MA,8/1/2020,The 4 primary tasks within this project have several SMART Milestones and Go/No-Go decision points that assess whether continued efforts should be expended. The expected end results of the project for each task are as follows: â€¢ Task#1 (structure-property-performance linkages) will provide a database for use in the machine-learning-based optimization tool in Task#2 â€¢ Task#2 (machine-learning-based screening tool) will develop a smart optimization tool will help generate a statics-based plan that can be used to virtually design carbon fabric electrodes based on the identified performance-critical physicochemical and mechanical properties. â€¢ Task#3 (fabric electrode manufacturing) will result in the fabrication of electrode materials that have hierarchical structures and possess high electrochemical activity. â€¢ Task#4 (ex-situ and operando identification of performance metrics) of the optimized fabric electrode) will characterize the performance of the optimized fabric electrodes manufactured in Task#3. ,Ertan Agar,AvCarb Material Solutions,Advanced Energy Conversion and Storage Materials ,10/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
"Megawatt Class, High-Voltage SiC Power Electronics Converters for Advanced Manufacturing with Grid Support Services",Active,,35.46232,-82.57576,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,"Megawatt Class, High-Voltage SiC Power Electronics Converters for Advanced Manufacturing with Grid Support Services",Eaton Corporation                    ,4000000,NC,10/1/2020,"Funding was provided to the Eaton Corporation for the design, fabrication and testing of a megawatt-class, high-voltage silicon carbide power electronics converter with grid support services. Cybersecurity protocols would be evaluated and incorporated into the design efforts. ",Geraldo Nojima,"North Carolina State University (NC), Broadcom (CA), PWP Lab Sistemas, Carnegie Mellon (PA)",MV Power Conditioning Systems,9/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
New Materials and an Efficient Processing Approach for Materials for Harsh Environments - Advanced Fabrication and Joining of High Performance Materials,Completed,,43.4667,-112.0335,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,New Materials and an Efficient Processing Approach for Materials for Harsh Environments - Advanced Fabrication and Joining of High Performance Materials,INL                          ,3100000,ID,7/1/2020,"This project will seek to develop a fast, roll-to-roll based manufacturing approach utilizing electric field assisted sintering (EFAS). Conventional sintering usually requires hours at high temperature and consumes excessive energy. Laboratory experiments have shown that application of an electric current/field directly to parts during sintering can reduce sintering time from hours to minutes and also dramatically reduce the energy required for sintering, but the current state-of-the-art in EFAS is limited in scale and rapidity. The team will aim to achieve greater than 95% energy savings and 200x rate enhancements over the already energy efficient EFAS techniques.",,"Oak Ridge National Laboratory; ALD NanoSolutions; Continuous Composites; U of LA, Lafayette; ISU",Materials for Harsh Service Conditions,7/1/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Novel ceramic capacitors with ultrahigh energy density and efficiency,Active,,42.02752,-93.64205,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Novel ceramic capacitors with ultrahigh energy density and efficiency,Iowa State University,1995900,IA,7/1/2020,"The objectives are: (i) Utilize an integrated, high-throughput DFT predictive technique and machine-learning (ML) algorithm to accelerate design and discovery of novel AFE oxides in Budget Period 1 (BP1); (ii) Down-select materials systems using high-throughput experimental synthesis and develop bulk AFE ceramics with the desired lattice-compatibility in Budget Period 2 (BP2); and (iii) Demonstrate AFE capacitors that have nearly zero âˆ†E hysteresis, exceptionally high charge-discharge efficiency, and significantly improved cyclability (up to 108 cycles) in Budget Period 3 (BP3). The expected outcomes of the proposed project are: â€¢ A powerful material development methodology featured with DFT theory-guided and ML-assisted rapid materials design, validated by high-throughput experimental synthesis and screening, and â€¢ A high-temperature AFE capacitor with >3.0 J/cm3 energy density, 98% charge-discharge energy efficiency, and up to 108 cycles charge-discharge lifetime. At the conclusion of the project, the ceramic capacitor developed will reach TRL 4-5. ",Xiaoli Tan,,Advanced Energy Conversion and Storage Materials ,6/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Novel High Resolution High Temperature In-Line Sensors for Steel Manufacturing,Active,,37.95474,-91.7741,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Novel High Resolution High Temperature In-Line Sensors for Steel Manufacturing,Missouri University of Science and Technology,1607992,MO,10/1/2020,"Funding was awarded to the Missouri University of Science and Technology to develop a prototype fiber optic based sensor that can function directly in the extreme conditions of the steelmaking production environment. This device would sense temperature and chemistry changes in the steelmaking process to aid in the improved safety, energy efficiency, production, quality, and yield of steelmaking plants.",Dr. Ronald Oâ€™Malley,,Materials for Harsh Service Conditions,12/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Novel Hot Gas Path Components for Gas Turbine Engines Enabled by Materials and AM Process Development,Active,,35.96985,-84.28638,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Novel Hot Gas Path Components for Gas Turbine Engines Enabled by Materials and AM Process Development,Oak Ridge National Laboratory (ORNL),3200000,TN,7/1/2020,"Oak Ridge National Laboratory (ORNL), University of California-Santa Barbara (UCSB), The Pennsylvania State University (PSU) and Solar Turbines (Solar) seeks to enhance the performance of gas turbine engines used for combined heat and power (CHP) applications through the introduction of novel hot gas path components (tip shroud and nozzle segments) that have advanced materials and enhanced cooling features that can only be fabricated through additive manufacturing (AM). The proposed effort dovetails with an existing effort funded by Solar Turbines at Penn State to develop a new cooling design for the tip shroud, also referred to as the Tip Shoe. The proposed effort for this DOE EERE project, however, is distinctly different from that of the existing Solar project because the focus of the DOE EERE proposal is to develop new materials and new manufacturing processes that will further advance the state of the art cooling methods for the tip shroud. Advances in both high temperature materials, developed by UCSB, and new advanced manufacturing methods, developed by ORNL, result in opportunities for further evolving new cooling designs that need to be evaluated with regards to the heat transfer and pressure loss performance. Penn State’s responsibility in this team effort is to develop new cooling technologies and then evaluate the heat transfer and pressure loss on new cooling designs using advanced materials and processes.",,"University of California, Santa Barbara; Pennsylvania State University; Solar Turbines Inc.",Materials for Harsh Service Conditions,9/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Optimizing Additive Manufacturing of Thermoelectric Materials using Bayesian Optimization-Enhanced Transfer Learning,Active,,41.70431,-86.24779,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Optimizing Additive Manufacturing of Thermoelectric Materials using Bayesian Optimization-Enhanced Transfer Learning,University of Notre Dame,1640000,IN,9/1/2020,"Combining Bayesian Optimization and Transfer Learning to actively optimize the printing and sintering of thermoelectric thin films for waste heat harvesting and energy efficiency improvement, contributing to the control of climate change.",Tengfei Luo,INL (2.1.0.402),Advanced Energy Conversion and Storage Materials ,11/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Oxide Electronic Devices for Extreme Operating Environments,Active,https://www.nrel.gov/manufacturing/oxide-devices.html,39.71402,-105.2441,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Oxide Electronic Devices for Extreme Operating Environments,NREL,3400000,CO,7/1/2020,"NREL is working to demonstrate oxide electronic devices suitable for extreme operating environments, including high temperatures, corrosive atmospheres, and mechanical stresses. To achieve this goal, the project team is working to Improve manufacturing of gallium oxide single-crystal wafers, fabricate oxide semiconductors devices and sensors, and Evaluate the device performance and reliability under extreme conditions. This has the potential to lead to lower costs, better performance, higher energy efficiency, and increased reliability.",,Saint-Gobain Crystals; CO School of Mines,Materials for Harsh Service Conditions,9/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Predicting durability of manufactured turbine components under high-temperature operation,Completed,,37.50978,-121.63887,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Predicting durability of manufactured turbine components under high-temperature operation,LLNL (2.1.0.20),499987,CA,10/19/2020,"Achieving higher efficiencies in gas-turbine power generation requires higher operating temperature and pressure, which increases the susceptibility of boiler-component metal alloys to hot corrosion. Therefore, there is a need to incorporate high-temperature superalloys into design. This project aims to demonstrate an integrated computational-experimental concept for identifying and controlling oxide features that influence hot corrosion attack on nickel-based alloys. Specifically, we will systematically investigate how varying surface oxide microstructures and chemical compositions impacts performance. By combining physics-based simulations of key descriptors with controlled experiments and data analytics, the oxide features will be connected with durability trends. The resulting models will then be used to optimize conditions to improve alloy lifetime.",,UTRC,Materials for Harsh Service Conditions,9/30/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Protective Coatings that Manufacture Themselves for High Performance Applications,Completed,,39.27845,-76.53423,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Protective Coatings that Manufacture Themselves for High Performance Applications,"Pixelligent Technologies, LLC                              ",1161843,MD,6/1/2020,"Funding was awarded Pixelligent Technologies, LLC for the research and development of nanocrystal-enhanced film forming lubricants. These would be used to reduce wear on contact surfaces in machinery, and improve the energy efficiency where nanocrystal film-forming lubricants are applied. Work includes the development of a nanocrystal film-forming additive combination based on Zirconium dioxide (ZrO2) to make a lubricant. The tribological properties would be validated through testing of the lubricant’s performance and the protective film-forming characteristics. The optimized nanocrystal film-forming additive combination would be used to create two nanocrystal film-forming lubricants. These nanocrystal film-forming lubricants would be tested as a wind turbine gearbox lubricant. In order to replicate the conditions experienced in wind turbine gearbox bearing and gear components, benchtop test rigs, mini-traction machines, and 4 ball lubricant testers would be used. ",Robert Wiacek,ExxonMobil,Materials for Harsh Service Conditions,8/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Rapid Bayesian High Entropy Alloy Designs Fabricated via Wire Arc Additive Manufacturing,Completed,,47.11068,-88.58301,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Rapid Bayesian High Entropy Alloy Designs Fabricated via Wire Arc Additive Manufacturing,Michigan Technological University,500000,MI,7/1/2020,"Funding was awarded to develop processes that rapidly screen and test novel alloy materials for use in high temperature systems (e.g. power generation applications). MTU will develop machine learning algorithms to aid in the optimization of alloy design. Wire Arc Additive Manufacturing (WAAM) and rapid characterization techniques would then be applied to the fabrication process. Laboratory-scale alloy samples would be produced and characterized via this methodology. Work activities include material characterization, cost modeling, computer analysis/programming sample coupon production via the WAAM technique, performance testing, and alloy screening/down-selection. Activities to be performed would include material characterization of down-selected alloys, fabrication of larger-scale test articles (via WAAM, induction melting, casting and forging), and performance testing (e.g. hot tensile, creep rupture, and corrosion resistance). ",Paul Sanders,,Materials for Harsh Service Conditions,12/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Reducing the Cost and Energy of Lithium-ion Battery Manufacturing using High Throughput Atomic Layer Deposition Processes,Active,,39.95701,-105.15776,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Reducing the Cost and Energy of Lithium-ion Battery Manufacturing using High Throughput Atomic Layer Deposition Processes,Forge Nano,3526584,CA,7/15/2020,End of Project Goal: The proposed research will produce a geometrically stable atomic layer deposition (ALD)-enabled separator with scaled manufacturing cost of less than $0.06/m2 that will immediately enable safe and stable operation (>500 cycles) of high-nickel nickel-manganese-cobalt-oxide cathode and graphite anode (High-Ni NMC/G) cells at 4.6V and 6C/1C charge/discharge rates.,Arrelaine Dameron,Oak Ridge National Laboratory (2.1.0.95),Battery Energy Storage,1/31/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Roll-to Roll Manufacturing of Low cost and Safer Lithium Ion Batteries,Active,,40.09287,-75.39437,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Roll-to Roll Manufacturing of Low cost and Safer Lithium Ion Batteries,Arkema Inc.,3937888,PA,10/1/2020,"The objective of this proposal is to develop and demonstrate at pilot-scale, a novel low-cost all water-based (WB) lithium-ion battery (LIB) fabrication process that replaces the current polyolefin Free Standing Separator (FSS) with a novel Composite In-situ Separator (CIS).",Ramin Amin-Sanayei,Cabot; Oak Ridge National Laboratory (2.1.0.403); A123 Systems,Battery Energy Storage,3/31/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Scalable Ceramic ALignment for Electro-active Structures (SCALES),Completed,,37.40431,-122.16727,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Scalable Ceramic ALignment for Electro-active Structures (SCALES),"Palo Alto Research Center, Inc. (PARC)",499977,CA,8/1/2020,The Scalable Ceramic ALignment for Electro-active Structures (SCALES) project will develop a machine learning (ML) approach informed by high throughput (HT) experimentation to optimize manufacturing process parameters and accelerate the development of commercially viable lead-free piezoceramics. The outcome of the project will be the demonstration of process optimization of a high performance BaTiO3 (BT) based piezoceramic material via the proposed ML algorithm trained on HT experimental data by 26 months from the project start,Dr. Clinton Morris,San Jose State University,Advanced Energy Conversion and Storage Materials ,1/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
SiC Based Modular Transformer-less MW-Scale Power Conditioning System and Control for Flexible Manufacturing Plants,Active,,35.9609,-83.9206,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,SiC Based Modular Transformer-less MW-Scale Power Conditioning System and Control for Flexible Manufacturing Plants,University of Tennessee: Knoxville             ,3506545,TN,10/1/2020,"This technology will advance the state-of-art in two key ways. For power electronics, current silicon technology is mature, but cannot provide a cost effective solution with grid support capabilities. This project will utilize more advanced SiC technology and focus on developing system level benefits. For the control system, the project will develop a low-cost controller for flexible CHP systems that considers different fuels and operating modes, which will allow flexible operation and easy deployment.",Dr. Fred Wang,Oak Ridge National Laboratory (2.1.0.423); General Electric; Chattanooga Electric Power Board                  ,MV Power Conditioning Systems,6/30/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Single-step additive manufacturing of thermoelectric devices guided by machine learning and high throughput characterization,Completed,,38.03705,-78.51795,FY 2019 Multi-Topic FOA,Energy Technology Manufacturing RD&D,Single-step additive manufacturing of thermoelectric devices guided by machine learning and high throughput characterization,University of Virginia             ,500000,VA,6/1/2020,"The objective of this project is to create a single-step additive manufacturing (AM) technique for fabricating high-performance thermoelectric devices with over 40% increased efficiency and 20% cost reduction. The fabrication technique is guided by machine learning and high throughput experimentation to greatly accelerate its development. The efficiency improvement is achieved with non-standard and complex device geometries which decouple the thermal and electrical resistances and conform to application-specific requirements. The cost reduction is achieved by reducing materials waste during fabrication of up to 30%. We will measure the thermoelectric performance (Seebeck coefficient, thermal conductivity, and electrical conductivity) of units made with the AM process and compare them to the performance of conventional modules. Test results will be independently verified by two testing houses. Additionally, the project produces a machine-learning protocol for rapid discovery of optimal additive manufacturing processing parameters for a broad range of different energy conversion and storage materials. ",Dr. Ji Ma,George Washington University; NIST,Advanced Energy Conversion and Storage Materials ,11/30/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Synergistic Coating and Fe-Ni-Cr-Alloy Development for Harsh Environments,Completed,,37.39631,-121.9614,FY 2019 Multi-Topic FOA,Next Generation Materials & Processes RD&D,Synergistic Coating and Fe-Ni-Cr-Alloy Development for Harsh Environments,"Applied Materials, Inc.",500000,CA,6/1/2020,"In this project, Applied Materials (AMAT) & Oak Ridge National Labs (ORNL) proposed to develop alloy-coating systems that use highly conformal, low lifecycle cost, and durable barrier coatings for harsh environments. These material systems were expected to have a unique and superior combination of high temperature mechanical properties and oxidation resistance for use in corrosive, high temperature, harsh environments. In this Tier 1 program, we propose d to advance the TRL of these coatings from TRL 2 to TRL 3 with lab-based testing and simulations.",Dr. David Britz,Oak Ridge National Laboratory (2.1.0.311),Materials for Harsh Service Conditions,1/31/2022,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
