Program,Activity,Presenting Organization,Project Title,URL,Text
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,"Fuel Cell Cooling, Heating, and Power (CHP)",http://energy.gov/eere/buildings/downloads/fuel-cell-combined-cooling-heating-and-power,"<p><b>Weighted Average:</b> 2.96<span style='padding-left:1em'></span><b># of Reviewers:</b> 6</p><p><b>Approach:</b> 2.60<span style='padding-left:1em'></span><b>Impact:</b> 3.00<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.40<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers expressed general concern with this project’s approach, finding it only vaguely described, with two reviewers commenting that the project’s plan and direction were unclear. All reviewers noted that the strongest aspects of the project were its ability of generate electricity and cooling using one source of fuel, while lowering costs and reducing harmful working fluids. One reviewer warned, however, that the approach should not be dependent on fuel cells—as fuel cells only have a 2-3 year stack life—instead recommending a focus on microturbines. One reviewer suggested that the team investigate the effect of the project’s liquid desiccant’s on health and fire risks, as this could be a potential publicity nightmare, while another reviewer stressed the importance of investigating a lower cost liquid desiccant.</p>
<p>Overall, reviewers found it difficult to determine the progress of the project based on the Peer Review presentation. Based on the presentation, however, most of the reviewers agreed that the project appeared to be on schedule to meet projects goals. Furthermore, reviewers generally agreed that, if the project were successful, it would have a significant impact in displacing global-warming-potential refrigerants, help flatten the electricity demand curve, and minimize the use of natural gas for power. Two reviewers were hesitant that the project would mature to completion and have an impact, however, noting that the milestones identified in the project are focused on monitoring the dehumidification performance of the system and performing modeling.</p>
<p>One reviewer commented that the project’s collaborative efforts were not clear, and two reviewers had trouble identifying the specific role played by ORNL in the project. However, several reviewers applauded the project’s three major partners, as well as the existence of a CRADA.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Validate Performance of Existing Pre-Commercial Gas-Fired Equipment,https://www.energy.gov/eere/buildings/downloads/2018-bto-peer-review-validate-performance-existing-pre-commercial-gas-fired,"<p><b>Weighted Average:</b> 2.90<span style='padding-left:1em'></span><b># of Reviewers:</b> 6</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 2.83<span style='padding-left:1em'></span><b>Progress:</b> 2.50</p><p><b> Collaboration & Coordination:</b> 3.17<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.83</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>All but one reviewer found this project’s approach—supporting technology commercialization through third-party testing of a new product—to be appropriate. One reviewer emphasized the value of objectively testing newer technologies to validate performance claims, though a different reviewer questioned if project this was an appropriate use of government funding, as it could demonstrate bias toward a specific company. A majority of the reviewers remarked that this project could open the market for absorption-based heat pumps by providing data independent of manufacturers’ performance claims, thereby reducing building energy use intensity by accelerating the commercialization and market-availability of high-performance building technologies. One reviewer, however, highlighted that the selected technology still had a number of technical issues requiring cost-effective resolutions prior to performance evaluation for market introduction and impact assessment.</p>
<p>Most reviewers were satisfied with the project’s progress to date, commenting that there was no reason to believe that it was not on track to hit key milestones. One reviewer cautioned that the project was still in an early phase, however, while another expressed confusion about the timeline, acknowledging that this confusion could be a result of typos in the Peer Review presentation. Almost all reviewers found the project’s remaining work—consisting primarily of the actual performance testing—to be appropriate. However, one reviewer did note that performance testing was dependent on receipt of a working prototype, which remained uncertain at the time of the Peer Review.</p>
<p>In terms of the project’s collaboration and coordination with partners, some reviewers found the project’s partnerships to be strategic, serving to efficiently minimize duplicative work. One reviewer, however, commented that project partners were limited to primarily serving as sources of information, and expressed that partners’ practical expertise could have been better applied to the preliminary cost-benefit evaluation for technology down-selection. Reviewers also noted that collaborative and down-selection processes did not allow more than one manufacturer or technology to be selected for validation and benchmarking, which could have helped mitigate the risk of one product underperforming. Two reviewers remarked that the project would benefit from stronger strategic partners and more manufacturers and products per data point.</p>
<p>Most reviewers commented that the key project strength was promoting technology commercialization through independent evaluation of the newly developed gas-fired heat pump technology. As the project moves forward, however, reviewers offered a number of recommendations, including identifying other products to test, harmonizing with U.S. testing standards, engaging with more partners and coordinating the evaluation with them, and working with a certification partner to assess performance, safety, and design deficiencies in selected technologies.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Residential Gas-fired Cost-effective Triple-state Sorption Heat Pump,http://www.energy.gov/eere/buildings/downloads/residential-gas-fired-cost-effective-triple-state-sorption-heat-pump,"<p><b>Weighted Average:</b> 3.34<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.40<span style='padding-left:1em'></span><b>Impact:</b> 2.80<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 4.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.40</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally found this project’s approach to be appropriate for developing an innovative heating and cooling technology that mitigates many of the difficulties with ammonia absorption by removing many moving parts. Three reviewers applauded the project’s creativity in overcoming some implementation difficulties associated with gas-fired heat pumps, while another saw this project as a promising step towards the use of natural gas as a transitional fuel before converting to renewables. Given the project’s thermodynamic complexities, however, one reviewer questioned how challenging it will be to optimize the system to meet efficiency goals. One reviewer highlighted that, while the system’s vessels are hermetically sealed, an ammonia leak still posed a risk, while other reviewers also expressed concern with the use of an extremely toxic working fluid. To address this concern, reviewers suggested investigating another potential working fluid.</p>
<p>Although most of the reviewers noted that this technology could perform with a competitive seasonal COP, two reviewers flagged that its use of ammonia in residential applications would limit its market acceptance. One reviewer described that the project’s impact may also be limited by the use of a secondary loop in applications currently using direct expansion (DX).</p>
<p>Reviewers found strong collaboration with partners, including relevant industry, commercialization, and academic partners. Similarly, reviewers agreed that the project was making good process according to its project milestones, particularly on the breadboard design. Overall, reviewers found the remaining project work to also be on track, thought one reviewer warned that industry partner’s use of a stage gate process while making commercialization determinations may cause a schedule slip.</p>"
Emerging Technologies,R&D - Sensors & Controls,Lawrence Berkeley National Laboratory,CERC: Direct Current (DC) Buildings & Smart Grid,https://www.energy.gov/eere/buildings/downloads/direct-current-dc-buildings-and-smart-grid,"<p><b>Weighted Average:</b> 3.62<span style='padding-left:1em'></span><b># of Reviewers:</b> 3</p><p><b>Approach:</b> 3.67<span style='padding-left:1em'></span><b>Impact:</b> 3.67<span style='padding-left:1em'></span><b>Progress:</b> 3.67</p><p><b> Collaboration & Coordination:</b> 3.67<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.33</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Overall, reviewers agreed that this project’s approach of validating energy savings models of direct current (DC) power distribution in buildings and developing new digital controls to manage this distribution is good. Specifically, reviewers noted that the techno-economic analysis will be useful in driving adoption of DC-based technologies by quantifying and validating cost savings. One reviewer, however, commented that it was unclear whether the team has considered the full cost of the technology (i.e. capital costs for installation, operation, and maintenance), which could push the system’s payback period beyond one year (i.e. BTO’s goal). Another reviewer also highlighted that the project’s modeling is based on an all-DC-buildings scenario, which the reviewer described as unlikely in the near term.</p>
<p>One reviewer commented that the project scope is limited to mid-sized commercial and residential buildings.  Another reviewer remarked that it could be interesting to first assess the feasibility of DC power in the residential sector before transitioning to commercial buildings. Because there may not be DC alternatives for some commercial applications, one reviewer suggested also modeling hybrid DC/AC applications. One reviewer recommended that the project team conduct more field tests, while another reviewer raised concerns about the reliance on mostly Chinese-based venues for testing because of logistical and other unknown constraints. The same reviewer also recommended that cybersecurity of the system be considered, noting that it was not mentioned in the presentation.</p>
<p>One reviewer commented that this project will likely have a significant impact on BTO’s energy savings goals, joining other reviewers in describing the potential impact of maximizing local generation and storage to greatly reduce energy losses from inverters, existing distribution systems, and other sources. Another reviewer remarked that this project should have multiple potential positive impacts on the building industry as long as photovoltaics and other types of DC-based distributed energy resources become more affordable. A reviewer encouraged the team to quantify power quality impact in terms of increased equipment resilience (e.g. fewer failures).</p>
<p>Multiple reviewers noted that the project scope is well defined and project work is on-time, even considering the increased complexity of working with researchers overseas. Reviewers commented further on the strong collaboration within the U.S-China project team, highlighting the project’s clear benefits to both countries.</p>"
Emerging Technologies,R&D - Sensors & Controls,National Renewable Energy Laboratory,Energy Design and Scoping Tool for DC Distribution Systems,https://energy.gov/eere/buildings/downloads/energy-design-and-scoping-tool-dc-distribution-systems,"This project was presented, but not reviewed, at the 2018 BTO Peer Review."
Emerging Technologies,R&D - Sensors & Controls,Lawrence Berkeley National Laboratory,Improving Characterization of Miscellaneous Energy Loads in Residential and Commercial Buildings ,https://www.energy.gov/eere/buildings/downloads/2018-bto-peer-review-improving-characterization-miscellaneous-energy-loads,"This project was presented, but not reviewed, at the 2018 BTO Peer Review."
Emerging Technologies,R&D - Sensors & Controls,"University of California, Berkeley",Low-Cost Identification and Monitoring of Diverse MELs in Residential and Commercial Buildings with PowerBlade,https://energy.gov/eere/buildings/downloads/low-cost-identification-and-monitoring-diverse-mels-residential-and,"This project was presented, but not reviewed, at the 2018 BTO Peer Review."
Emerging Technologies,R&D - Sensors & Controls,"University of California, Berkeley","Hamilton: Flexible, Open Source $10 Wireless Sensor System for EE Building Operation ",https://energy.gov/eere/buildings/downloads/hamilton-flexible-open-source-10-wireless-sensor-system-energy-efficiency,"<p><b>Weighted Average:</b> 3.49<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.60<span style='padding-left:1em'></span><b>Impact:</b> 3.60<span style='padding-left:1em'></span><b>Progress:</b> 3.60</p><p><b> Collaboration & Coordination:</b> 3.20<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.40</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers agreed that this project’s approach for developing a low-cost wireless sensor network is sound, with one reviewer referring to the approach as being “right on target” and another describing it as “hit[ting] on all cylinders.” Multiple reviewers also specifically noted the thorough technical approach taken by the team to develop robust system-level cybersecurity for the platform. One reviewer, however, noted that it did not appear that a new framework was being developed, but rather the innovation was in the integration of existing methods and hardware into a single platform.</p>
<p>Reviewers were varied in their assessment of the project’s contribution to BTO’s programmatic energy savings goals due to the enabling nature of the technology being developed. One reviewer remarked that if the project team can keep the sensor cost under $10, then the project will definitely contribute to the 2030 energy savings goals. However, another reviewer noted that the quantitative impacts of this technology were not addressed in terms of energy in the presentation, with another reviewer similarly commenting that energy savings impact will ultimately depend on the application and services the sensor networks are used for.</p>
<p>In terms of BTO’s technical, non-energy savings goals, reviewers noted the interoperability and cybersecurity features being developed may have strong impacts on building management systems and controls. Reviewers commented that the project’s open-source approach may also facilitate commercialization through the integration of other devices and systems.  Furthermore, the scalable design of the platform may result in new findings and changes in practice, including overcoming the technical hurdles to implementing shared-controls for home appliances and grid services.</p>
<p>Reviewers generally agreed that the project benefited from a capable team with good connections and interactions with universities, labs and, industry. One reviewer, however, expressed a lack of clarity about how much the project team had interacted with industry partners in the development of its technology, while another encouraged the project team to explore the possibility of further collaboration with government entities for field testing purposes.</p>
<p>Although multiple reviewers described some risk of possible schedule slippage due to unforeseen events, one concerned reviewer explicitly expressed confidence in the project team’s capabilities to overcome uncertainties and remain on schedule. One reviewer was supportive of the team’s exploration of buildings-to-grid applications and learning-based models, while another reviewer expressed a desire to see more focus on learning-based models and sensor data analytics. Multiple reviewers commented that a commercialization plan should be considered.</p>"
Emerging Technologies,R&D - Sensors & Controls,Argonne National Laboratory,Low Cost Submetering,https://energy.gov/eere/buildings/downloads/low-cost-submetering,"<p><b>Weighted Average:</b> 3.00<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.40<span style='padding-left:1em'></span><b>Impact:</b> 2.40<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Multiple reviewers noted that this project’s approach of reducing installed costs is an important step to overcoming the barriers to practical implementation of submetering. More specifically, one reviewer commented that the approach pursued should lead to the development of solutions for all building applications at a minimum installed cost and enable monitoring-based commissioning to optimize building operation. Another reviewer noted the value in creating a dashboard and analytics to verify installation, as well as piloting analytics to ensure requirements on sensing are understood.</p>
<p>On the technical side, one reviewer commended the inclusion of submeter development to measure both AC and DC power, while another reviewer noted the value of the planned integration of the electronics into the current transformer to enable calibration in the lab. It was unclear to this reviewer, however, if similar approaches are being pursued elsewhere. Additional concerns included the level of maturity of the research area, as well as the technical grounding of aspects of the meter development.</p>
<p>One reviewer noted that this project could contribute to BTO’s energy savings goals from automated fault detection and diagnostics enabled by cost-effective submetering. However, multiple reviewers commented that the ultimate impact of project on energy savings is not clear because either energy savings was not quantified or energy savings will ultimately depend on the application. One reviewer encouraged the team to quantify energy savings in order to consider trade-offs between power meter accuracy, energy savings, and installation costs. However, another reviewer felt that installation costs were also poorly quantified.</p>
<p>Many reviewers commented on the good collaboration and engagement with key stakeholders, including hardware, firmware, and software engineering companies, as well as standards bodies (e.g., National Conference on Weights and Measures). One reviewer remarked that more collaboration is needed with industry in order to commercialize the meter, while another recommended working with other organizations to standardize the test procedure and certify the meter accuracy.</p>
<p>Overall, reviewers agreed that the project is on track and has demonstrated significant contributions to the project goals to date. Several reviewers also noted that the project is near completion and likely to meet project specific goals. One reviewer commented, however, that minor execution risks remained, while other reviewers offered a variety of recommendations, including engagement with weights and measures stakeholders, as well as addressing the current absence of an embedded fault-diagnostic algorithm that could identify if and when the meter failed to properly measure loads.</p>"
Emerging Technologies,R&D - Sensors & Controls,Oak Ridge National Laboratory,Experimental Validation of a New Cost-Effective and Nonintrusive BTU Meter (FluxTeq),https://www.energy.gov/eere/buildings/downloads/2018-bto-peer-review-sbv-fluxteq,"<p><b>Weighted Average:</b> 2.88<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 2.80<span style='padding-left:1em'></span><b>Impact:</b> 3.20<span style='padding-left:1em'></span><b>Progress:</b> 2.80</p><p><b> Collaboration & Coordination:</b> 2.80<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.80</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Several reviewers found this project’s approach for validating a BTU meter’s design and data processing algorithm to be technically sound and feasible for overcoming relevant barriers and technical challenges. Reviewers posed a number of questions about the project’s technology, however, including how the meter will operate during a real (versus experimental) measurement, the power requirements, the accuracy required for different use cases, and usability for different fluids as well as steam. One reviewer also would have liked to see more variability between the experimental data set used for training the meter signals and the data set used for validation, while another highlighted the value of testing for edge conditions. Multiple reviewers recommended that future work should address the meter requirements for applicability across a range of pipe thicknesses, materials, and conditions.</p>
<p>Most reviewers expressed that this technology can have a significant impact if the price of the meter is reduced. One reviewer commented that low-cost BTU meters are a key need for energy reporting and optimization, while multiple reviewers specifically noted that the project should help facilitate more effective monitoring and control of HVAC systems in order to meet BTO’s goal of 30% energy savings by 2030.</p>
<p>Reviewers noted that the project’s collaboration is between a small business and a national laboratory, which provides access for the small business to measurement facilities and a platform for transitioning the technology to market. Reviewers agreed that the project was progressing and appeared to be on track, and most reviewers also thought that remaining work seems well-planned to meet project goals. One reviewer observed, however, that a commercialization plan does not yet exist, and another questioned whether future work is sufficiently focused on what is needed to get the technology out of the lab and into the market.</p>"
Emerging Technologies,R&D - Sensors & Controls,Columbia University,"Reducing Plug-Load Electricity Footprint of Residential Buildings through Low-Cost, Non-Intrusive Sub-Metering and Personalized Feedback Technology",https://energy.gov/eere/buildings/downloads/reducing-plug-load-electricity-footprint-residential-buildings-through-low,"<p><b>Weighted Average:</b> 2.98<span style='padding-left:1em'></span><b># of Reviewers:</b> 6</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 2.67<span style='padding-left:1em'></span><b>Progress:</b> 3.33</p><p><b> Collaboration & Coordination:</b> 2.83<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.17</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally agreed that this project’s approach of leveraging existing nonintrusive submetering to investigate occupant feedback strategies was solid. One reviewer commented that the project’s use of natural language processing to provide automated feedback was novel and potentially transformative. Another reviewer described this project as the first of its kind in type and size, especially in terms of the ability to conduct human-in-the-loop tests of feedback strategies. One reviewer thought that the data generated from this study would be invaluable for further DOE studies. Another reviewer, however, commented that it did not appear that lessons learned from other similar studies are being applied, while another reviewer noted that additional work beyond the project will be needed to mature the technologies.</p>
<p>Several reviewers commented that it was unclear how much energy would be saved by the personalized feedback approach. One reviewer expected that the project will likely have a positive impact on energy savings, but another reviewer e that it was not clear if the targeted disaggregation accuracy will be sufficient to identify loads that may be faulty or ghost loads, thus limiting potential energy savings. One reviewer similarly posed questions about the robustness of the feedback personalization process in terms of false positives or negatives, over stimulation, and over-rides.</p>
<p>One reviewer saw great value in this project’s efforts to better understand effective mechanisms to educate end-users to take action. A second reviewer referred to end-user behavior and education as key factors in addressing energy consumption of plug loads, noting that for these reasons, this project should make significant energy savings impacts in these loads. Two reviewers expressed concern about the project’s social science and human behavior elements, however, noting the project team’s lack of a social scientist.</p>
<p>Multiple reviewers noted that the project team had strong collaborations, including good coordination between principal investigators. For example, one reviewer pointed out the good collaboration between facility managers, a local utility company, and partner Lucid. Another reviewer noted that the interaction with building residents is very valuable, but questioned the value of the collaborations with Lucid and ConEd. Another reviewer also questioned how the different aspects of the research effort will be integrated to achieve the project goals.</p>
<p>All reviewers commented that the project appears to be on track, and reviewers agreed that remaining work appears to be moving towards achieving project-specific goals. Moving forward, one reviewer recommended exploring some control algorithms based on the dataset to further help correct abnormal energy consumption, and another cautioned the project team about potential participation fatigue.  Finally, several reviewers had questions about the technology’s tech-to-market pathway.</p>"
Emerging Technologies,R&D - Sensors & Controls,Pacific Northwest National Laboratory,"Building-Integrated, Economic Dispatch",https://energy.gov/eere/buildings/downloads/gm0140-building-integrated-economic-dispatch,"<p><b>Weighted Average:</b> 2.94<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 2.75<span style='padding-left:1em'></span><b>Impact:</b> 2.75<span style='padding-left:1em'></span><b>Progress:</b> 3.50</p><p><b> Collaboration & Coordination:</b> 2.75<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers had mixed reactions to this project’s approach of designing, developing, field testing, and validating a VOLTTRON controller for economic dispatch of building-integrated combined cooling, heating, and power (CCHP) systems. One reviewer commented that the approach was well defined and well planned, while another reviewer highlighted that project risk is mitigated by testing the software platform using EnergyPlus. In contrast, one reviewer commented that the one use case modeled by the project team seems an unlikely implementation of the VOLTTRON controller, while another reviewer thought that the risks of field deployment were not well-communicated and that it was unclear if the field testbed has already been arranged. One reviewer acknowledged that VOLTTRON could serve as a nice platform to quickly prototype approaches for CHP plants with economic dispatch problems, but was uncomfortable with the project’s ill-defined scope, unclear on the exact need being addressed, and questioned whether the project is intended to demonstrate that CHP can provide ancillary grid services, existing algorithms for CHP dispatch on real hardware, or that control algorithms can run on commercial computational hardware.</p>
<p>One reviewer remarked positively that the CHP method pursued has significant potential to reduce energy consumption in large commercial and institutional buildings, enabling potential energy savings. Another reviewer similarly noted that total energy savings can be over 25% if the proposed approach is successful, while a third reviewer highlighted the potential grid-services impact. More critically, one reviewer expressed concern over the project team’s calculation of technical potential, remarking that it is not clear what market barriers to CHP the project’s solution seeks to address. Another reviewer also posited that an open-source controller package could have a larger impact in the small and mid-size commercial building space where the controls market is less developed and where in-house control packages with expert assistance are less likely to exist.</p>
<p>Multiple reviewers commented that Frontier Energy is a good commercial partner, while one reviewer noted that the project’s academic partners provide complementary technical expertise. One reviewer cautioned, however, that the lack of engagement with other potential commercial partners could reduce the chances of this project progressing out of the lab and having an impact in the field, while another recommended that more stakeholders engagement in the field-testing stage.</p>
<p>Reviewers agreed on the project’s progress-to-date, with multiple reviewers highlighting the team’s simulation work as an important step before validation. A few reviewers had no concerns about the project’s remaining work, but others remarked that the project’s field validation efforts should start earlier. One reviewer highlighted that a strength of the project was the software platform’s flexibility to incorporate field data and target particular building types, and recommended that the project team analyze potential energy savings and challenges of the proposed approach by building type. Another recommended that the project team should improve the model forecasting accuracy, especially around load forecasting.</p>"
Emerging Technologies,R&D - Sensors & Controls,National Renewable Energy Laboratory,Home Battery System ,https://energy.gov/eere/buildings/downloads/home-battery-system-homeowner-centric-automation-cybersecure-energy,"<p><b>Weighted Average:</b> 3.21<span style='padding-left:1em'></span><b># of Reviewers:</b> 6</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.17<span style='padding-left:1em'></span><b>Progress:</b> 3.17</p><p><b> Collaboration & Coordination:</b> 3.50<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.33</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers were generally supportive of this project’s approach, with one reviewer noting that it has the potential to reduce residential electricity use while also reducing the effects of intermittent PV electricity generation. Another reviewer considered the approach “understandable” to demonstrate to utilities the magnitude of grid services that homes can provide, but was unsure that demonstrating predictive optimization of residential loads will address major barriers to the deployment of the developed technology. Another reviewer echoed this sentiment, commenting that greater end-user benefits will likely be needed to drive the technology’s adoption.</p>
<p>One reviewer positively commented on the merging of multiple technologies (e.g., advanced controls, cyber security, machine learning interaction) to achieve the desired project outcomes. Another reviewer, however, was unclear about whether the project is developing a battery or whether it is instead developing an energy management controller that provides “battery like” services to the grid. Similarly, one reviewer noted that it was hard to determine what technologies were being developed as part of this project, versus what technologies have been developed previously by the project team.</p>
<p>There was general agreement among reviewers that successfully providing value to both the grid and to end-users (e.g. maximizing energy efficiency) without compromising resident comfort will be an impactful outcome. There was some disagreement, however, about the scale of energy savings that homes will experience. While reviewers generally accepted the forecasted 5% energy savings, one reviewer commented that this number seems “very modest,” while another was not clear on how a ""battery"" produces energy savings or how attributable savings will be accurately measured.</p>
<p>All reviewers agreed that the project is progressing on time, and most reviewers agreed that the remaining work is well planned and on track. However, one reviewer commented that a particular project component (i.e. aggregated impact simulations) could be considered a project all on its own, and recommended that down-scoping be considered in order to complete this project on time. All reviewers also agreed that the project team had conducted broad stakeholder engagement, though a few reviewers had questions about the depth of these engagements, and were also unsure about how project responsibilities are distributed. One reviewer commented that the extensive involvement of diverse stakeholders could result in more project benefits (e.g. higher solar penetration).</p>
<p>Moving forward, reviewers offered a number of recommendations to the project team, including that they should consider battery size and payback time for consumers, consider the potential degradation of the assets and home appliances when providing the grid services, and conduct more thorough human-factors testing. Multiple reviewers also noted that this project could potentially be used for resiliency services, and encourage the project team to incorporate resiliency into future efforts.</p>"
Emerging Technologies,R&D - Transactive Energy Management,U.S. Department of Energy,Transactive Energy Management Overview,https://www.energy.gov/eere/buildings/downloads/transactive-energy-management-overview-bto-peer-review-2018,Overview of the BTO's Transactive Energy Management projects.
Emerging Technologies,R&D - Transactive Energy Management,Pacific Northwest National Laboratory,Connected Homes & Neighborhoods,https://energy.gov/eere/buildings/downloads/connected-buildings-innovator-northwest-us,"<p><b>Weighted Average:</b> 3.18<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 3.25<span style='padding-left:1em'></span><b>Progress:</b> 2.75</p><p><b> Collaboration & Coordination:</b> 3.25<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.75</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>While this project’s approach earned high marks, reviewers disagreed on the merits of certain element. Two reviewers described the approach as well-designed, and structured in a way that encourages collaboration to identify and mitigate project challenges. One cited the project’s approach as one of the project’s key strengths, saying that it targets “significant issues that have prevented transactive control strategies to be adopted in residential buildings.” Another reviewer, however, thought the chosen test bed had “significant limitations” with regard to mimicking real-life environments. A second reviewer echoed this criticism, adding that they lacked enough information about the model (e.g. how it behaved across a range of weather conditions, whether their load algorithms were custom-made or adapted from existing literature) to effectively evaluate it.</p>
<p>Most reviewers remarked that the market impact of this project, if successful, could be significant. Several reviewers speculated that this project could produce a “highly attractive opportunity” for consumers and utilities that would accelerate the market adoption of transactive control solutions in residential buildings. However, one reviewer cautioned that the project team had not sufficiently calibrated the project’s value proposition for utilities, commenting that it was not clear how the product’s control strategies “align with different utility challenges across markets,” nor was it clear “what is required for either a third-party or a utility to leverage the system as a resource.”</p>
<p>Nearly every reviewer expressed some degree of concern about the project’s progress to date, particularly in relationship to its remaining work. While one reviewer’s comments suggested comfort and confidence in the project’s pace, the remaining reviewers noted that “significant interoperability challenges remained,” characterizing the project’s customer engagement and control systems across building types and devices as “non-trivial hurdles.” One reviewer added that no quantifiable evaluation results were even available to adequately judge whether or not the project would ultimately achieve its goals. Several reviewers urged the team to “rush” and “hurry up,” cautioning that the project’s experimental field test phase was occurring too close to the project’s end; in their estimation, this did not seem to “leave enough time for implementation errors, data collection and analysis.”</p>
<p>Most reviewers generally made supportive remarks about the project’s collaboration and coordination efforts, while two reviewers offered suggestions for improving the project’s outreach, with the potential to significantly shape the project’s overall impact. One reviewer questioned if the project team was aware of competing technologies that are already on the marketplace, which is a concern that reviewers felt the team’s advisory board should mitigate. Another reviewer suggested that including other stakeholders—aside from manufacturers and utilities who influence state and federal regulations—would be useful because the ultimate application of this technology “will involve utility rate and EE/DR/storage program design regulatory and legislative actions.” A different reviewer went further, calling into question the team’s understanding of utility value streams and drivers. This reviewer surmised that “weak partnerships with end customers” would make it challenging to ascertain how customer value was created, in both new and retrofit residential home markets.</p>"
