IdQuestion,Question,Answer,Archive,Draft,GuidanceTypeName,ProductCategory,CategoryName,SubProductName,FileName,URL,DocumentDate
651, Can a replacement aerator be tested with a faucet model or other test device with which it is not itself distributed in commerce?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance; Enforcement Questions and Guidance,Plumbing Products,Faucets,,Response to Faucets Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/replacement-aerator-tests_faq_2014-06-30.pdf,6/30/2014
652, The third-party test laboratory that performs faucet testing for my company typically uses a standard faucet body (or other test device) containing the same flow-restricting device (such as an aerator or flow-restricting insert) used in all of my faucet designs. Does the test data obtained from this test fulfill the testing requirement for all of my faucet designs?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance; Enforcement Questions and Guidance,Plumbing Products,Faucets,,Response to Faucets Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/faucet_flow-insert-tests_faq_2014-06-30.pdf,6/30/2014
653, Are there any key design elements that manufacturers should consider when determining whether a given individual motor meets the small electric motor definition and is subject to the energy conservation standards promulgated for small electric motors?,Please see attachment for response.,0,0,Definitions and Scope of Coverage Questions and Guidance,Commercial and Industrial Equipment,Small electric motors,,Response to Small Electric Motors Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/sme_scope_faq_2014-6-17.pdf,6/17/2014
654," When testing using section 3.3 of the appendix A test procedure for refrigerators and refrigerator-freezers, which allows the use of three tests to determine the energy use of a basic model through “triangulation,” does the test require the use of the coldest, median, and warmest settings required by section 3.2, or may the tester use any three settings that meet the requirements of appendix M, section M3, paragraphs (a) through (c) of the AS/NZS 4474.1:2007 test method?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Refrigerators and freezers,,"Response to Refrigerators, refrigerator-freezers, and freezers Question",https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/triangulationsettings_faq_2014-9-9.pdf,9/9/2014
655," When testing using the Appendix A test procedure for refrigerators and refrigerator-freezers, or the Appendix B test procedure for freezers, are manufacturers required to report use of a non-standard temperature sensor location if a sensor is moved only to achieve the required air gap and the compartment’s interior arrangements conform to the specifications cited in the test procedure?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance,Consumer Products,Refrigerators and freezers,,"Response to Refrigerators, refrigerator-freezers, and freezers Question",https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/sensorplacement_faq_2014-9-9.pdf,9/9/2014
656, When can I test and rate a split-system central air conditioner with a blower-coil indoor unit?,Please see attachment for response.,0,1,Test Procedures Questions and Guidance,Consumer Products,Central air conditioners and heat pumps,Small-duct high velocity; Space constrained,Response to CAC and Heat Pumps Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/coil-only_faq_2014-8-19.pdf,8/19/2014
658," When may an amended test procedure be used to test, rate and certify products prior to the compliance date for new standards?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance,,,,Response to Test Procedure Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tp_earlyuse_faq_2014-8-25.pdf,8/25/2014
659," For a clothes washer, clothes dryer or dishwasher with a “hard” on/off switch or electromechanical dial that physically breaks the connection to the mains power supply, is the appliance considered to be in “off mode” when the switch or dial is in the “off” position?",Please see attachment for response.,0,1,Test Procedures Questions and Guidance,Consumer Products,Clothes dryers; Clothes washers; Dishwashers,,Response to Home Appliance Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/homeappliancemechonoffswitch-faq-2014-10-7.pdf,10/7/2014
661," For a clothes washer, clothes dryer or dishwasher with an electronic, or “soft,” on/off button or switch that does not physically break the connection to the mains power supply, is the appliance considered to be in “off mode” when the button or switch is indicated as being in the “off” position?",Please see attachment for response.,0,1,Test Procedures Questions and Guidance,Consumer Products,Clothes dryers; Clothes washers; Dishwashers,,Response to TP question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/aham_offmode_faq_2014-12-2.pdf,12/2/2014
662," How to evaluate whether small, large, and very large air-cooled, water-cooled, and evaporatively-cooled commercial package air conditioners and heat pumps, water-source heat pumps, single package vertical units, and computer room air conditioners offered for sale with a variety of high static indoor blower or oversized motor to qualify for a related DOE enforcement policy?",Please see attachment for response.,0,1,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Commercial and industrial pumps; Computer room air conditioners; Single package vertical units,"Three-phase with a cooling capacity < 65,000 Btu/h; Small, large, and very large air-cooled; Small and large water-cooled and evaporatively cooled; Small water-sourced",Response to HVAC question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/draft-commercial-hvac-motor-faq-2015-06-29.pdf,6/29/2015
663, Are ceiling-mount ducted and free discharge computer room air conditioners (CRACs) covered equipment?<br>Are ceiling-mount ducted and free discharge CRACs required to be tested using the current DOE test procedure?<br>Are ceiling-mount ducted and free discharge CRACs required to meet the energy conservation standards for CRACs?,Please see attachment for response.,0,1,Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Commercial and Industrial Equipment,Computer room air conditioners,,Response to CRAC question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/crac_faq_2015-10-07.pdf,10/7/2015
664, How should the water supply line be set up when testing a consumer storage-type water heater?,Please see attachment for response.,0,1,Test Procedures Questions and Guidance,Consumer Products,Water heaters,,Response to Water Heater Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/rwh_tp_supplyline_2015-10-29.pdf,10/29/2015
665," What final remaining moisture content must be achieved for an automatic termination control dryer test cycle to be considered valid when testing according to 10 C.F.R. Part 430, Subpart B, Appendix D2?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Clothes dryers,,Response to Clothes Dryer Quesion,https://energy.gov/sites/prod/files/2017/01/f34/dryertp_rmc_faq_2017-1-10.pdf,
666, Which entity is responsible for certifying a commercial packaged boiler?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance,Commercial and Industrial Equipment,Commercial packaged boilers,,Response to Commercial Packaged Boilers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cpb_faq_2016-4-21.pdf,4/21/2016
667, How should the water supply line be set up when testing a consumer storage-type water heater?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Water heaters,,Response to Consumer Water Heater Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/rwh_tp_supplyline_faq_2016-4-27.pdf,4/27/2016
668, How does a manufacturer of general service fluorescent lamps or incandescent reflector lamps meet DOE’s certification requirements if the manufacturer does not have sufficient data to submit a full certification report prior to distribution in commerce?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,General service fluorescent lamps; Incandescent reflector lamps,,Answer to GSFL and IRL Question,https://energy.gov/sites/prod/files/2017/10/f37/faq_gsfl_irl_initial_cert_2014-01-30.pdf,1/30/2014
669,Are power supplies that are packaged with or used to operate commercial or industrial end-use devices covered by the Department of Energy’s energy conservation standards?,Please see attachment for response.,0,0,Definitions and Scope of Coverage Questions and Guidance,Consumer Products,External power supplies,Class A; Types other than class A,Response to EPS Question,https://energy.gov/sites/prod/files/2017/12/f46/eps_faq_final_%202017-12-20.pdf,12/20/2017
670,Who is an “importer”?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,,,,Response to Importer Question,https://energy.gov/sites/prod/files/2018/07/f53/importer_faq_2012-01-30.pdf,1/30/2012
671,"If you have a model of outdoor unit for a single-split-system AC with single or two-stage compressor whose coil-only rating under M1 does not meet regional standards but certain blower coil combinations do, can that outdoor unit continue to be installed in the Southeast (“SE”) or Southwest (“SW”) region?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Conservation Standards Questions and Guidance,Consumer Products,Central air conditioners and heat pumps,Split and package systems; Small-duct high velocity; Space constrained,Response to CAC question,https://www.energy.gov/sites/default/files/2022-06/cac_regional_guidance6-08-2022.pdf,1/11/2022
672,What happens with products for which the cooling capacities at the intermediate and/or low compressor speeds are not within the specified range?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Room air conditioners,,Response to Air Conditioner Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/room_ac_faq_2-3-2022.docx,2/3/2022
673,How will the new 2023 standards for central air conditioners and heat pumps affect what I can buy or install?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance,Consumer Products,Central air conditioners and heat pumps,,Response to Air Conditioner and Heat Pump Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/2023_CAC_Standards_FAQ_10-5-2022_Final.pdf,10/5/2022
674,Do the recent rulemakings for general service lamps change which lamps have to be certified to DOE?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Consumer Products; Lighting Products,Candelabra base incandescent lamps; Fluorescent lamps ballasts; General service fluorescent lamps;General service incandescent lamps; Incandescent reflector lamps,,Response to Air Conditioner and Heat Pump Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/GSL_Cert_Guidance_Final.pdf,10/14/2022
