Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Characterization of Contact Degradation in Crystalline Silicon Photovoltaic Modules,University of Central Florida,DE-EE0008155,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2022,"$1,581,926 ","$395,781 ",Orlando,FL,32826-3246,node/3341339,28.589868,-81.180262,Kristopher Davis,"This project is developing a highly-automated metrology solution that can non-destructively extract the series resistance and recombination of individual cells encapsulated within a photovoltaic module with minimal uncertainty for both parameters using calibrated electroluminescence imaging. This metrology can be used in reliability and durability evaluations to accelerate cycles of learning and to help develop new technologies that reduce cell- and module-level power losses and integrate them into high-volume manufacturing. Each of these applications has the ability to reduce the solar costs by minimizing variance in production, reducing the number of failures due to contact and interconnect failure, reducing degradation rates due to contact and interconnect degradation, and accelerating the adoption of new technologies."
"Direct Current Arc-Flash Safety for 1,500 Volts: Methodology, Verification, and Codifying",Electric Power Research Institute ,DE-EE0008156,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2021,"$510,726.00 ","$112,303 ",Charlotte,NC,94304-9703,node/3341402,37.381344,-122.180281,Michael Bolen,"The rapid release of thermal energy, pressure waves, and electromagnetic interference from an arc-flash all pose risks to people and equipment in a photovoltaic plant. However, there is a lack of understanding regarding how to calculate incident energy from direct current arc-flashes. This project is increasing the fundamental understanding of arc-flash mechanics in photovoltaic systems and providing the quantitative foundation and recommendations for adoption by the industry. This is being done by physically testing arc-flashes in a laboratory; developing a detailed physics-based model to confirm underlying methodology and key input variables; and documenting and disseminating results through guidelines submitted to code bodies, journal and conference publications, and an easy-to-use incident energy calculator."
Levelized Cost of Energy Reduction through Proactive Operations of Photovoltaic Systems,University of Central Florida,DE-EE0008157,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,6/30/2022,"$1,189,101.00 ","$177,800 ",Orlando,FL,32826-3246,node/3341381 ,28.589868,-81.180262,Joseph Walters,"This project is developing new methods for characterizing fielded modules in order to provide greater certainty in fielded energy output and degradation rates over their lifetimes. New methods for data analysis and interpretation algorithms are under development in order to maximize fleet performance through a monitoring system that has a higher resolution than state-of-the-art methods currently allow. Additionally, models are being developed to examine the effects that different resolution photovoltaic monitoring systems have on energy yield simulations based on a power plant's design, size, location, environmental considerations, and expected system lifetime."
Single Model Characterization,Power Factors,DE-EE0008158,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,1/1/2018,6/1/2020,"$541,504.00 ","$175,970.00 ",Larkspur,CA,94939-1830,node/2619924,37.938818,-122.534446,Steve Voss ,"This project is developing a methodology capable of quantifying and categorizing all losses from nominal energy to energy delivered by photovoltaic systems. This represents a significant streamlining of how photovoltaic experts compare large modeled and measured datasets, and would improve agreement between energy yield models and energy production datasets, which are vital to improving the reliability and bankability of photovoltaic systems. This project enhances the quality and handling of performance data and future modeling efforts."
Advanced Monolithic Interconnects,Stion,DE-EE0008159,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,10/24/2017,$0.00 ,"$1,196,781.00 ",San Jose,CA,95119-1939,node/2619924,37.231816,-121.782228,Eric Lee,"This project is investigating a new cell interconnection technology that could improve module efficiency, resulting in a lower levelized cost of solar electricity. This new interconnect is formed in a single step after all other layers are in place, and has the potential to improve efficiency and yield while reducing complexity and cost. The key areas of investigation involve characterizing and understanding the interactions between incident light and the optical properties of the various device layers in order to ensure successful ablation of the target device layers while avoiding modifying the optoelectronic properties of neighboring layers."
Understanding and Overcoming Water-induced Interfacial Degradation in Si Modules,"University of California, San Diego",DE-EE0008160,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,12/31/2020,"$588,505.00 ","$83,333 ",La Jolla,CA,92093-0934,node/3341234,32.884355,-117.233807,David Fenning,"This project is developing a spatially-resolved characterization methodology to detect the location and amount of water present in photovoltaic (PV) modules and to model any predicted acceleration in performance degradation. The project team is examining the physical underpinnings of these effects by combining first-principles atomistic modeling of the segregation, diffusion, and chemical effects of interfacial water with continuum finite element method modeling of water distribution and its effects. Based on the resulting physical model of a module's water exposure over time and predicted changes in material properties and power output, the project team plans to develop statistical response surface models to predict a module&prime;s hazard function."
"Advanced Module Architecture for Reduced Costs, High Durability, and Significantly Improved Manufacturability",Colorado State University,DE-EE0008161,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,9/30/2021,"$1,015,000.00 ","$138,500 ",Fort Collins,CO,80523-1374,node/3310630,40.570291,-105.090163,Kurt Barth  ,"This project is investigating a new module architecture for thin film photovoltaic modules to reduce manufacturing costs, cap-ex costs, and degradation rates associated with moisture ingress. The proposed method will provide an improved process cycle time compared to standard lamination procedures. Key areas of investigation include obtaining a complete understanding of layer formation during the encapsulation process as well as the evolution of material properties, interfaces, and module performance over time during accelerating testing."
"Industrially Feasible, Dopant-Free Asymmetric Heterocontact Silicon Solar Cells","University of California, Berkeley",DE-EE0008162,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,9/30/2019,"$223,566.00 ","$25,000.00 ",Berkeley,CA,94704-5940,node/2619924,37.863738,-122.268224,Ali Javey,"This project is investigating novel dopant-free, asymmetric heterocontact solar cells to understand the heterocontact material properties needed for compatible metallization and encapsulation processes. Early stage materials research is being performed to optimize cell architectures and materials in order to increase stability. The end goal of this project is to demonstrate a reliable cell with no significant drop in performance after back-end processing and 1,000 hours at 85 degrees Celsius and 85 percent relative humidity damp heat testing."
Operando X-ray Nanocharacterization of Polycrystalline Thin Film Modules,Arizona State University,DE-EE0008163,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2022,"$859,253.00 ","$189,564 ",Tempe,AZ,85287-5706,node/3341311 ,33.418316,-111.931194,Mariana Bertoni,"This project is developing an X-ray based characterization framework that enables module evaluation cadmium telluride and copper indium gallium selenide cells under a variety of operating conditions with nanoscale resolution. Researchers are using several lab-based mapping and synchrotron-based techniques (fluorescence, diffraction, and spectroscopy) coupled with the collection of IV curves in custom-designed stages capable of handling different temperatures, atmospheres, and illumination conditions to enable higher module efficiencies, longer warranties, and lower degradation rates."
"Fault-Tolerant, Shade-Tolerant High-Voltage Photovoltaic Modules",Arizona State University,DE-EE0008164,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,3/31/2019,"$175,524.89 ","$20,000 ",Tempe,AZ,85287-5706,node/3310483,33.418316,-111.931194,Stuart Bowden,"This project is developing a solar cell architecture called the M-CELL, which enables higher voltage and lower current than conventional modules. The M-CELL architecture results in a single silicon wafer on which multiple cells are monolithically integrated and interconnected in series. This project is researching the series connection configuration, current-voltage characteristics, shadowing reduction, and impact of higher voltage on power losses of this early-stage technology."
Non-Contact Simultaneous String-Modules I-V Tracer,Arizona State University,DE-EE0008165,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,9/30/2020,"$709,999.00 ","$79,000.00 ",Tempe,AZ,85287-6011,node/3341206,33.418316,-111.931194,Govindasamy Tamizhmani,This project is developing a non-contact module-level I-V tracer for the rapid and accurate characterization of photovoltaic modules under operating conditions. This tracer will enable accurate degradation science and fielded performance monitoring to be conducted on modules under operation.
Direct Metallization with Reactive Inks: Assessment of Reliability and Process Sensitivities,Arizona State University,DE-EE0008166,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/14/2023,"$1,400,000 ","$156,391.00 ",Tempe,AZ,85287-5706,node/3341157,33.418316,-111.931194,Owen Hildreth,"This project is investigating the material and growth properties of reactive metal inks in order to explore their potential use in the metallization of silicon solar cell. The research team seeks to radically change the cost structure of the cell by dramatically reducing silver consumption. This technique is of particular importance to temperature sensitive devices, such as heterojunction architectures, where the low processing temperatures of reactive inks offer a significant advantage and alternative metallization methods are currently expensive."
Perovskite on Silicon Tandem Solar Cells,Stanford University,DE-EE0008167,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2021,"$1,365,306 ","$192,235 ",Stanford,CA,94305-8700,node/3310623 ,37.413576,-122.168928,Albert Salleo,"This project is studying newly developed perovskite on silicon tandem modules to determine the best interconnection design and material properties for each module component. The perovskite material will be characterized and modified to produce a top cell with an ideal band gap and few structural and electronic defects. Modeling will be used to predict outdoor panel performance under realistic spectral variations, which affects how well the electrical current is balanced between the two types of cells."
Enhanced Convection for Higher Module and System Efficiency,Portland State University,DE-EE0008168,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/1/2022,"$960,000.00 ","$115,698 ",Portland,OR,97207-0751,node/3310644,45.521192,-122.680607,Raul Cal,This project is developing new solar photovoltaic modules and solar system-scale designs that promote an increase of the convective heat transfer coefficient of at least 40 percent. This reduces the operating temperature of the solar photovoltaic panels and leads to a boost on the annual energy yield and a potentially significant increase in the reliability of modules over time. Extensive modeling and early stage experimentation is being conducted to determine the dynamics of air flow needed to produce vortex generation and flow channeling effects that would lead to lower temperature of the array.
Spread Spectrum Time Domain Reflectivity for String Monitoring in Photovoltaic Power Plants,University of Utah,DE-EE0008169,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2021,"$675,000.00 ","$90,000.00 ",Salt Lake City,UT,84112,node/3341220,40.76522,-111.841954,Michael Scarpulla,"This project is investigating the application of spread spectrum time domain reflectivity to detect faults and their locations in a photovoltaic string in real time without disconnecting the string during the test. For example, the technique can decipher which panel or section of wiring has experienced a physical or operational change. By detecting the fault location in the connected string, this project will enable more efficient repair and maintenance of photovoltaic power plants, maximizing future energy output, and reducing the levelized cost of energy."
Sound Assisted Low Temperature Spalling: Upscaling and Throughput,Arizona State University ,DE-EE0008170,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,3/31/2019,"$422,517.00 ","$75,059.00 ",Tempe,AZ,85287-6011,node/3341101,33.418316,-111.931194,Mariana Bertoni,"Exfoliating a wafer from a silicon block, known as spalling, has been shown to be a promising kerfless, or waste-saving technique in wafer production. This project is researching an early-stage, novel spalling process called sound assisted low temperature (SALT) spalling to address defects, wafer thickness, and surface planarity through the use of acoustic waves to sharpen and facilitate crack formation during the spalling process."
Revealing the Mechanism of Light Induced Degradation and Regeneration of P-Type Czochralski Silicon ,Colorado School of Mines,DE-EE0008171,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,9/30/2019,"$123,750.00 ","$25,000 ",Golden,CO,80401-9380 ,node/3310504,39.715877,-105.231183,Sumit Agarwal,"This project employs advanced spectroscopic tools to explore boron-oxygen related defects in p-type Czochralski monocrystalline silicon that informs processing strategies to permanently suppress these defects and improve cell efficiency. Early-stage materials research is improving understanding of the hydrogenation and dehydrogenation of boron-oxygen complexes, and light-stimulated electron spin resonance methods is clarifying their bonding configurations and evolution during intense illumination."
Reliability and Power Degradation Rates of Passivated Emitter Rear Contact Modules Using Differentiated Packaging Strategies and Characterization Tools,Case Western Reserve University,DE-EE0008172,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2021,"$1,465,291 ","$175,830 ",Cleveland,OH,44106-6831,node/3310651,41.509126,-81.608987,Roger French,"This project is conducting a systematic study of module degradation pathways in passivated emitter rear contact photovoltaic modules, benchmarking them relative to known degradation mechanisms and pathways of older module designs, such as full-area aluminum back surface field, which have been exposed to real-world and accelerated exposure conditions. Statistical models incorporating outdoor performance and accelerated testing data will be used to understand the dominant physical degradation mechanisms that occur in the field for a variety of encapsulant and backsheet combinations. These models will allow for new and previously unmapped material interactions that are present in newly developed module architectures to be modeled, characterized, and ultimately accounted for in future design efforts."
Adhesive Mounting of Conventional Photovoltaic Modules for Residential Solar,"Fraunhofer USA, Center for Sustainable Energy Systems",DE-EE0008173,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2018,3/31/2020,"$833,607 ","$220,086 ",Boston,MA,02210-3400,node/3341409,42.351727,-71.040862,Cordula Schmid,"This project aims to reduce the installation cost of photovoltaic systems by researching a non-penetrating adhesive mounting interface for securing conventionally framed and glass-glass modules to asphalt shingles. Key areas of investigation include characterizing and understanding the direction and balance of forces between the proposed adhesive chemistry and the target surface, and the physical changes that take place in the mounting materials over time. Eliminating penetrating adhesives has the potential to mitigate the risk of expensive roof leaks, speed module mounting, and reduce the training requirements of the installer."
"Perovskite Solar Cells: Addressing Low Cost, High Efficiency, and Reliability through Novel Hole Transport Materials",Colorado School of Mines,DE-EE0008174,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2,PVRD2,Inactive,10/1/2017,3/31/2019,"$192,530.00 ","$21,385 ",Golden,CO,80401-9380 ,node/3341129,39.715877,-105.231183,Alan Sellinger,"A very important component of a perovskite solar cell is the hole transport layer, which is generally an expensive and a relatively unstable component of this early-stage technology. Currently, the state-of-the-art hole transport layer is based on a lithium salt doped aromatic amine that is very difficult to prepare and has no paths to becoming cost-effective at high volume. This project is researching new hole transport layer materials for perovskite solar cells to address the current bottlenecks, such as cost, tunable conductivity and energy levels, hydrophobicity, lithium-free dopants, and stability."
Aligned Wire Metallization and Stringing for Back Contact Solar Cells,SunPower Corporation,DE-EE0008175,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Active,10/1/2017,3/31/2021,"$1,199,985 ","$365,928 ",San Jose,CA,95134,node/2619924,37.43085,-121.952999,Richard Sewell,"Solar modules based on interdigitated back contact solar cells provide the highest efficiency and reliability currently available in the market. Despite the fundamental advantages of these modules, they are costly due to the complexity of the cell manufacturing process. This project aims to use newly conceived surface bonding procedures to completely change the approach to cell metallization and interconnection that is used to produce interdigitated back contact modules, which has the potential to reduce the number of relevant process steps by more than 50 percent and significantly reduce the cost of module fabrication."
Tunneling Back-Contacted Silicon Photovoltaics,Lehigh University,DE-EE0008176,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,3/31/2019,"$117,291 ","$13,140 ",Bethlehem,PA,18015-9120,node/3310567,40.59677,-75.376195,Nicholas Strandwitz,"This project is investigating the introduction of atomic layer deposited tunnel barriers that simultaneously allow carrier flow and passivate the silicon surface for silicon-based solar cells. The tunnel barrier is combined with metal oxide materials that selectively transport electrons or holes. This work employs and atomic layer for the deposition of these thin film layers, which is a potentially scalable technique capable of uniform sub-nanometer control of film thickness, even on non-planar substrates. This work quantifies the electronic behavior of these contacts, which may establish some of the most efficient electrical contacts to silicon photovoltaics to date."
High Lifetime and Mobility Cadmium Telluride Alloys by Co-Sublimation ,Colorado State University,DE-EE0008177,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Research and Development 2 ,PVRD2,Inactive,10/1/2017,3/31/2019,"$162,680.51 ","$18,094 ",Fort Collins,CO,80523-1320,node/3310616,40.570291,-105.090163,Jason Kephart ,Researchers are investigating the composition and grading of cadmium selenium telluride material to understand how it changes the performance and material properties of absorber layers. The effects of novel surface passivation techniques on carrier lifetime and other device properties will also be investigated. Material and device characterization will provide insight to the unique properties of these new materials and architectures. The project aims to produce record carrier lifetimes for cadmium telluride based devices.
Open Source Evaluation Framework for Solar Forecasting,University of Arizona,DE-EE0008214,Systems Integration,node/791071,Funding Opportunity,Solar Forecasting 2,Forecasting 2,Active,7/1/2018,6/30/2021,"$794,364.00 ","$145,524.00 ",Tucson,AZ,85721,node/3579416,32.23372,-110.95071,William Holmgren,"This project develops an open-source framework that enables evaluations of irradiance, solar power, and net-load forecasts. Team members have previously collaborated on forecasting trials for utilities, developed operational solar and wind forecasts, and led projects using the open-source PVLib simulation and performance tool. The goal is to make the open-source evaluation framework more easily available for forecast providers, utilities, balancing authorities and fleet operators for non-biased forecast model assessment."
Coordinated Ramping Product and Regulation Reserve Procurements in California Independent System Operator and Midcontinent Independent System Operator Using Multi-Scale Probabilistic Solar Power Forecasts,Johns Hopkins,DE-EE0008215,Systems Integration,node/791071,Funding Opportunity,Solar Forecasting 2,Forecasting 2,Active,7/1/2018,6/30/2021,"$1,108,203.00 ","$434,668.00 ",Baltimore,MD,21218,node/3579374,39.3286,-76.60032,Ben Hobbs,"This project is advancing the state-of-the-art in solar forecasting technologies by developing short-term and day-ahead probabilistic solar power prediction capabilities. The proposed technology will be based on the big-data-driven, transformative IBM Watt-Sun platform, which will be driven by parallel computation-based scalable and fast data curation technology and multi-expert machine learning based model blending. The integration of validated probabilistic solar forecasts into the scheduling operations of both the Midcontinent and California Independent System Operators will be tested, via efficient and dynamic procurement of ramp product and regulation. Integration of advanced visualization of ramping events and associated alerts into their energy management systems and control room operations will also be researched and validated."
"Hybrid Adaptive Input Model Objective Selection Ensemble Forecasts for Intra-day and Day-ahead GHI, DNI, and Ramps","University of Califonia, San Diego",DE-EE0008216,Systems Integration,node/791071,Funding Opportunity,Solar Forecasting 2,Forecasting 2,Active,7/1/2018,6/30/2021,"$1,316,203 ","$162,500 ",La Jolla,CA,92093,node/3579407,32.832811,-117.271272,Carlos Coimbra,This project develops a Hybrid Adaptive Input Model Objective Selection ensemble model to improve solar irradiance and cloud cover forecasts. Major components of this ensemble include a holistic optimization framework and ingestion of new-generation cloud cover products. The goal is to increase the state-of-the-art predictive capabilities for solar generation from their present values of 10 percent to 30 percent (with a stretch goal of 50 percent) consistently for both global horizon solar irradiance and direct normal irradiance.
"The Pecan Street Leveraged Assets for Technology Feasibility Review, Optimization, and Market Validation Platform for Product Launch",Pecan Street,DE-EE0008237,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Innovative Pathways,Innovative Pathways,Inactive,11/1/2017,4/30/2020,"$1,000,000 ","$250,000 ",Austin,TX,78723,node/2680078,30.31026,-97.68787,Suzanne Russo,This project is developing a program that links third-party validation of emerging technologies with subsequent investment decisions. This model will streamline the process of obtaining investment based on technology validation and provide potential funders with concrete data on which to base investment decisions.
Partnerships for Intelligent Energy,Powerhouse,DE-EE0008238,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Innovative Pathways,Innovative Pathways,Inactive,11/1/2017,2/28/2020,"$654,391.00 ","$163,598.00 ",Oakland,CA,94612,node/2680078,37.80551,-122.26894,Emily Kirsch,"This project is developing a repeatable workshop-based method to forge partnerships between early-stage innovators and end users, minimizing the burden of identifying product-market fit for all parties."
First-Look Fund - An Early-Stage Intermediary to Enhance the Flow of Private Capital into Energy Companies,Activation Energy,DE-EE0008239,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Innovative Pathways,Innovative Pathways,Inactive,11/1/2017,8/31/2020,"$875,462.00 ","$218,865.00 ",San Francisco,CA,94131,node/2680078,37.74363,-122.443182,Matthew Price,"This project is building a fund that provides early investors with technology testing data rather than company equity. By using shared lab resources to reduce technical risk efficiently, the new fund seeks to provide valuable insight to early funders without overly constraining the commercialization pathway of nascent companies."
501vc: A New Model for Investing in Energy Innovation,Clean Energy Trust,DE-EE0008240,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Innovative Pathways,Innovative Pathways,Inactive,11/1/2017,8/31/2020,"$875,462.00 ","$218,865.00 ",Chicago,IL,60606,node/2680078,41.88293,-87.63684,Ian Adams,"This project is creating a new fund structure that uses philanthropic support for operational expenses, allowing investment dollars to have greater impact. The new structure intends to make early-stage energy investing more attractive for traditional funders."
PV Inverter Systems Enabled by Monolithically Integrated Silicon Carbide-Based Four Quadrant Power Switch,North Carolina State University,DE-EE0008345,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,9/1/2018,6/30/2022,"$1,442,146.00 ","$381,887 ",Raleigh,NC,27695,node/4303290,35.785055,-78.681945,Subhashish Battacharya,"This project creates an ultra-high-density, low-cost power conversion device using a newly developed single die Silicon Carbide-based power semiconductor switch that can block voltage and carry current in all polarities or quadrants of the power switch. The proposed scalable power conversion device can enable single-stage power conversion and then be used as a building block for photovoltaic inverters to meet and exceed efficiency, reliability and power density targets when compared to conventional two-stage cascaded solutions."
Modular Wide-Bandgap String Inverters for Low-Cost Medium-Voltage Transformerless Photovoltaics Systems,University of Washington,DE-EE0008346,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,9/1/2018,8/31/2021,"$2,253,060.00 ","$723,764.00 ",Seattle,WA,98195,node/4303344,47.65451,-122.3121,Brian Johnson,"The proposed string inverter uses integrated circuit+control (C2) blocks, each comprised of a wide-bandgap-based power converter and local controller that can be assembled in a modular fashion to produce ultra-low-cost medium-voltage transformerless photovoltaic (PV) inverters. Each C2 block will be fabricated on high-voltage printed circuit boards with planar magnetics, such that automated manufacturing processes can be leveraged for maximum cost savings and throughput. This eliminates costly passive components and low-frequency transformers, substantially reducing electrical balance-of-system costs."
Ultra Compact Electronlyte-Free Microinverter with Megahertz Switching,Virginia Polytechnic Institute and State University,DE-EE0008347,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,8/1/2018,7/31/2021,"$1,031,317 ","$257,902 ",Blacksburg,VA,24061,node/4303350,37.2209,-80.4228,Jason Lai,"The objective of this project is to develop a cost-effective photovoltaic (PV) microinverter that fully utilizes the potential of wide-bandgap semiconductor devices, like gallium-nitride devices, which have shown potential of switching at megahertz frequencies. By operating the PV microinverter at such high frequencies, passive component size can be drastically reduced while still maintaining ultra-high efficiency of the microinverter. With the tallest component in the entire package measuring less than 0.2 inch, the potting compound material can be reduced by 80% as compared to typical designs with a one inch tall package, further reducing the cost of the product."
"M4 Inverter: Modular, Multifunction, Multiport, and Medium-Voltage Utility Scale Silicon Carbide Photovoltaics Inverter",University of Texas at Austin,DE-EE0008348,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,9/1/2018,12/31/2021,"$2,887,025.00 ","$788,794.00 ",Austin,TX,78759,node/4303341,30.40367,-97.75194,Alex Q. Huang,"This project is developing the next-generation utility-scale photovoltaic (PV) inverter referred to as a modular, multi-function, multiport, and medium-voltage utility-scale silicon carbide solar inverter. Called the M4 Inverter, it directly converts the direct current output of solar panels to medium-voltage alternating current, eliminating the bulky and costly low-frequency transformer. The inverter also has a direct current port to interface with an additional energy storage device. The device has multiple functionalities and can be used for reactive power support, fast frequency regulation, and peak power reduction, and enables synthetic inertia to be integrated into the inverter for grid support. Taken together, these advances will enable the inverter to drastically reduce the levelized cost of energy."
"A Reliable, Cost-Effective Transformerless Medium-Voltage Inverter for Grid Integration of Combined Solar and Energy Storage",University of Arkansas,DE-EE0008349,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,8/1/2018,1/31/2022,"$2,765,138 ","$713,853 ",Fayetville,AR,72701,node/4303305,36.06258,-94.157426,Yue Zhao,This project aims to enhance PV plant reliability with significantly reduced lifetime costs for a high-density 300 kilowatt central inverter. It converts 1.5 kilovolt direct current output of the photovoltaic systems to 4.16 kilovolt alternating current without the use of bulky 60 hertz transformers. The proposed technology lowers the lifetime costs of Silicon Carbide inverters through the simultaneous electro-thermal design of the subsystem and the components of the inverter. This project establishes a basis for new innovations by addressing the challenge of multi-objective optimization while accounting for inverter cost and reliability constraints.
Compact and Low-Cost Microinverter for Residential Systems,University of Maryland,DE-EE0008350,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,10/1/2018,9/30/2021,"$1,872,818 ","$468,340.00 ",College Park,MD,20783,node/4303320,38.98663,-76.95602,Alireza Khaligh,"This project aims to create a holistic design of microinverters using the emerging gallium nitride semiconductors combined with a novel circuit with reduced components and filters. The project models thermal stresses and their effect on reliability by using a multi-physics-based approach resulting in an improved assembly design. It is anticipated that the microinverter will yield over 250,000 hours of operation with no failures under consumer rooftop and commercial installation use conditions, while simultaneously achieving lower costs."
Modular HF Isolated Medium-Voltage String Inverters Enable a New Paradigm for Large Photovoltaics Farms,Georgia Tech,DE-EE0008351,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,8/1/2018,1/31/2022,"$1,752,973.00 ","$497,016 ",Atlanta,GA,30332,node/4303278,33.748995,-84.387982,Deepak Divan,"This project will develop and validate a new inverter to significantly reduce the balance-of-system costs in larger commercial and utility-scale photovoltaic (PV) farms. The inverter realizes higher-value propositions such as dispatchability and dynamic grid support. The project uses a medium-voltage string inverter topology and a soft-switching solid state transformer, which can interconnect direct current from solar panel strings at 600 to 1000 volts to a standard utility distribution voltage of 4.16 kilovolts. The medium-voltage line will be fed from a standard utility substation that derives power from a 69-500 kilovolt transmission source, eliminating a 60 hertz transformer in the power path and resulting in both cost and efficiency savings."
Solar Power Electronics Modular Integrated Node Platform,Flex Power Control,DE-EE0008352,Systems Integration,node/791071,Funding Opportunity,Advanced Power Electronics Design for Solar Applications,Power Electronics,Active,9/1/2018,11/30/2021,"$2,296,150.00 ","$704,558 ",Woodland Hills,CA,91367,"node/4303257""",34.15365,-118.49774,Robert Dawsey,"This innovative power electronics platform combines solar power with stationary energy storage and electric vehicles to minimize installation costs and to optimize the use of solar energy. The project will develop advanced controls built on system awareness and communications, coupled with cloud-based analytics for optimized energy utilization. The platform leverages silicon carbide-based power electronics to provide high efficiency inverters, in addition to having controllable power flow between the distributed energy resources and the load."
Improving Economics of Gen3 Concentrating Solar-Thermal Power System Components through Fabrication and Application of High-Temperature Nickel-Based Alloys,Electric Power Research Institute,DE-EE0008367,Concentrating Solar Power,node/790241,Funding Opportunity,Generation 3 Concentrating Solar Power,Gen3 CSP,Active,10/1/2018,9/30/2022,"$1,499,901 ","$222,229 ",Charlotte,NC,28262,node/4126634,35.32616,-80.74605,John Shingledecker,"In order to reduce high-temperature concentrating solar thermal power plant costs, this team will investigate manufacturing methods for alloys that had previously been designed for high-temperature power service in advanced ultra-supercritical steam. They will examine the cost and performance advantages of manufacturing pipes and tubes from flat sheets after further processing, which can lower capital costs. If these alternate manufacturing routes of alloys can produce pipes that are able to maintain operating lifetimes similar to piping produced from other nickel-based alloys, they have the potential to reduce the cost of these components by about thirty percent."
Gen3 Gas-Phase System Development and Demonstration,Brayton Energy,DE-EE0008368,Concentrating Solar Power,node/790241,Funding Opportunity,Generation 3 Concentrating Solar Power,Gen3 CSP,Active,10/1/2018,3/31/2024,"$24,704,424.00 ","$8,276,420.00 ",Hampton,NH,3842,node/4126613,42.944808,-70.823887,Shaun Sullivan,"In this project, a commercial-scale gas-phase concentrating solar thermal power (CSP) system will be developed in the first two Gen3 phases and, if selected for the third phase, developed into a test facility. The megawatt-scale test system will absorb energy from a heliostat field and deliver it into a thermal energy storage system, storing nine megawatt-hours of heat at a temperature of 750  ° Celsius for a minimum of ten hours. The energy then moves into a working fluid that could have a round-trip efficiency of 99 percent, creating a CSP solution that enables on-demand renewable energy."
