CID,Project_Title,Awardee,Program_Area,DOE_Funding_Amount,Recipient_Type,Award_Type,State,FOA_Name,FOA_NodeID,Fiscal_Year_Awarded,Subprogram_Node,Project_Description,Status,Contact_email,Contact_url
DE-EE0001383,Multi-Level Energy Storage and Controls for Large-Scale Wind Energy Integration,University of Denver,Grid Integration,"$265,212 ",University/College,Competitive Funding Opportunity Announcement,CO,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Denver facilitated wind energy integration at different levels through the design and control of suitable energy storage systems for the balancing control center, wind power plant, and wind turbine generator levels. The project designed innovative energy storage architectures and associated controls for high wind penetration to increase reliability and market acceptance of wind power.",Completed,,
DE-EE0001384,Upstream Measurements of Wind Profiles with Doppler LiDAR for Improved Wind Energy Integration,"University of Colorado, Board of Regents",Grid Integration,"$233,082 ",University/College,Competitive Funding Opportunity Announcement,CO,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Colorado has produced new upstream measurements of wind profiles over the altitude range of wind turbines using a scanning Doppler LiDAR technology. These long-range, high-quality measurements are providing improved wind power forecasts for wind energy integration into the power grid.",Completed,,
DE-EE0001385,Techno-Economic Modeling of the Integration of 20% Wind and Large-Scale Energy Storage in ERCOT by2030,University of Texas-Austin,Grid Integration,"$507,628 ",University/College,Competitive Funding Opportunity Announcement,TX,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Texas-Austin identified the economic and technical considerations for operating an electric grid in a reliable manner as more wind power capacity is installed and as more wind energy is generated within the grid. The project provided an understanding of the role that large scale energy storage technologies, such as compressed air energy storage, can technically and economically play in the context of the Electric Reliability Council of Texas’s (ERCOT’s) system.",Completed,,
DE-EE0001386,Lithium-Ion Ultracapacitors Integrated with Wind Turbines Power Conversion Systems to Extend Operating Life and Improve Output Power Quality,The University of Wisconsin-Milwaukee,Grid Integration,"$402,266 ",University/College,Competitive Funding Opportunity Announcement,WI,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Wisconsin-Milwaukee developed a scaled model that pulls mechanical power surges off the drivetrain and into a lithium-ion capacitor. The capacitor dispatches the surges to the grid, protecting wind turbine performance during power system surges. By characterizing an integrated system of lithium-ion capacitor energy storage and power conversion that extends mechanical operation, this project can help to provide higher power efficiency for wind turbines, and improve the quality of their energy and power output.",Completed,,
DE-EE0001387,Improving Reliability of Transmission Grid to Facilitate Integration of Wind Energy in Tri-State G&T and AECI,"V&R Energy Systems Research, Inc. ",Grid Integration,"$390,004 ",Private Industry,Competitive Funding Opportunity Announcement,CA,20% Wind by 2030 FOA,,2009,/node/778441,"V&R Energy Systems Research conducted a study to ensure reliable operation of the transmission grid while integrating high levels of wind generation. The study established and demonstrated a comprehensive framework for transmission planning analysis of wind interconnection impacts using the Physical and Operational Margins (POM) Suite, the fastest commercially-available application for contingency analysis and transmission system optimization.",Completed,,
DE-EE0001388,Use of Real-Time Offsite Observations as a Methodology for Increasing Forecast,"WINData, Inc.",Grid Integration,"$398,966 ",Private Industry,Competitive Funding Opportunity Announcement,MT,20% Wind by 2030 FOA,,2009,/node/778441,"WINData demonstrated the value of well-located, off-site, real-time sensors in reducing the uncertainty in the short-term forecasting of ramp events, or unforeseen phenomena that result in a temporary, measurable reduction in generation. The project identified the advantages of leveraging data from the OSIsoft Process Information System into next-generation data retrieval and its subsequent integration into power system operations centers.",Completed,,
DE-EE0002393,Alaska Wind Energy Research Project,Alaska Energy Authority,Next-Generation Technology Development and Manufacturing; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$259,185 ",State/Local Government,Other,AK,Determination of Non-Competive Financial Assistance,,2009,/node/778391; /node/904576,Alaska Energy Authority used modeling and analysis to determine the best performing wind energy systems for Alaska. This project included upgrading the HOMER wind-diesel-solar hybrid modeling software; performing long-term meteorological tower studies for icing impacts and turbine performance; collecting performance data for remote power systems; and evaluating a Light Detection and Ranging (LiDAR) wind detection system to inform future improvements.,Completed,,
DE-EE0002734,Wide Area Wind Field Monitoring,Utah State University,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$60,925 ",University/College,Competitive Funding Opportunity Announcement,UT,20% Wind by 2030 FOA,,2009,/node/778436,Utah State University created a prototype scanning LiDAR system that creates three-dimensional dynamic wind fields for characterization and monitoring of wind energy sites. An existing LiDAR system was adapted and reformatted to successfully generate dynamic volume images.,Completed,,
DE-EE0002735,An Experimental and Theoretical Investigation of Micropitting in Wind Turbine Gears and Bearings,Ohio State University,Next-Generation Technology Development and Manufacturing,"$310,760 ",University/College,Competitive Funding Opportunity Announcement,OH,20% Wind by 2030 FOA,,2009,/node/778391,"Ohio State University applied a twin-disk type test machine to simulate wind turbine transmission contacts in terms of their kinematics (rolling and sliding speeds), surface roughness, material parameters and lubricant conditions. A test matrix that represents the ranges of contact conditions of the wind turbine gear boxes, including both gear and bearing contacts, was defined and executed to bring an empirical understanding to the micropitting problem in terms of key contact parameters and operating conditions. The project developed the first deterministic micro-pitting model based on a mixed elastohydrodynamic lubrication formulations and multi-axial near-surface crack initiation model. This proposed model is suitable for identifying the mechanisms leading to micro-pitting of gear and bearing surfaces of wind turbine gear boxes, including all key material, lubricant and surface engineering aspects of the problem, and providing solutions to these micro-pitting problems.",Completed,,
DE-EE0002979,"A World-Class University-Industry Consortium for Wind Energy Research, Education, and Workforce Development",Illinois Institute of Technology,"Workforce Development, Education, and Stakeholder Engagement; Grid Integration","$7,900,000 ",University/College,Competitive Funding Opportunity Announcement,IL,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/793916; /node/778441,"A university-industry consortium procured a utility-scale wind turbine at a wind farm and installed a small wind turbine at the Illinois Institute of Technology for academic use. The consortium members use the turbines to perform research on the reliability of the wind turbines and integration of wind into the electric power grid system. Members also collaborate on workforce development efforts—such as enhancing core curricula—for wind energy research, design, and integration.",Completed,,
DE-EE0002980,An Industry/Academic Consortium for Achieving 20% Wind by 2030 Through Cutting-Edge Research and Workforce Training,University of Minnesota,"Workforce Development, Education, and Stakeholder Engagement; Next-Generation Technology Development and Manufacturing","$7,981,677 ",University/College,Competitive Funding Opportunity Announcement,MN,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/793916; /node/778401,"The University of Minnesota developed full-scale and laboratory-scale wind energy research facilities that allow cost-effective development and real-world testing and demonstration of a wide range of wind turbine technologies, as well as the related collection of field- scale data sets for validating computational models. The University of Minnesota utilizes these facilities to develop a research agenda driven by industry’s need for more efficient and reliable wind turbines.",Completed,,
DE-EE0002981,DeepCWind - Deepwater Offshore Wind Consortium,University of Maine,"Offshore Wind; Workforce Development, Education, and Stakeholder Engagement","$7,080,197 ",University/College,Competitive Funding Opportunity Announcement,ME,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/778401; /node/793916,"The University of Maine developed floating offshore wind farm technologies for deep water deployment. The project partially validated computer models for designing and analyzing floating offshore wind turbines and researched integrating more durable, lighter, hybrid composite materials into offshore wind floating platforms and towers. The University of Maine-led consortium includes universities, non-profits, and utilities; firms with expertise in wind project siting and environmental siting; and industry organizations to assist with education and tech transfer activities. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1375022-volturnus-floating-wind-turbine-design-construction-deployment-testing-retrieval-inspection-first-grid-connected-offshore-wind-turbine-us"" target=""_blank""> The VolturnUS 1:8 Floating Wind Turbine: Design, Construction, Deployment, Testing, Retrieval, and Inspection of the First Grid-Connected Offshore Wind Turbine in US</a>. ",Completed,,
DE-EE0003023,Large Wind Turbine Drivetrain Testing Facility,Clemson University,Testing; Offshore Wind,"$44,555,252 ",University/College,Competitive Funding Opportunity Announcement,SC,American Recovery and Reinvestment Act,/node/778426,2009,/node/778426; /node/778401,"Clemson University constructed a large wind turbine drivetrain test facility. The test facility will enhance the performance, durability, and reliability of both land-based and offshore utility-scale wind turbines by enabling the United States to expand its development and testing of large-scale drivetrain systems in the 5-15 megawatt range.
Read more about MHI Vestas announcement of a 5-year investment with Clemson University to test its new 9.5-megawatt gearbox at Clemson's SCE&G Energy Innovation Center, <a href="" https://www.energy.gov/articles/california-state-university-maritime-academy-blows-away-competition-3rd-biennial-collegiate"" target=""_blank"">Clemson University To Test Next-Generation Wind Drivetrain article</a>.
",Completed,,
DE-EE0003535,Advanced Offshore Wind Energy: Atlantic Consortium,University of Delaware,"Offshore Wind; Workforce Development, Education, and Stakeholder Engagement","$747,540 ",University/College,Competitive Funding Opportunity Announcement,DE,Wind University Consortia FOA,,2009,/node/778401; /node/793916,"The University of Delaware focused on establishing the design requirements for the offshore wind industry in the United States. Research includes: resistance to extreme weather and corrosion; top-to-bottom redesign of offshore turbines to meet unique requirements, including engineering of underwater mounting, gearbox improvement, and corrosion characterization; development of educational programs; and a university program to train design professionals and managers.",Completed,,
DE-EE0003536,Density and Occupancy Patterns of Grassland Birds in the Competitive Renewable Energy Zones of the Texas Panhandle,Texas Tech University,Environmental Impacts and Siting,"$223,223 ",University/College,Competitive Funding Opportunity Announcement,TX,20% Wind by 2030 FOA,,2009,/node/778451,"Texas Tech University identified, evaluated, and developed mitigation strategies to reduce potential negative impacts on grassland bird species at wind resource areas. By identifying important habitats to grassland birds, this project was able to provide wind energy developers with needed information for environmentally responsible siting decisions. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1092487-grassland-bird-distribution-raptor-flight-patterns-competitive-renewable-energy-zones-texas-panhandle"" target=""_blank"">Grassland Bird Distribution and Raptor Flight Patterns in the Competitive Renewable Energy Zones of the Texas Panhandle</a>.",Completed,Clint.Boal@ttu.edu,
DE-EE0003537 ,Development of a GIS-Based Decision Support Tool for Evaluating Wind Farm Sitings in Great Lakes Aquatic Habitats,University of Michigan ,Environmental Impacts and Siting; Offshore Wind,"$100,000 ",University/College,Competitive Funding Opportunity Announcement,MI,20% Wind by 2030 FOA,,2009,/node/778451; /node/778401,"The University of Michigan developed software and data for the Lakebed Alteration Decision Support Tool (LADST), a web-based decision support program to assist resource managers in making siting decisions for offshore wind farms (as well as other lakebed-altering projects) in the United States' waters of the Great Lakes.  The tool allows resource managers to compare areas of Great Lakes bottomland to determine their relative suitability for lakebed alteration projects. The tool allows users to visualize a large number of political, cultural, biological, and physical features simultaneously. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1303492-development-geographic-information-system-based-decision-support-tool-evaluating-windfarm-sitings-great-lakes-aquatic-habitats"" target=""_blank"">Development of a Geographic Information System-Based Decision support Tool for Evaluating Windfarm Sitings in Great Lakes Aquatic Habitats</a>. ",Completed,wehrlyke@michigan.gov,
DE-EE0003538,Developing High-Resolution Spatial Data of Migration Corridors for Avian Species of Concern Regions of High Potential Wind Development,West Virginia University Research Corporation,Environmental Impacts and Siting,"$193,000 ",University/College,Competitive Funding Opportunity Announcement,WV,20% Wind by 2030 FOA,,2009,/node/778451,"West Virginia University used a GPS similar to that found in a smartphone to track and characterize flight movements of golden eagles as they migrated through the Appalachian Mountains. Based on its research and analysis, the university developed a risk model that predicts behavior of golden eagles. The GPS techniques and risk model pioneered in this study are now being used to characterize the potential risks of planned wind facilities on golden eagles in turbine siting decisions, mitigating impacts on migrating golden eagles while maintaining wind power growth in areas important for development. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1314133-developing-high-resolution-spatial-data-migration-corridors-avian-species-concern-regions-high-potential-wind-development"" target=""_blank"">Developing high-resolution spatial data of migration corridors for avian species of concern in regions of high potential wind development</a>. ",Completed,todd.katzner@mail.wvu.edu,
DE-EE0003539,Renewable Energy Certificate Program,St. Francis University,"Workforce Development, Education, and Stakeholder Engagement","$150,000 ",University/College,Competitive Funding Opportunity Announcement,PA,20% Wind by 2030 FOA,,2010,/node/793916,"St. Francis University created an online renewable energy certificate program at the graduate level as part of the Master of Business Administration educational program. This certificate program focuses on the business aspects of renewable energy technologies, but it is supplemented with a focus on the science, ethics, economics, and social impact of renewable energy.",Completed,,
DE-EE0003540,Advanced Offshore Wind Turbine/Foundation Concept for the Great Lakes,University of Toledo,"Workforce Development, Education, and Stakeholder Engagement; Offshore Wind","$750,000 ",University/College,Competitive Funding Opportunity Announcement,OH,Wind University Consortia FOA,,2009,/node/793916; /node/778401,The University of Toledo is developing computer modeling for a two-bladed downwind offshore turbine and foundation design. The project is also creating curriculum for offshore wind turbine design at the University of Toledo to enhance training for wind turbine engineers and developers.,Completed,,
DE-EE0003541,Rural Learning Center,Rural Learning Center,"Workforce Development, Education, and Stakeholder Engagement","$197,430 ",Non-Profit,Competitive Funding Opportunity Announcement,SD,20% Wind by 2030 FOA,,2010,/node/793916,"The Rural Learning Center, formerly the National Wind Distance Learning Collaborative, created a national model for distance learning training applications appropriate for the wind industry. The program model involves establishing a collaborative of distance learning expertise and wind industry training providers and stakeholders. This work group identified the unique challenges and needs present in the emerging wind industry and created a distance learning response. This project identified higher-level training needs that can utilize distance learning applications and created an action plan devoted to expanding the number of trainers and developing their capacity to utilize distance learning.",Completed,,
DE-EE0003542,Gemini Energy Services: Military Veteran Wind Training Program,Orion ICS,"Workforce Development, Education, and Stakeholder Engagement","$200,000 ",Private Industry,Competitive Funding Opportunity Announcement,IL,20% Wind by 2030 FOA,,2010,/node/793916,"Orion ICS funded a workforce development program that caters to former military technicians and veterans as they transition from active duty military to the civilian sector. In addition to serving as an aid to transitioning veterans, the program harnesses the established skills of the veterans for use within the private wind industry.",Completed,,
DE-EE0003544,Curriculum Development in Sustainable Electric Power Generation,Kansas State University,"Workforce Development, Education, and Stakeholder Engagement","$65,000 ",University/College,Competitive Funding Opportunity Announcement,KS,20% Wind by 2030 FOA,,2010,/node/793916,"The Electrical and Computer Engineering Department at Kansas State University developed renewable energy and sustainability course- work in the electrical and computer engineering curricula. Specifically, this project has increased the percentage of renewable energy and sustainability concepts and design projects in upper-level classes; developed fixed and portable laboratory teaching systems to teach generation of electricity from solar and wind to students, as well as to the general public; and continued development of websites for the project to make wind and solar energy data accessible for teaching.",Completed,,
DE-EE0003546,"Wind Energy Science, Technology, and Research (WindSTAR) Consortium: Curriculum, Workforce Development, and Education Plan",University of Massachusetts,"Workforce Development, Education, and Stakeholder Engagement","$130,000 ",University/College,Competitive Funding Opportunity Announcement,MA,20% Wind by 2030 FOA,,2010,/node/793916,The University of Massachusetts created an introductory wind course and enhanced its wind curriculum.,Completed,,
DE-EE0003547,Midwest Consortium for Wind Turbine Reliability and Optimization,Purdue University ,"Workforce Development, Education, and Stakeholder Engagement; Distributed Wind","$64,133 ",University/College,Competitive Funding Opportunity Announcement,IN,Wind University Consortia FOA,,2010,/node/793916; /node/778421,"The Midwest Consortium for Wind Turbine Reliability and Optimization, established and led by Purdue University, designed, fabricated, and characterized the performance of a portable and instrumented 500-watt wind turbine apparatus with which students can demonstrate the key operational principles of wind turbines. The apparatus enables students to learn about wind technology through field experiments and is incorporated as a practice component into existing courses offered at Consortium member institutions. This project established a student-focused laboratory apparatus that will enable educational institutions in the State of Indiana, including Purdue University and Indiana University, to recruit and train students in cross-disciplinary topics related to the science, engineering, economics, and policy of wind energy.",Completed,,
DE-EE0003548,Wind Curriculum Development at George Washington University,George Washington University,"Workforce Development, Education, and Stakeholder Engagement","$65,000 ",University/College,Competitive Funding Opportunity Announcement,DC,20% Wind by 2030 FOA,,2010,/node/793916,The George Washington University developed a wind energy curriculum in its School of Engineering. The curriculum develops wind energy professionals to meet local and national needs and prepares students for degrees leading to advanced masters- and doctorate- level training.,Completed,,
DE-EE0003549,"An Undergraduate Minor in Wind Energy Science, Engineering, and Policy at Iowa State University ",Iowa State University,"Workforce Development, Education, and Stakeholder Engagement","$65,000 ",University/College,Competitive Funding Opportunity Announcement,IA; WA; GA; DC; AZ; CA,20% Wind by 2030 FOA,,2010,/node/793916,"This project identified innovative and cost-effective approaches to alleviate the most limiting constraints to increasing wind energy penetration in U.S. electric systems. Iowa State University developed college-level educational materials, courses, and programs; constructed a wind turbine research and educational facility; and provided stimulus to the U.S. economy. The work was performed by the Power System Engineering Research Center Wind Consortium, a group of six universities in collaboration with a large industrial group. The universities included Iowa State University (the lead institution), Washington State University, Georgia Tech, Howard University, Arizona State University, and the University of California–Berkeley.
",Completed,,
DE-EE0004415,Midsize Wind Turbine Designed and Manufactured in the USA,Texas Tech University,Next-Generation Technology Development and Manufacturing; Distributed Wind,"$224,046 ",University/College,Competitive Funding Opportunity Announcement,TX,Midsize Wind Turbine FOA,,2010,/node/778431; /node/778421,"Texas Tech University completed a preliminary design for a cost-efficient, mid-sized wind turbine with a rated generating capacity under 1 MW. The preliminary turbine design was intended for use at both large and small wind energy facilities. ",Completed,,
DE-EE0004420 ,Enhancing Short-Term Wind Forecasting for Improved Utility Operations,"AWS Truepower, LLC",Atmosphere to electrons: Plant Optimization and Resource Characterization,"$1,951,013 ",Private Industry,Competitive Funding Opportunity Announcement,NY; TX; CO; OK,Short-Term Wind Forecasting FOA,/node/778436,2010,/node/778436,"AWS Truepower is working in conjunction with the National Oceanic and Atmospheric Administration (NOAA) and DOE to foster improvements in wind power forecasting. This research project involves a one-year field measurement campaign throughout two regions; enhancement of NOAA’s experimental 3-km High-Resolution Rapid Refresh model by assimilating the data from the field campaign;
 and evaluation of the economic and reliability benefits of improved forecasts to grid operators. Project results will be disseminated to interested stakeholders through a nationwide mesonet observation system devoted to wind energy applications as part of the larger <a href=""http://www.esrl.noaa.gov/psd/psd3/wfip/"" target=""_blank"">Wind Forecast Improvement Project</a>.",Completed,,
DE-EE0004421,Enhancing Short-Term Wind Energy Forecasting for Increased Utility Operations,WindLogics Inc.,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$806,331 ",Private Industry,Competitive Funding Opportunity Announcement,MN; ND; SD; IA,Short-Term Wind Forecasting FOA,/node/778436,2010,/node/904576,"WindLogics conducted research to increase the accuracy of predicted wind direction and speed change in short-term forecasts; analyze the impact of improved short-term forecasts on wind plant power output predictions; determine resultant economic benefits to electric power system operations; and inform efforts to define data systems used by national-scale, automated, meteorological measuring stations to support wind energy forecasting. By quantifying the benefits, the project provides insight to inform potential investments in additional weather observations, data sharing, and forecast models as part of the greater initiative. For more information, visit <a href=""http://www.esrl.noaa.gov/psd/psd3/wfip/"" target=""_blank"">the Wind Forecast Improvement Project webpage</a>.",Completed,,
DE-EE0005138,Boulder Wind Power Advanced Gearless Drivetrain,"Boulder Wind Power (operated by Core Wind Power, Inc.)",Next-Generation Technology Development and Manufacturing; Offshore Wind,"$486,000 ",Private Industry,Competitive Funding Opportunity Announcement,CO,Next-Generation Drivetrain FOA,/node/801591,2011,/node/778391; /node/778401,Boulder Wind Power's advanced gearless drivetrain project developed a design concept for an innovative permanent magnet-based direct-drive generator for improved performance and reliability of a large utility-scale turbines up to 10 megawatts for land-based and offshore applications. ,Completed,,
DE-EE0005140,"Lightweight, Direct Drive, Fully Superconducting Generator for Large Wind Turbines","Advanced Magnet Lab, Inc.",Next-Generation Technology Development and Manufacturing; Offshore Wind,"$1,896,850 ",Private Industry,Competitive Funding Opportunity Announcement,FL,Next-Generation Drivetrain FOA,/node/801591,2011,/node/778391; /node/778401,"Advanced Magnet Lab has developed a design for an innovative direct-drive, Fully Superconducting Generator (FSG) for large wind turbines. Key aspects of the FSG have been de-risked through analysis, experimentation and development of new composites and superconductor configurations. The FSG offers potential advantages in cost, weight and efficiency over conventional generator technology for large wind turbines.",Completed,,
DE-EE0005141,"Novel, Low-Cost, High Reliability Wind Turbine Drivetrain",Clipper Windpower,Next-Generation Technology Development and Manufacturing; Offshore Wind,"$468,450 ",Private Industry,Competitive Funding Opportunity Announcement,IA,Next-Generation Drivetrain FOA,/node/801591,2011,/node/778391; /node/778401,"Clipper Windpower developed a megawatt-scale, low-cost drivetrain design based on a chain-drive concept. The project analyzed potential improvements in the areas of cost, serviceability, and compliance to rotor loads.",Completed,,
DE-EE0005143,Superconductivity for Large-Scale Wind Turbines,General Electric (GE) Global Research,Next-Generation Technology Development and Manufacturing; Offshore Wind,"$449,183 ",Private Industry,Competitive Funding Opportunity Announcement,NY,Next-Generation Drivetrain FOA,/node/801591,2011,/node/778391; /node/778401,"GE Global Research adapted low-temperature superconductivity technology to the design of a direct-drive wind turbine generator at the 10 megawatt power level. The design employs a unique stationary superconducting component design that reduces the risk of cryogenic fluid leakage. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1052970-superconductivity-large-scale-wind-turbines"" target=""_blank""> Superconductivity for Large Scale Wind Turbines</a>.",Completed,,
DE-EE0005190,"Reliable, Lightweight Transmission for Offshore, Utility-Scale Wind Turbines",Eaton Corporation,Next-Generation Technology Development and Manufacturing; Offshore Wind,"$533,518 ",Private Industry,Competitive Funding Opportunity Announcement,MI,Next-Generation Drivetrain FOA,/node/801591,2011,/node/778391; /node/778401,"Eaton Corporation conducted research to reduce the technical risk for a hydrostatic drivetrain for high-power, utility-scale wind turbines. Research included detailed design and cost analysis of key components including the pump, shaft connection, and controls.",Completed,,
DE-EE0005360,"U.S. Offshore Wind Market and Economic Analysis, Annual Market Assessment","Navigant Consulting, Inc.",Offshore Wind,"$514,999 ",Private Industry,Competitive Funding Opportunity Announcement,IL,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778401,"The Navigant Consortium authored a series of three Offshore Wind Market and Economic Analyses between 2012 and 2014 to provide stakeholders with a reliable and consistent data source on offshore wind market trends, barriers to entry, and U.S. competitiveness in the offshore wind market. The reports and underlying data are available <a href=""http://energy.gov/eere/wind/downloads/offshore-wind-market-and-economic-analysis"" target=""_blank"">for download on DOE's website</a>.",Completed,,
DE-EE0005362,Modeling Wildlife Densities and Habitat Use Across Temporal and Spatial Scales on the Mid-Atlantic Continental Shelf,BioDiversity Research Institute,Environmental Impacts and Siting; Offshore Wind,"$4,500,000 ",Non-Profit,Competitive Funding Opportunity Announcement,ME; NJ; DE; MD; VA; NC; NY,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778451; /node/778401,"The Biodiversity Research Institute completed the <a href=""https://energy.gov/eere/articles/innovative-study-helps-offshore-wind-developers-protect-wildlife"" target=""_blank"">Mid-Atlantic Baseline Studies Project</a>. This project studied wildlife distributions, densities, and movements on the mid- Atlantic Outer Continental Shelf between 2012 and 2014. Utilizing a combination of boat and high resolution digital video aerial surveys, the Mid-Atlantic Baseline Studies Project was intended to provide regulators, developers, and other stakeholders for offshore wind energy with information that can be used to identify important wildlife areas, data gaps, and approaches for collecting and incorporating natural resource data into decision-making. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1220209-appendix-final-report-mid-atlantic-marine-wildlife-surveys-modeling-data-workshop-establish-coordination-communication"" target=""_blank""> Appendix D of the Final Report of the Mid-Atlantic Marine Wildlife Surveys, Modeling, and Data. Workshop to Establish Coordination and Communication</a>. ",Completed,,
DE-EE0005363,A Synchronized Sensor Array for Remote Monitoring of Avian and Bat Interactions with Offshore Renewable Energy Facilities,Oregon State University,Environmental Impacts and Siting; Offshore Wind,"$560,000 ",University/College,Competitive Funding Opportunity Announcement,OR,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778451; /node/778401,"Oregon State University developed and experimentally tested an array of sensors that continuously monitors for interactions (including impacts) of birds and bats with wind turbines. The synchronized array includes three sensor nodes: 
<ul>
<li>Vibration (accelerometers and contact microphones) </li>
<li>Optical (visual and infrared spectrum cameras)</li>
<li>Bioacoustics (acoustic and ultrasonic microphones)</li>
</ul> 
This system can be used to monitor and identify wildlife affected by onshore and offshore wind energy facilities. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1323469-synchronized-sensor-array-remote-monitoring-avian-bat-interactions-offshore-renewable-energy-facilities"" target=""_blank"">A Synchronized Sensor Array for Remote Monitoring of Avian and Bat Interactions with Offshore Renewable Energy Facilities</a>.
",Completed,,
DE-EE0005364,U.S. Offshore Wind Manufacturing and Supply Chain Development,"Navigant Consulting, Inc.",Offshore Wind; Next-Generation Technology Development and Manufacturing,"$349,998 ",Private Industry,Competitive Funding Opportunity Announcement,IL,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778401; /node/778431,"Navigant Consulting examined factors and strategies influencing development of a U.S. supply chain for the offshore wind industry. Through industry surveys and stakeholder forums, the project identified potential gaps in the supply chain and opportunities for manufacturers and technical services companies to contribute to the domestic content of offshore project facilities. The project's report can be found <a href=""http://energy.gov/eere/wind/downloads/us-offshore-wind-manufacturing-and-supply-chain-development"" target=""_blank"">on DOE's website</a>. ",Completed,,
DE-EE0005365,National Offshore Wind Energy Grid Interconnection Study,"ABB, Inc.",Grid Integration; Offshore Wind,"$900,000 ",Private Industry,Competitive Funding Opportunity Announcement,NC; NC; PA; NY; CO,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778441; /node/778401,"ABB assessed the likely impact of offshore wind development in the various regions of the U.S. from the electric utility perspective. This work included developing energy production profiles, performing an initial integration analysis, and evaluating the applicability of traditional integration study methods and potential energy collection and delivery technologies. The results of the study are documented in the report, <a href="" https://energy.gov/sites/prod/files/2014/08/f18/NOWEGIS%20Full%20Report.pdf"" target=""_blank"">National Offshore Wind Energy Grid Interconnection Study final Technical Report</a>.",Completed,,
DE-EE0005366,Mid-Atlantic Offshore Wind Interconnection and Transmission,University of Delaware,Grid Integration; Offshore Wind,"$540,000 ",University/College,Competitive Funding Opportunity Announcement,DE,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778441; /node/778401,"The University of Delaware examined potential effects of wind penetration on the Mid-Atlantic electric grid and facilitating grid operations planning by identifying necessary system upgrades and grid management strategies to ensure reliable and efficient operation of the electric system. The results of the study are documented in the report, <a href=""https://www.osti.gov/scitech/servlets/purl/1329370"" target=""_blank""> Mid-Atlantic Offshore Wind Interconnection and Transmission (MAOWIT)</a>.",Completed,,
DE-EE0005367,Great Lakes Offshore Wind: Utility and Regional Integration Study,Case Western Reserve University,Grid Integration; Offshore Wind,"$540,000 ",University/College,Competitive Funding Opportunity Announcement,OH; CO; NY; PA,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778441; /node/778401,"Case Western University has evaluated potential impacts of offshore wind on the electric grid in the Great Lakes region and determined requirements for interconnection, control systems, and the application of additional support for different transmission systems. The project has provided regional stakeholders with the knowledge base and capabilities to develop state-of-the-art, long-range strategies for mitigating the impacts of offshore wind interconnection, as well as realizing the economic cost reductions and benefits that can be achieved through implementing these strategies. The National Renewable Energy Laboratory was a subcontractor on this project. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1328159-great-lakes-shore-wind-project-utility-regional-integration-study"" target=""_blank"">Great Lakes O shore Wind Project: Utility and Regional Integration Study</a>.",Completed,,
DE-EE0005368,Carolinas Offshore Wind Integration Case Study,"Duke Energy Business Services, LLC",Grid Integration; Offshore Wind,"$534,910 ",Private Industry,Competitive Funding Opportunity Announcement,NC,U.S. Offshore Wind: Removing Market Barriers FOA,/node/778411,2011,/node/778441; /node/778401,"Duke Energy Business Services conducted a study that examined the potential system impacts of offshore wind development on the Duke Energy Carolinas system, determined the costs of upgrading the transmission system to support large-scale offshore projects, and assessed strategies for system integration and management. The first phase of the study found that new high-voltage transmission infrastructure is needed to reliably integrate offshore wind resources. Wind resource data was analyzed for the coast of North Carolina and South Carolina. The Duke Energy project team used proprietary wind models. Three distinct zones emerged from the selection/exclusion criteria in the siting model output referred to as the north, central, and south zones. The north zone is northern NC near the Virginia border, the central zone is near the NC outer banks, and the southern zone is near Myrtle Beach SC. The siting study demonstrated that there is an abundance of high quality development areas offshore North and South Carolina at relatively shallow depths (i.e. < 30 meters) sufficient to meet the DOE study target of 17,000 GWH annual production from offshore wind resources. The final report can be found <a href=""http://nctpc.org/nctpc/document/REF/2013-06-06/COWICS_Phase_1_Final_Report1%5B1%5D.pdf"" target=""_blank"">online</a>.",Completed,,
