ProjectID,Project,Fuel,Market_Sector,Technology_Prime_Mover,Thermal_Energy_Use,Profile,City,State,CHP_TAP,SystemSize,YearInstalled,NAICS_Code,Status,Comment
556,Chabot College Olympic Pool,Natural Gas,Universities and Colleges,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/chabot-college-swimming-pool-Project_Profile.pdf,Hayward,CA,Western,300,2003,"611310 Colleges, Universities and Professional Schools",1,
557,Gateway School District Biomass CHP,Biomass | Other,Schools,Other | Steam Turbine,Space Heating,http://www.chptap.org/Data/projects/Tok_AK_Gateway-Project_Profile.pdf,Tok,AK,Northwest,120,2013,611110 Elementary and Secondary Schools,1,Updated 7-19-17 per Patti and the NW CHP TAP
558,Evonik Stockhausen,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/evonik-Project_Profile.pdf,Garyville,LA,Southcentral,5000,2012,325180 Other Basic Inorganic Chemical Manufacturing,1,
559,US Army Fort Knox,Natural Gas,Military Facilities,Reciprocating Engine,Space Cooling | Steam | Water Heating,http://www.chptap.org/Data/projects/fort-knox-Project_Profile.pdf,Fort Knox,KY,Southeast,8200,2014,928110 National Security,1,
560,Savannah River National Laboratory,Biomass | Other,Laboratories,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/doe-savannah-river-Project_Profile.pdf,Aiken,SC,Southeast,20000,2012,"541712 Research and Development in the Physical, Engineering, and Life Sciences",1,
561,"Ingredion, Inc.",Biomass | Coal | Natural Gas,Manufacturing ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/ingredion-Project_Profile.pdf,Winston-Salem,NC,Southeast,8400,1985,311221 Wet Corn Milling,1,
562,Owensboro Grain Company,Natural Gas,Manufacturing ,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/owensboro-grain-Project_Profile.pdf,Owensboro,KY,Southeast,9000,2014,311224 Soybean and Other Oilseed Processing,1,
563,Wellons Energy Solutions - Perdue AgriBusiness,Biomass,Manufacturing ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/perdue-wellons-chp_project_profile1.pdf,Cofield,NC,Southeast,495,2011,311224 Soybean and Other Oilseed Processing,1,
564,Albert Lea Wastewater Treatment Facility,Biogas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Albert_Lea_WWT_Facility-Project_Profile.pdf,Albert Lea,MN,Midwest,120,2003,221320 Sewage Treatment Facilities,1,"New updated project profile, so added this previously removed profile"
565,Marine Corps Logistics Base Albany,Biogas | Natural Gas,Military Facilities,Reciprocating Engine,Process Heat,http://www.chptap.org/Data/projects/mclb_albany-Project_Profile.pdf,Albany,GA,Southeast,4000,2011,928110 National Security,1,
566,Eight Flags Energy,Natural Gas,Pulp and Paper  | Utilities,Combustion Turbine,Process Heat | Water Heating,http://www.chptap.org/Data/projects/eight-flags-Project_Profile.pdf,Fernandina Beach,FL,Southeast,20000,2016,322121 Paper Mills,1,Year installed is 2016
567,Saint Mary's Hospital,Natural Gas,Healthcare ,Combustion Turbine | Steam Turbine,Electricity | Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Saint_Marys-Project_Profile.pdf,Rochester,MN,Midwest,7750,1996,622110 General Medical and Surgical Hospitals,1,
568,Caterpillar Aurora,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Heating,http://www.chptap.org/Data/projects/Caterpillar_Aurora-Project_Profile.pdf,Aurora,IL,Midwest,15000,2000,333120 Construction Machinery Manufacturing,1,
569,Northwest Regional Water Reclamation Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/NWRWRF-Project_Profile.pdf,Fox Lake,IL,Midwest,150,2012,221320 Sewage Treatment Facilities,1,
570,Sea Park Apartments,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Sea-Park_CHP_PP.pdf,New York,NY,New York-New Jersey,300,2009,531110 Rental Housing,1,
571,Winnebago County Sheriff's Office,Biogas,Office Buildings and Skyscrapers,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Winnebago_County_Sheriffs_Office-Project_Profile.pdf,Oshkosh,WI,Midwest,2500,2007,921110 Executive Offices (Public Administration),1,
572,Perdue Farms,Biogas,Manufacturing ,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/perdue_cromwell-Project_Profile1.pdf,Cromwell,KY,Southeast,999,2011,311615 Poultry Processing,1,
573,University of Central Florida,Natural Gas,Universities and Colleges,Reciprocating Engine,Space Cooling,http://www.chptap.org/Data/projects/ucf_orlando-Project_Profile.pdf,Orlando,FL,Southeast,5500,2012,"611310 Colleges, Universities and Professional Schools",1,
574,University of Illinois at Chicago West Campus,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UIC_West_Campus-Project_Profile.pdf,Chicago,IL,Midwest,21000,2001,"611310 Colleges, Universities and Professional Schools",1,"New profile, added March 2017"
575,Sievers Family Farms,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/Sievers_Family_Farms-Project_Profile.pdf,Stockton,IA,Central,1000,2013,112112 Cattle Feedlots,1,New project profile
576,Solvay Specialty Polymers,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/Solvay_Specialty_Plastics-Project_Profile.pdf,Marietta,OH,Midwest,8000,2015,326199 All Other Plastics Product Manufacturing,1,New project profile entry
577,Southwestern Energy - Data Center,Natural Gas,Data Centers | Utilities,Reciprocating Engine,Space Cooling,http://www.chptap.org/Data/projects/swn-project-profile_final1.pdf,Spring,TX,Southcentral,630,2014,211130 Natural Gas Extraction,1,New profile
578,Southside Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/southside-wastewater-treatment-plant.pdf,Dallas,TX,Southcentral,4200,2008,221320 Sewage Treatment Facilities,1,New profile
579,Village Creek Water Reclamation Facility,Biogas | Natural Gas,Waste and Wastewater Treatment ,Combustion Turbine,Anaerobic Digester | Steam,http://www.chptap.org/Data/projects/village-creek-water-reclamation-facility.pdf,Fort Worth,TX,Southcentral,5200,2012,221320 Sewage Treatment Facilities,1,New profile entry
580,Cape Codder Resort & Spa,Natural Gas,Hotels,Reciprocating Engine,Dehumidifaction | Water Heating,http://www.chptap.org/Data/projects/Cape_Codder-Project_Profile.pdf,Cape Cod,MA,New England,335,2007,721110 Hotels and Motels,1,
581,"Comfort Inn & Suites, Logan International Airport",Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Logan_Airport-Project_Profile.pdf,Revere,MA,New England,75,2012,721110 Hotels and Motels,1,
582,Dedham Health & Athletic Complex,Natural Gas,Amusement and Recreation,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/DHAC-Project_Profile.pdf,Dedham,MA,New England,150,2015,713940 Fitness and Recreational Sports Centers,1,
583,Duncaster Retirement Community,Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Duncaster_Retirement_Community-Project_Profile.pdf,Bloomfield,CT,New England,150,2007,623311 Continuing Care Retirement Communities,1,
584,Durham Advanced Wastewater Treatment Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Durham_WWTF-Project_Profile.pdf,Tigard,OR,Northwest,1700,2016,221320 Sewage Treatment Facilities,1,
585,"Farm  Power Northwest, Five Sites in WA and OR",Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Farm_Power_Northwest-Project_Profile.pdf,Several locations,OR | WA,Northwest,4250,2009,112120 Dairy Cattle and Milk Production,1,
587,Gresham Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/Gresham_WWTF-Project_Profile.pdf,Gresham,OR,Northwest,790,2005,221320 Sewage Treatment Facilities,1,
588,Oregon Institute of Technology,Geothermal Energy | Waste Heat,Universities and Colleges,Organic Rankine Cycle | Renewables Integrated with CHP,Electricity,http://www.chptap.org/Data/projects/OIT_ORC-Project_Profile.pdf,Klamath Falls,OR,Northwest,2030,2010,"611310 Colleges, Universities and Professional Schools",1,
591,University of Minnesota,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/University_of_Minnesota-Project_Profile.pdf,Minneapolis,MN,Midwest,22800,2017,"611310 Colleges, Universities and Professional Schools",1,
592,University of Texas Medical Branch,Fuel Oil | Natural Gas,District Energy | Healthcare | Universities and Colleges,Combustion Turbine | Reciprocating Engine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/UTMB-Project_Profile.pdf,Galveston,TX,Southcentral,15000,2016,"611310 Colleges, Universities and Professional Schools | 622110 General Medical and Surgical Hospitals",1,
593,Riverside Hotel,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/RiversideHotel-Project_Profile.pdf,Boise,ID,Northwest,400,2017,721110 Hotels and Motels,1,
594,AmericInn Lodge & Suites,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/AmericInn-Project_Profile.pdf,Rexburg,ID,Northwest,38,2015,721110 Hotels and Motels,1,
595,Shaw Industries,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Cooling | Water Heating,http://www.chptap.org/Data/projects/ShawIndustries-Project_Profile.pdf,Columbia,SC,Southeast,14100,2018,314110 Carpet and Rug Mills,1,
596,NASA Lyndon B. Johnson Space Center,Natural Gas,Office Buildings and Skyscrapers,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/NASA-Project_Profile.pdf,Houston,TX,Southcentral,11900,2017,"927110 Space Flight Operations, Government",1,
597,McAlpine Creek Wastewater Management Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/McAlpineWWTP-Project_Profile.pdf,Pineville,NC,Southeast,1000,2017,221320 Sewage Treatment Facilities,1,
598,Capitol Power Plant,Fuel Oil | Natural Gas,District Energy | Office Buildings and Skyscrapers ,Combustion Turbine | Steam Turbine,Electricity | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/CapitolPowerPlant-Project_Profile.pdf,Washington,DC,Mid-Atlantic,7500,2018,921110 Executive Offices (Public Administration),1,
599,Bowdoin College,Fuel Oil | Natural Gas,Universities and Colleges,Back Pressure Turbine,Space Heating,http://www.chptap.org/Data/projects/BowdoinCollege-Project_Profile.pdf,Brunswick,ME,New England,630,2012,"611310 Colleges, Universities and Professional Schools",1,
600,Maine Woods Pellet Co.,Biomass,Forest Products,Organic Rankine Cycle,Process Heat,http://www.chptap.org/Data/projects/MaineWoodsPellet-Project_Profile.pdf,Athens,ME,New England,8000,2016,321999 Other Miscellaneous Wood Product Manufacturing,1,
601,Texas A&M University,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/TAMU-Project_Profile.pdf,College Station,TX,Southcentral,45000,2012,"611310 Colleges, Universities and Professional Schools",1,
602,Dublin Community Recreational Center,Natural Gas,Amusement and Recreation,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/DublinRecCenter-Project_Profile.pdf,Dublin,OH,Midwest,248,2015,713940 Fitness and Recreational Sports Centers,1,
603,Montgomery County Public Safety Headquarters,Natural Gas,Office Buildings and Skyscrapers | Public Safety,Reciprocating Engine | Renewables Integrated with CHP,Space Heating | Water Heating,http://www.chptap.org/Data/projects/MoCoPublicSafetyHQ-Project_Profile.pdf,Gaithersburg,MD,Mid-Atlantic,865,2018,921110 Executive Offices (Public Administration),1,
604,Montgomery County Correctional Facility,Natural Gas,Public Safety,Reciprocating Engine | Renewables Integrated with CHP,Space Heating | Water Heating,http://www.chptap.org/Data/projects/MoCoCorrectionalFacility-Project_Profile.pdf,Boyds,MD,Mid-Atlantic,220,2018,922140 Correctional Institutions,1,
605,Westin Princeville Ocean Resort Villas,Propane,Hotels,Microturbine,Space Cooling | Water Heating,http://www.chptap.org/Data/projects/WestinPrinceville-Project_Profile.pdf,Kauai,HI,Western,1000,2014,721110 Hotels and Motels,1,
607,"POET Refining's Ethanol Plant - Laddonia, Missouri",Natural Gas,Ethanol Plants,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/POETLaddonia-Project_Profile.pdf,Laddonia,MO,Central,15000,2006,325193 Ethyl Alcohol Manufacturing,1,
608,Hilcorp Energy Ignacio Gas Plant,Waste Heat,Natural Gas Production and Processing,Organic Rankine Cycle,Electricity | Process Heat,http://www.chptap.org/Data/projects/HilcorpIgnacio-Project_Profile.pdf,La Plata County,CO,Upper-West,6200,2014,488999 Liquefied Natural Gas (LNG) Plants,1,
609,CityCenter MGM Resorts,Natural Gas,Hotels,Combustion Turbine,Water Heating,http://www.chptap.org/Data/projects/CityCenterMGM-Project_Profile.pdf,Las Vegas,NV,Western,8200,2009,721120 Casino Hotels,1,
610,Shands Hospital,Natural Gas,District Energy | Healthcare | Universities and Colleges ,Combustion Turbine | Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/ShandsHospital-Project_Profile.pdf,Gainesville,FL,Southeast,11700,2009,"611310 Colleges, Universities and Professional Schools | 622110 General Medical and Surgical Hospitals",1,
611,University of Oregon,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UniversityofOregon-Project_Profile.pdf,Eugene,OR,Northwest,10900,2011,"611310 Colleges, Universities and Professional Schools",1,
612,"Erving Industries, Inc.",Compressed Natural Gas (CNG),Pulp and Paper,Back Pressure Turbine | Combustion Turbine,Process Heat ,http://www.chptap.org/Data/projects/ErvingIndustries-Project_Profile.pdf,Erving,MA,New England,6200,2015,322121 Paper Mills,1,
613,The Switch - Mixed Use Facility,Natural Gas,Multi-family Housing | Office Buildings and Skyscrapers,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/TheSwitch-Project_Profile.pdf,Fishers,IN,Midwest,135,2017,531110 Rental Housing | 531312 Nonresidential Property Managers,1,
614,Stevenson Commons,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/StevensonCommons-Project_Profile1.pdf,Bronx,NY,New York-New Jersey,525,2012,531110 Rental Housing,1,
615,Joint Meeting of Essex & Union Counties,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/JointMeeting-Project_Profile.pdf,Elizabeth,NJ,New York-New Jersey,2400,2009,221320 Sewage Treatment Facilities,1,
616,Hornsby Bend Biosolids Management Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/HornsbyBiosolids-Project_Profile.pdf,Austin,TX,Southcentral,850,2012,221320 Sewage Treatment Facilities,1,
617,Westin Jersey City Newport,Natural Gas,Hotels,Microturbine,Space Cooling |Space Heating | Water Heating,http://www.chptap.org/Data/projects/WestinJC-Project_Profile.pdf,Jersey City,NJ,New York-New Jersey,300,2015,721110 Hotels and Motels,1,
618,Texas Wesleyan University,Natural Gas,District Energy | Universities and Colleges ,Reciprocating Engine,Space Cooling | Water Heating,http://www.chptap.org/Data/projects/TexasWesleyan-Project_Profile1.pdf,Fort Worth,TX,Southcentral,800,2016,"611310 Colleges, Universities and Professional Schools",1,
619,Aberdeen Proving Ground,Fuel Oil | Natural Gas,Military Facilities,Combustion Turbine,Process Heat | Space Heating,http://www.chptap.org/Data/projects/Aberdeen-Project_Profile.pdf,Edgewood,MD,Mid-Atlantic,7900,2018,928110 National Security,1,
620,University of New Hampshire,Biogas | Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Back Pressure Turbine | Combustion Turbine,Space Cooling | Space Heating ,http://www.chptap.org/Data/projects/UNH-Project_Profile.pdf,Durham,NH,New England,8500,2005,"611310 Colleges, Universities and Professional Schools",1,
621,University of Missouri,Biomass | Coal | Natural Gas,District Energy | Universities and Colleges ,Back Pressure Turbine | Combustion Turbine | Steam Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UofMissouri-Project_Profile.pdf,Columbia,MO,Central,66000,1923,"611310 Colleges, Universities and Professional Schools",1,
622,Veyo Heat Recovery Project,Waste Heat,Pipelines | Utilities,Organic Rankine Cycle,Electricity,http://www.chptap.org/Data/projects/Veyo-Project_Profile.pdf,Veyo,UT,Upper-West,7800,2016,221210 Natural Gas Distribution,1,
623,Roosevelt Landings,Natural Gas,Multi-family Housing,Microturbine,Water Heating,http://www.chptap.org/Data/projects/RooseveltLandings-Project_Profile.pdf,Queens,NY,New York-New Jersey,300,2013,531110 Rental Housing,1,
624,Rice University,Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine,Space Cooling |Space Heating | Water Heating,http://www.chptap.org/Data/projects/RiceUniversity-Project_Profile.pdf,Houston,TX,Southcentral,7400,2018,"611310 Colleges, Universities and Professional Schools",1,
625,Eastern Maine Medical Center,Fuel Oil | Natural Gas,District Energy | Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/EMMC-Project_Profile.pdf,Bangor,ME,New England,4600,2006,622110 General Medical and Surgical Hospitals,1,
626,Eastern Michigan University,Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine,Space Cooling |Space Heating,http://www.chptap.org/Data/projects/EasternMichiganUniversity-Project_Profile.pdf,Ypsilanti,MI,Midwest,7800,2018,"611310 Colleges, Universities and Professional Schools",1,
627,University of Missouri,Waste Heat,District Energy | Universities and Colleges ,Back Pressure Turbine,Process Heat,http://www.chptap.org/Data/projects/UofMissouriBackPressureTurbine-Project_Profile.pdf,Columbia,MO,Central,300,2017,"611310 Colleges, Universities and Professional Schools",1,
628,Ann Arbor VA Healthcare System,Natural Gas,Healthcare,Microturbine,Process Heat | Space Heating | Water Heating,http://www.chptap.org/Data/projects/AnnArborVA-Project_Profile.pdf,Ann Arbor,MI,Midwest,1000,2012,622110 General Medical and Surgical Hospitals,1,
629,University of Connecticut,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Back Pressure Turbine | Combustion Turbine,Space Cooling |Space Heating,http://www.chptap.org/Data/projects/UConn-Project_Profile.pdf,Storrs,CT,New England,24900,2006,"611310 Colleges, Universities and Professional Schools",1,
630,Adkins Energy LLC,Waste Heat,Ethanol Plants,Back Pressure Turbine,Electricity,http://www.chptap.org/Data/projects/AdkinsEnergyWHP-Project_Profile.pdf,Lena,IL,Midwest,1800,2019,325193 Ethyl Alcohol Manufacturing,1,
631,Monogram Snacks,Biogas,Food Processing,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/Monogram-Project_Profile.pdf,Martinsville,VA,Mid-Atlantic,400,2017,311919 Other Snack Food Manufacturing,1,
632,Marine Corps Recruit Depot Parris Island,Natural Gas,Military Facilities,Combustion Turbine | Renewables Integrated with CHP,Process Heat | Space Heating | Water Heating,http://www.chptap.org/Data/projects/MCRDParrisIsland-Project_Profile.pdf,Parris Island,SC,Southeast,3500,2019,928110 National Security,1,
633,Millennium Hilton New York Downtown,Natural Gas,Hotels,Reciprocating Engine,Space Cooling |Space Heating | Water Heating,http://www.chptap.org/Data/projects/MillenniumHilton-Project_Profile.pdf,Manhattan,NY,New York-New Jersey,500,2014,721110 Hotels and Motels,1,
634,Colorado College Tutt Library,Natural Gas,Universities and Colleges,Microturbine | Renewables Integrated with CHP,Space Cooling |Space Heating,http://www.chptap.org/Data/projects/ColoradoCollege-Project_Profile.pdf,Colorado Springs,CO,Upper-West,130,2017,"611310 Colleges, Universities and Professional Schools",1,
635,General Mills,Biogas,Food Processing,Reciprocating Engine,Process Heat,http://www.chptap.org/Data/projects/GeneralMills-Project_Profile.pdf,Murfreesboro,TN,Southeast,1600,2015,311511 Fluid Milk Manufacturing,1,
636,St. Joseph's Hospital Health Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/StJosephsHospital-Project_Profile.pdf,Syracuse,NY,New York-New Jersey,4600,2014,622110 General Medical and Surgical Hospitals,1,
637,Albany Medical Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/AlbanyMedicalCenter-Project_Profile.pdf,Albany,NY,New York-New Jersey,4600,2013,622110 General Medical and Surgical Hospitals,1,
638,North Carolina State University,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/NCSU_CHP-Project_Profile.pdf,Raleigh,NC,Southeast,17500,2019,"611310 Colleges, Universities and Professional Schools",1,
639,Penn Medicine Princeton Medical Center System,Natural Gas,Healthcare,Combustion Turbine | Renewables Integrated with CHP,Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/PennMedicine-Project_Profile.pdf,Plainsboro,NJ,New York-New Jersey,4600,2012,622110 General Medical and Surgical Hospitals,1,
640,"Biomass and Rural Power System Upgrade Fort Yukon, Alaska",Fuel Oil,District Energy,Reciprocating Engine | Renewables Integrated with CHP,Space Heating,http://www.chptap.org/Data/projects/FortYukon-Project_Profile.pdf,Fort Yukon,AK,Northwest,2540,2017,921150 American Indian and Alaska Native Tribal Governments,1,
641,"Treasure Valley Family YMCA Boise, Idaho",Natural Gas,Amusement and Recreation,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/TreasureValleyYMCA-Project_Profile.pdf,Boise,ID,Northwest,70,2019,713940 Fitness and Recreational Sports Centers,1,
642,New University of Alaska Coal-Fueled CHP Plant,Coal,District Energy | Universities and Colleges,Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/UniversityofAlaska-Project_Profile.pdf,Fairbanks,AK,Northwest,17000,2018,"611310 Colleges, Universities and Professional Schools",1,
643,"Magic Toyota Edmonds, Washington",Natural Gas,Retail Sales,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/MagicToyota-Project_Profile.pdf,Edmonds,WA,Northwest,100,2018,441110 New Car Dealers,1,
644,Iowa State University,Coal | Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Steam Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/ISU-Project_Profile.pdf,Ames,IA,Central,46000,2016,"611310 Colleges, Universities and Professional Schools",1,
645,The Hamilton Co-op Apartment Building,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/HamiltonCoop-Project_Profile2.pdf,New York,NY,New York-New Jersey,75,2010,813990 Cooperative Owners' Associations,1,
646,Masonic Village,Natural Gas,Healthcare |Multi-family Housing,Microturbine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/MasonicVillage-Project_Profile.pdf,Elizabethtown,PA,Mid-Atlantic,390,2017,623311 Continuing Care Retirement Communities,1,
647,"Gundersen Health System - Onalaska, Wisconsin Campus",Biogas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/GundersenOnalaska-Project_Profile.pdf,Onalaska,WI,Midwest,1137,2012,622110 General Medical and Surgical Hospitals,1,
648,Towers Two Housing Complex,Natural Gas,Multi-family Housing,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/TowersTwo-Project_Profile.pdf,Rexburg,ID,Northwest,15,2016,531110 Rental Housing,1,
649,Brigham Young University - Idaho,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating ,http://www.chptap.org/Data/projects/BYUI-Project_Profile.pdf,Rexburg,ID,Northwest,5700,2015,"611310 Colleges, Universities and Professional Schools",1,
650,Union College,Natural Gas,Universities and Colleges,Combustion Turbine, Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UnionCollege-Project_Profile.pdf,Schenectady,NY,New York-New Jersey,1800,2014,"611310 Colleges, Universities and Professional Schools",1,
651,Forest Glen Oaks Dairy,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/ForestGlenOaksDairy-Project_Profile.pdf,Dayton,OR,Northwest,370,2010,112120 Dairy Cattle and Milk Production,1,
652,Missouri River Water Resource Recovery Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/MissouriRiver-Project_Profile1.pdf,Omaha,NE,Midwest,2850,1985,221320 Sewage Treatment Facilities,1,
653,"Gundersen Health System - La Crosse, Wisconsin Campus",Biomass,Healthcare ,Back Pressure Turbine,Dehumidification | Space Heating | Steam | Water Heating,http://www.chptap.org/Data/projects/GundersenLaCrosse-Project_Profile.pdf,La Crosse,WI,Midwest,400,2013,622110 General Medical and Surgical Hospitals,1,
654,Gaylord National Resort & Convention Complex,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/GaylordNationalHarbor-Project_Profile.pdf,National Harbor,MD,Mid-Atlantic,6000,2018,721110 Hotels and Motels,1,
,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,
