ProjectID,Project,Fuel,Market_Sector,Technology_Prime_Mover,Thermal_Energy_Use,Profile,City,State,CHP_TAP,SystemSize,YearInstalled,NAICS_Code,Status,Comment,,,,,,,
574,University of Illinois at Chicago West Campus,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/248/UIC_West_Campus-Project_Profile.pdf,Chicago,IL,Midwest,21000,2001,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
575,Sievers Family Farms,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/202/Sievers_Family_Farms-Project_Profile.pdf,Stockton,IA,Central,1000,2013,112112 Cattle Feedlots,1,,,,,,,,
576,Solvay Specialty Polymers,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,https://chptap.lbl.gov/profile/210/Solvay_Specialty_Plastics-Project_Profile.pdf,Marietta,OH,Midwest,8000,2015,326199 All Other Plastics Product Manufacturing,1,,,,,,,,
577,Southwestern Energy - Data Center,Natural Gas,Data Centers | Utilities,Reciprocating Engine,Space Cooling,https://chptap.lbl.gov/profile/214/swn-project-profile_final1.pdf,Spring,TX,Southcentral,630,2014,211130 Natural Gas Extraction,1,,,,,,,,
578,Southside Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/212/southside-wastewater-treatment-plant.pdf,Dallas,TX,Southcentral,4200,2011,221320 Sewage Treatment Facilities,1,,,,,,,,
579,Village Creek Water Reclamation Facility,Biogas | Natural Gas,Waste and Wastewater Treatment ,Combustion Turbine,Anaerobic Digester | Steam,https://chptap.lbl.gov/profile/263/village-creek-water-reclamation-facility.pdf,Fort Worth,TX,Southcentral,10600,2001,221320 Sewage Treatment Facilities,1,,,,,,,,
580,Cape Codder Resort & Spa,Natural Gas,Hotels,Reciprocating Engine,Dehumidification | Water Heating,https://chptap.lbl.gov/profile/29/Cape_Codder-Project_Profile.pdf,Cape Cod,MA,New England,335,2007,721110 Hotels and Motels,1,,,,,,,,
581,"Comfort Inn & Suites, Logan International Airport",Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/48/Logan_Airport-Project_Profile.pdf,Revere,MA,New England,75,2012,721110 Hotels and Motels,1,,,,,,,,
582,Dedham Health & Athletic Complex,Natural Gas,Amusement and Recreation,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/54/DHAC-Project_Profile.pdf,Dedham,MA,New England,150,2015,713940 Fitness and Recreational Sports Centers,1,,,,,,,,
583,Duncaster Retirement Community,Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/60/Duncaster_Retirement_Community-Project_Profile.pdf,Bloomfield,CT,New England,150,2007,623311 Continuing Care Retirement Communities,1,,,,,,,,
584,Durham Advanced Wastewater Treatment Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/61/Durham_WWTF-Project_Profile.pdf,Tigard,OR,Northwest,1700,2016,221320 Sewage Treatment Facilities,1,,,,,,,,
585,"Farm  Power Northwest, Five Sites in WA and OR",Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/77/Farm_Power_Northwest-Project_Profile.pdf,Several locations,OR | WA,Northwest,4250,2009,112120 Dairy Cattle and Milk Production,1,,,,,,,,
587,Gresham Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/90/Gresham_WWTF-Project_Profile.pdf,Gresham,OR,Northwest,790,2005,221320 Sewage Treatment Facilities,1,,,,,,,,
588,Oregon Institute of Technology,Geothermal Energy | Waste Heat,Universities and Colleges,Organic Rankine Cycle | Renewables Integrated with CHP,Electricity,https://chptap.lbl.gov/profile/174/OIT_ORC-Project_Profile.pdf,Klamath Falls,OR,Northwest,2030,2010,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
591,University of Minnesota,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Heating | Steam,https://chptap.lbl.gov/profile/235/University_of_Minnesota-Project_Profile.pdf,Minneapolis,MN,Midwest,22800,2017,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
592,University of Texas Medical Branch,Fuel Oil | Natural Gas,District Energy | Healthcare | Universities and Colleges,Combustion Turbine | Reciprocating Engine | Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/257/UTMB-Project_Profile.pdf,Galveston,TX,Southcentral,15000,2016,"611310 Colleges, Universities and Professional Schools | 622110 General Medical and Surgical Hospitals",1,,,,,,,,
593,Riverside Hotel,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/189/RiversideHotel-Project_Profile.pdf,Boise,ID,Northwest,400,2017,721110 Hotels and Motels,1,,,,,,,,
594,AmericInn Lodge & Suites,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/11/AmericInn-Project_Profile.pdf,Rexburg,ID,Northwest,38,2015,721110 Hotels and Motels,1,,,,,,,,
595,Shaw Industries,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Cooling | Water Heating,https://chptap.lbl.gov/profile/201/ShawIndustries-Project_Profile.pdf,Columbia,SC,Southeast,14100,2018,314110 Carpet and Rug Mills,1,,,,,,,,
596,NASA Lyndon B. Johnson Space Center,Natural Gas,Office Buildings and Skyscrapers,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/136/NASA-Project_Profile.pdf,Houston,TX,Southcentral,11900,2017,"927110 Space Flight Operations, Government",1,,,,,,,,
597,McAlpine Creek Wastewater Management Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/126/McAlpineWWTP-Project_Profile.pdf,Pineville,NC,Southeast,1000,2017,221320 Sewage Treatment Facilities,1,,,,,,,,
598,Capitol Power Plant,Fuel Oil | Natural Gas,District Energy | Office Buildings and Skyscrapers ,Combustion Turbine | Steam Turbine,Electricity | Space Heating | Water Heating,https://chptap.lbl.gov/profile/30/CapitolPowerPlant-Project_Profile.pdf,Washington,DC,Mid-Atlantic,7500,2018,921110 Executive Offices (Public Administration),1,,,,,,,,
599,Bowdoin College,Fuel Oil | Natural Gas,Universities and Colleges,Steam Turbine,Space Heating,https://chptap.lbl.gov/profile/20/BowdoinCollege-Project_Profile.pdf,Brunswick,ME,New England,630,2012,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
600,Maine Woods Pellet Co.,Biomass,Forest Products,Organic Rankine Cycle,Process Heat,https://chptap.lbl.gov/profile/119/MaineWoodsPellet-Project_Profile.pdf,Athens,ME,New England,8000,2016,321999 Other Miscellaneous Wood Product Manufacturing,1,,,,,,,,
601,Texas A&M University,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/225/TAMU-Project_Profile.pdf,College Station,TX,Southcentral,45000,2012,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
602,Dublin Community Recreational Center,Natural Gas,Amusement and Recreation,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/59/DublinRecCenter-Project_Profile.pdf,Dublin,OH,Midwest,248,2015,713940 Fitness and Recreational Sports Centers,1,,,,,,,,
603,Montgomery County Public Safety Headquarters,Natural Gas,Office Buildings and Skyscrapers | Public Safety,Reciprocating Engine | Renewables Integrated with CHP,Space Heating | Water Heating,https://chptap.lbl.gov/profile/135/MoCoPublicSafetyHQ-Project_Profile.pdf,Gaithersburg,MD,Mid-Atlantic,865,2018,921110 Executive Offices (Public Administration),1,,,,,,,,
604,Montgomery County Correctional Facility,Natural Gas,Public Safety,Reciprocating Engine | Renewables Integrated with CHP,Space Heating | Water Heating,https://chptap.lbl.gov/profile/134/MoCoCorrectionalFacility-Project_Profile.pdf,Boyds,MD,Mid-Atlantic,220,2018,922140 Correctional Institutions,1,,,,,,,,
605,Westin Princeville Ocean Resort Villas,Propane,Hotels,Microturbine,Space Cooling | Water Heating,https://chptap.lbl.gov/profile/269/WestinPrinceville-Project_Profile.pdf,Kauai,HI,Western,1000,2014,721110 Hotels and Motels,1,,,,,,,,
607,"POET Refining's Ethanol Plant - Laddonia, Missouri",Natural Gas,Ethanol Plants,Combustion Turbine,Process Heat,https://chptap.lbl.gov/profile/185/POETLaddonia-Project_Profile.pdf,Laddonia,MO,Central,15000,2006,325193 Ethyl Alcohol Manufacturing,1,,,,,,,,
608,Hilcorp Energy Ignacio Gas Plant,Waste Heat,Natural Gas Production and Processing,Organic Rankine Cycle,Electricity | Process Heat,https://chptap.lbl.gov/profile/96/HilcorpIgnacio-Project_Profile.pdf,La Plata County,CO,Upper-West,6200,2014,488999 Liquefied Natural Gas (LNG) Plants,1,,,,,,,,
609,CityCenter MGM Resorts,Natural Gas,Hotels,Combustion Turbine,Water Heating,https://chptap.lbl.gov/profile/42/CityCenterMGM-Project_Profile.pdf,Las Vegas,NV,Western,8200,2009,721120 Casino Hotels,1,,,,,,,,
610,Shands Hospital,Natural Gas,District Energy | Healthcare | Universities and Colleges ,Combustion Turbine | Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/200/ShandsHospital-Project_Profile.pdf,Gainesville,FL,Southeast,11700,2009,"611310 Colleges, Universities and Professional Schools | 622110 General Medical and Surgical Hospitals",1,,,,,,,,
611,University of Oregon,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/255/UniversityofOregon-Project_Profile.pdf,Eugene,OR,Northwest,10900,2011,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
612,"Erving Industries, Inc.",Compressed Natural Gas (CNG),Pulp and Paper,Combustion Turbine | Steam Turbine,Process Heat ,https://chptap.lbl.gov/profile/71/ErvingIndustries-Project_Profile.pdf,Erving,MA,New England,6200,2015,322121 Paper Mills,1,,,,,,,,
613,The Switch - Mixed Use Facility,Natural Gas,Multi-family Housing | Office Buildings and Skyscrapers,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/234/TheSwitch-Project_Profile.pdf,Fishers,IN,Midwest,135,2017,531110 Rental Housing | 531312 Nonresidential Property Managers,1,,,,,,,,
614,Stevenson Commons,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/220/StevensonCommons-Project_Profile1.pdf,Bronx,NY,New York-New Jersey,525,2012,531110 Rental Housing,1,,,,,,,,
615,Joint Meeting of Essex & Union Counties,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/111/JointMeeting-Project_Profile.pdf,Elizabeth,NJ,New York-New Jersey,2400,2009,221320 Sewage Treatment Facilities,1,,,,,,,,
616,Hornsby Bend Biosolids Management Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/99/HornsbyBiosolids-Project_Profile.pdf,Austin,TX,Southcentral,850,2012,221320 Sewage Treatment Facilities,1,,,,,,,,
617,Westin Jersey City Newport,Natural Gas,Hotels,Microturbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/268/WestinJC-Project_Profile.pdf,Jersey City,NJ,New York-New Jersey,300,2015,721110 Hotels and Motels,1,,,,,,,,
618,Texas Wesleyan University,Natural Gas,District Energy | Universities and Colleges ,Reciprocating Engine,Space Cooling | Water Heating,https://chptap.lbl.gov/profile/230/TexasWesleyan-Project_Profile1.pdf,Fort Worth,TX,Southcentral,800,2016,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
619,Aberdeen Proving Ground,Fuel Oil | Natural Gas,Military Facilities,Combustion Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/1/Aberdeen-Project_Profile.pdf,Edgewood,MD,Mid-Atlantic,7900,2018,928110 National Security,1,,,,,,,,
620,University of New Hampshire,Biogas | Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating ,https://chptap.lbl.gov/profile/254/UNH-Project_Profile.pdf,Durham,NH,New England,8500,2005,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
621,University of Missouri - District Energy System,Biomass | Coal | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/252/UofMissouri-Project_Profile.pdf,Columbia,MO,Central,66000,1923,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
622,Veyo Heat Recovery Project,Waste Heat,Pipelines | Utilities,Organic Rankine Cycle,Electricity,https://chptap.lbl.gov/profile/262/Veyo-Project_Profile.pdf,Veyo,UT,Upper-West,7800,2016,221210 Natural Gas Distribution,1,,,,,,,,
623,Roosevelt Landings,Natural Gas,Multi-family Housing,Microturbine,Water Heating,https://chptap.lbl.gov/profile/192/RooseveltLandings-Project_Profile.pdf,Queens,NY,New York-New Jersey,300,2013,531110 Rental Housing,1,,,,,,,,
624,Rice University,Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/188/RiceUniversity-Project_Profile.pdf,Houston,TX,Southcentral,7400,2018,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
625,Eastern Maine Medical Center,Fuel Oil | Natural Gas,District Energy | Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating,https://chptap.lbl.gov/profile/64/EMMC-Project_Profile.pdf,Bangor,ME,New England,4600,2006,622110 General Medical and Surgical Hospitals,1,,,,,,,,
626,Eastern Michigan University,Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine,Space Heating,https://chptap.lbl.gov/profile/65/EasternMichiganUniversity-Project_Profile.pdf,Ypsilanti,MI,Midwest,7800,2018,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
627,University of Missouri - Backpressure Turbine Addition,Waste Heat,District Energy | Universities and Colleges ,Steam Turbine,Process Heat,https://chptap.lbl.gov/profile/251/UofMissouriBackPressureTurbine-Project_Profile.pdf,Columbia,MO,Central,300,2017,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
628,Ann Arbor VA Healthcare System,Natural Gas,Healthcare,Microturbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/13/AnnArborVA-Project_Profile.pdf,Ann Arbor,MI,Midwest,1000,2012,622110 General Medical and Surgical Hospitals,1,,,,,,,,
629,University of Connecticut,Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/247/UConn-Project_Profile.pdf,Storrs,CT,New England,24900,2006,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
630,Adkins Energy LLC - Waste Heat-to-Power Addition,Waste Heat,Ethanol Plants,Steam Turbine,Electricity,https://chptap.lbl.gov/profile/2/AdkinsEnergyWHP-Project_Profile.pdf,Lena,IL,Midwest,1800,2019,325193 Ethyl Alcohol Manufacturing,1,,,,,,,,
631,Monogram Snacks,Biogas,Food Processing,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/133/Monogram-Project_Profile.pdf,Martinsville,VA,Mid-Atlantic,400,2017,311919 Other Snack Food Manufacturing,1,,,,,,,,
632,Marine Corps Recruit Depot Parris Island,Natural Gas,Military Facilities,Combustion Turbine | Renewables Integrated with CHP,Space Heating | Water Heating,https://chptap.lbl.gov/profile/121/MCRDParrisIsland-Project_Profile.pdf,Parris Island,SC,Southeast,3500,2019,928110 National Security,1,,,,,,,,
633,Millennium Hilton New York Downtown,Natural Gas,Hotels,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/127/MillenniumHilton-Project_Profile.pdf,Manhattan,NY,New York-New Jersey,500,2014,721110 Hotels and Motels,1,,,,,,,,
634,Colorado College Tutt Library,Natural Gas,Universities and Colleges,Microturbine | Renewables Integrated with CHP,Space Heating,https://chptap.lbl.gov/profile/45/ColoradoCollege-Project_Profile.pdf,Colorado Springs,CO,Upper-West,130,2017,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
635,General Mills,Biogas,Food Processing,Reciprocating Engine,Process Heat,https://chptap.lbl.gov/profile/85/GeneralMills-Project_Profile.pdf,Murfreesboro,TN,Southeast,1600,2015,311511 Fluid Milk Manufacturing,1,,,,,,,,
636,St. Joseph's Hospital Health Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/216/StJosephsHospital-Project_Profile.pdf,Syracuse,NY,New York-New Jersey,4600,2014,622110 General Medical and Surgical Hospitals,1,,,,,,,,
637,Albany Medical Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/7/AlbanyMedicalCenter-Project_Profile.pdf,Albany,NY,New York-New Jersey,4600,2013,622110 General Medical and Surgical Hospitals,1,,,,,,,,
638,North Carolina State University,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine | Steam Turbine,Electricity | Space Cooling | Space Heating | Steam,https://chptap.lbl.gov/profile/168/NCSU_CHP-Project_Profile.pdf,Raleigh,NC,Southeast,17500,2019,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
639,Penn Medicine Princeton Medical Center System,Natural Gas,Healthcare,Combustion Turbine | Renewables Integrated with CHP,Process Heat | Space Cooling | Space Heating,https://chptap.lbl.gov/profile/181/PennMedicine-Project_Profile.pdf,Plainsboro,NJ,New York-New Jersey,4600,2012,622110 General Medical and Surgical Hospitals,1,,,,,,,,
640,"Biomass and Rural Power System Upgrade Fort Yukon, Alaska",Fuel Oil,District Energy,Reciprocating Engine | Renewables Integrated with CHP,Space Heating,https://chptap.lbl.gov/profile/18/FortYukon-Project_Profile.pdf,Fort Yukon,AK,Northwest,2540,2017,921150 American Indian and Alaska Native Tribal Governments,1,,,,,,,,
641,Treasure Valley Family YMCA,Natural Gas,Amusement and Recreation,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/240/TreasureValleyYMCA-Project_Profile.pdf,Boise,ID,Northwest,70,2019,713940 Fitness and Recreational Sports Centers,1,,,,,,,,
642,New University of Alaska Coal-Fueled CHP Plant,Coal,District Energy | Universities and Colleges,Steam Turbine,Space Cooling | Space Heating,https://chptap.lbl.gov/profile/165/UniversityofAlaska-Project_Profile.pdf,Fairbanks,AK,Northwest,17000,2018,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
643,Magic Toyota,Natural Gas,Retail Sales,Reciprocating Engine,Space Heating,https://chptap.lbl.gov/profile/118/MagicToyota-Project_Profile.pdf,Edmonds,WA,Northwest,100,2018,441110 New Car Dealers,1,,,,,,,,
644,Iowa State University,Coal | Fuel Oil | Natural Gas,District Energy | Universities and Colleges ,Steam Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/106/ISU-Project_Profile.pdf,Ames,IA,Central,46000,2016,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
645,The Hamilton Co-op Apartment Building,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/231/HamiltonCoop-Project_Profile2.pdf,New York,NY,New York-New Jersey,75,2010,813990 Cooperative Owners' Associations,1,,,,,,,,
646,Masonic Village,Natural Gas,Healthcare |Multi-family Housing,Microturbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/124/MasonicVillage-Project_Profile.pdf,Elizabethtown,PA,Mid-Atlantic,390,2017,623311 Continuing Care Retirement Communities,1,,,,,,,,
647,"Gundersen Health System - Onalaska, Wisconsin Campus",Biogas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/92/GundersenOnalaska-Project_Profile.pdf,Onalaska,WI,Midwest,1137,2012,622110 General Medical and Surgical Hospitals,1,,,,,,,,
648,Towers Two Housing Complex,Natural Gas,Multi-family Housing,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/237/TowersTwo-Project_Profile.pdf,Rexburg,ID,Northwest,15,2016,531110 Rental Housing,1,,,,,,,,
649,Brigham Young University - Idaho,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating ,https://chptap.lbl.gov/profile/24/BYUI-Project_Profile.pdf,Rexburg,ID,Northwest,5700,2015,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
650,Union College,Natural Gas,Universities and Colleges,Combustion Turbine, Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/242/UnionCollege-Project_Profile.pdf,Schenectady,NY,New York-New Jersey,1800,2014,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
651,Forest Glen Oaks Dairy,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,https://chptap.lbl.gov/profile/80/ForestGlenOaksDairy-Project_Profile.pdf,Dayton,OR,Northwest,370,2010,112120 Dairy Cattle and Milk Production,1,,,,,,,,
652,Missouri River Water Resource Recovery Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/132/MissouriRiver-Project_Profile1.pdf,Omaha,NE,Central,2850,1985,221320 Sewage Treatment Facilities,1,,,,,,,,
653,"Gundersen Health System - La Crosse, Wisconsin Campus",Biomass,Healthcare ,Steam Turbine,Dehumidification | Space Heating | Steam | Water Heating,https://chptap.lbl.gov/profile/91/GundersenLaCrosse-Project_Profile.pdf,La Crosse,WI,Midwest,400,2013,622110 General Medical and Surgical Hospitals,1,,,,,,,,
654,Gaylord National Resort & Convention Complex,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/84/GaylordNationalHarbor-Project_Profile.pdf,National Harbor,MD,Mid-Atlantic,6000,2018,721110 Hotels and Motels,1,,,,,,,,
655,Sofidel Paper Manufacturing Facility,Natural Gas,Pulp and Paper ,Combustion Turbine,Process Heat,https://chptap.lbl.gov/profile/209/Sofidel-Project_Profile.pdf,Circleville,OH,Midwest,16000,2018,322291 Sanitary Paper Product Manufacturing,1,,,,,,,,
656,F.H. Stoltze Land & Lumber,Biomass,Forest Products,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/76/FHStoltze-Project_Profile.pdf,Columbia Falls,MT,Upper-West,3750,2013,321113 Sawmills,1,,,,,,,,
657,University of Arkansas,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Steam | Water Heating,https://chptap.lbl.gov/profile/244/UofArkansas-Project_Profile.pdf,Fayetteville,AR,Southcentral,5200,2016,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
658,St. Mary's d'Youville Pavilion and Residences,Natural Gas,Healthcare,Reciprocating Engine,Water Heating,https://chptap.lbl.gov/profile/217/StMarysPavilionResidences-Project_Profile.pdf,Lewiston,ME,New England,150,2016,623110 Nursing Care Facilities,1,,,,,,,,
659,Integrated Biomass Energy Center,Biomass,District Energy | Forest Products,Organic Rankine Cycle,Electricity | Process Heat,https://chptap.lbl.gov/profile/105/IBEC-Project_Profile.pdf,Wallowa,OR,Northwest,100,2014,813410 Civic and Social Organizations,1,,,,,,,,
660,Paul L. Bruner Water Pollution Control Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/179/FtWayneWPCP-Project_Profile.pdf,Fort Wayne,IN,Midwest,800,2015,221320 Sewage Treatment Facilities,1,,,,,,,,
661,Peninsula Regional Medical Center,Natural Gas,Healthcare ,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/180/PRMC-Project_Profile.pdf,Salisbury,MD,Mid-Atlantic,3120,2017,622110 General Medical and Surgical Hospitals,1,,,,,,,,
662,Southwest Wastewater Treatment Plant,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/273/SouthwestWWTP-Project_Profile.pdf,Springfield,MO,Central,2400,2019,221320 Sewage Treatment Facilities,1,,,,,,,,
663,Cosmo Specialty Fibers,Biomass,Pulp and Paper ,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/274/CosmoSpecialityFibers-Project_Profile.pdf,Cosmopolis,WA,Northwest,17200,1957,322110 Pulp Mills,1,,,,,,,,
664,Lewiston-Auburn Water Pollution Control Authority,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,https://chptap.lbl.gov/profile/275/LAWPCA-Project_Profile.pdf,Lewiston,ME,New England,460,2013,221320 Sewage Treatment Facilities,1,,,,,,,,
665,Hatch Hill Landfill,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Space Heating,https://chptap.lbl.gov/profile/276/HatchHillLandfill-Project_Profile.pdf,Augusta,ME,New England,550,2018,562212 Solid Waste Landfills,1,,,,,,,,
666,Hancock Lumber,Biomass,Forest Products,Steam Turbine,Process Heat | Space Heating,https://chptap.lbl.gov/profile/277/HancockLumber-Project_Profile.pdf,Bethel,ME,New England,300,2017,321113 Sawmills,1,,,,,,,,
667,McKinley Paper Mill,Biomass,Pulp and Paper ,Steam Turbine,Process Heat,https://chptap.lbl.gov/profile/292/McKinleyPaperMill-Project_Profile.pdf,Port Angeles,WA,Northwest,9500,2020,322121 Paper Mills,1,,,,,,,,
668,City of Tucson,Natural Gas,District Energy ,Reciprocating Engine,Space Cooling | Space Heating ,https://chptap.lbl.gov/profile/294/CityofTucson-Project_Profile.pdf,Tucson,AZ,Western,1600,2004,921110 Executive Offices (Public Administration),1,,,,,,,,
669,Doctors Community Hospital,Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/295/DoctorsCommunityHospital-Project_Profile.pdf,Lanham,MD,Mid-Atlantic,1200,2017,622110 General Medical and Surgical Hospitals,1,,,,,,,,
670,Arizona State University,Natural Gas,Universities and Colleges,Combustion Turbine | Steam Turbine,Space Heating | Water Heating,https://chptap.lbl.gov/profile/15/ASU-Project_Profile.pdf,Tempe,AZ,Western,16200,2019,"611310 Colleges, Universities and Professional Schools",1,,,,,,,,
671,Hershey Medical Center,Natural Gas,Healthcare,Combustion Turbine,Process Heat | Space Heating | Water Heating,https://chptap.lbl.gov/profile/297/HersheyMedicalCenter-Project_Profile.pdf,Hershey,PA,Mid-Atlantic,7500,2018,622110 General Medical and Surgical Hospitals,1,,,,,,,,
672,Simpson House Senior Services,Natural Gas,Healthcare,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,https://chptap.lbl.gov/profile/298/SimpsonHouse-Project_Profile.pdf,Philadelphia,PA,Mid-Atlantic,265,2017,623311 Continuing Care Retirement Communities,1,,,,,,,,
673,Bell's Brewery,Biogas,Breweries,Reciprocating Engine,Anaerobic Digester | Water Heating,https://chptap.lbl.gov/profile/299/BellsBrewery-Project_Profile.pdf,Galesburg,MI,Midwest,150,2014,312120 Breweries,1,,,,,,,,
674,Santa Rita Water Reclamation Center,Biogas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester ,https://chptap.lbl.gov/profile/300/SantaRita-Project_Profile.pdf,Durango,CO,Upper-West,195,2019,221320 Sewage Treatment Facilities,1,,,,,,,,
